node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
tiffany & co.,julia,grant,julia,Grant takes Julia to Tiffany & Co. After their engagement,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her."
tiffany & co.,julia,grant,king kong,Grant takes Julia to Tiffany & Co. After their engagement,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Grant and Julia go to Skull Island and film a woman tied between two poles. King Kong rips off her dress and gropes her, Anne says 'I like hairy boys', so King Kong flattens her."
julia,grant,julia,wedding dress,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Helps Julia shop for wedding dress at bridal shop, indicating a significant role of Andy in Julia's wedding preparations."
julia,grant,julia,power box,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Hits head on power box and gains ability to read people's thoughts, revealing a causal relationship between Julia's action and her newfound skill."
julia,grant,julia,andy,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Reads Andy's mind and realises his desire to get back together with Grant, indicating a potential threat to Julia's marriage with Grant."
julia,grant,julia,grant,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia."
julia,grant,julia,nicky,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Agrees to marry Nicky due to regret over marriage with Grant, indicating a shift in Julia's preference."
julia,grant,julia,flashbacks,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Has flashbacks about her and Grant while standing at altar, indicating an ongoing emotional attachment between Julia and Grant."
grant,julia,grant,julia,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her."
grant,julia,grant,king kong,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Grant and Julia go to Skull Island and film a woman tied between two poles. King Kong rips off her dress and gropes her, Anne says 'I like hairy boys', so King Kong flattens her."
