node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
patience phillips,catwoman,halle berry,academy award,The main character Patience Phillips becomes the crime-fighting superheroine Catwoman after being revived by an Egyptian mau cat in the film 'Catwoman'.,The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.,Bill Muller of The Arizona Republic suggested that Halle Berry should possibly return her 2001 Academy Award as a penalty for the film 'Catwoman'.
laurel,catwoman,halle berry,academy award,Laurel contacts Catwoman and frames her for murder of George.,The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.,Bill Muller of The Arizona Republic suggested that Halle Berry should possibly return her 2001 Academy Award as a penalty for the film 'Catwoman'.
patience,laurel,catwoman,hedare beauty,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The film 'Catwoman' is loosely based on the DC Comics character Catwoman, and it is revealed that the main character Patience Phillips works for a cosmetics company called Hedare Beauty, which is set to release a new skin cream called Beau-line."
patience,laurel,catwoman,george,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"Catwoman confronts George about side effects of product, but George reveals ignorance. Later, Catwoman frames Catwoman for murder of George."
patience,laurel,catwoman,batman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"In the context, Catwoman decides to continue living outside the law and enjoy her newfound freedom as Catwoman after hearing about the deaths of Dr. Slavicky and the Hedares. This decision is a result of Batman's absence from the scene, which indicates a potential relationship between Batman and Catwoman."
patience,laurel,catwoman,batman universe,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The film labored in development hell for years with Ashley Judd as the lead in 2001, but she eventually dropped out so Nicole Kidman was considered. When Warner Bros. canceled a Batman vs. Superman film scheduled for 2004, the studio decided to quickly produce Catwoman as replacement, starring Halle Berry. However, Warner Bros. mandated that the film should be separate from the Batman universe and not have the character mentioned."
patience,laurel,catwoman,michelle pfeiffer's character,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"But she is Catwoman. When you look at the differences between the comic book Catwoman and the TV or movie versions, our Catwoman is in the continuity of the others. She’s different than Michelle Pfeiffer's character, different from anybody who’s played Catwoman in the past. But she is Catwoman."
patience,laurel,catwoman,comic book catwoman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"When you look at the differences between the comic book Catwoman and the TV or movie Catwoman, they're all different – but there's a feeling that they are all Catwoman."
patience,laurel,catwoman,tv or movie catwoman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"When you look at the differences between the comic book Catwoman and the TV or movie Catwoman, they're all different – but there's a feeling that they are all Catwoman."
patience,laurel,catwoman,halle,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"But she is Catwoman. Halle brings her own personality, through her attitude and through the outfit."
patience,laurel,catwoman,box office flop,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"Catwoman grossed $82.4 million worldwide against a production budget of $100 million, becoming a box office flop."
patience,laurel,catwoman,the film,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The Village Voice reported that the critics 'universally—and predictably—tore apart Catwoman', implying a negative critical reception for the character and suggesting that the film's overall review was equally unfavorable."
patience,laurel,catwoman,halle berry,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.
patience,laurel,catwoman,logical consistency,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The review from San Diego Metropolitan Magazine criticized the film's script and logical consistency, highlighting the absurdity of certain scenes involving Catwoman, implying that there were inconsistencies or illogicalities in how her character was portrayed."
patience,laurel,catwoman,character development,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The review from San Diego Metropolitan Magazine also criticized the film's script for failing to provide Berry with a 'strong character', implying that there was a lack of character development or depth for Catwoman in the film."
patience,laurel,catwoman,action sequences,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The review from San Diego Metropolitan Magazine praised Berry's appearance in the suit and the dynamic action sequences with Catwoman's whip, implying a connection between her character and these elements of the film."
patience,laurel,catwoman,roger ebert,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The description 'one of the worst of the year' in reference to the review from San Diego Metropolitan Magazine suggests that Roger Ebert, a prominent film critic, shared this negative opinion about Berry's portrayal as Catwoman."
patience,laurel,catwoman,solo existence,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"In 'Catwoman', the film ends with Catwoman choosing a solo existence as her sexualized body slinks into the full moon; even this otherwise agentic act is constructed for the consumption of the male gaze that follows her. This implies that while Catwoman's agency and freedom are presented in the movie, they are ultimately derivative of her hypersexualization."
patience,laurel,catwoman,batman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The film 'Catwoman' didn't involve Batman, which was a problem for comic book fans back then. With a new generation, this is no longer an issue."
patience,laurel,catwoman,metacritic,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.,"The context mentions reviews of Catwoman on Metacritic, indicating that the movie and the website are related concepts."
patience,laurel,catwoman,hedare beauty,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The film 'Catwoman' is loosely based on the DC Comics character Catwoman, and it is revealed that the main character Patience Phillips works for a cosmetics company called Hedare Beauty, which is set to release a new skin cream called Beau-line."
patience,laurel,catwoman,george,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"Catwoman confronts George about side effects of product, but George reveals ignorance. Later, Catwoman frames Catwoman for murder of George."
patience,laurel,catwoman,batman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"In the context, Catwoman decides to continue living outside the law and enjoy her newfound freedom as Catwoman after hearing about the deaths of Dr. Slavicky and the Hedares. This decision is a result of Batman's absence from the scene, which indicates a potential relationship between Batman and Catwoman."
patience,laurel,catwoman,batman universe,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The film labored in development hell for years with Ashley Judd as the lead in 2001, but she eventually dropped out so Nicole Kidman was considered. When Warner Bros. canceled a Batman vs. Superman film scheduled for 2004, the studio decided to quickly produce Catwoman as replacement, starring Halle Berry. However, Warner Bros. mandated that the film should be separate from the Batman universe and not have the character mentioned."
patience,laurel,catwoman,michelle pfeiffer's character,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"But she is Catwoman. When you look at the differences between the comic book Catwoman and the TV or movie versions, our Catwoman is in the continuity of the others. She’s different than Michelle Pfeiffer's character, different from anybody who’s played Catwoman in the past. But she is Catwoman."
patience,laurel,catwoman,comic book catwoman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"When you look at the differences between the comic book Catwoman and the TV or movie Catwoman, they're all different – but there's a feeling that they are all Catwoman."
patience,laurel,catwoman,tv or movie catwoman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"When you look at the differences between the comic book Catwoman and the TV or movie Catwoman, they're all different – but there's a feeling that they are all Catwoman."
patience,laurel,catwoman,halle,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"But she is Catwoman. Halle brings her own personality, through her attitude and through the outfit."
patience,laurel,catwoman,box office flop,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"Catwoman grossed $82.4 million worldwide against a production budget of $100 million, becoming a box office flop."
patience,laurel,catwoman,the film,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The Village Voice reported that the critics 'universally—and predictably—tore apart Catwoman', implying a negative critical reception for the character and suggesting that the film's overall review was equally unfavorable."
patience,laurel,catwoman,halle berry,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.
patience,laurel,catwoman,logical consistency,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The review from San Diego Metropolitan Magazine criticized the film's script and logical consistency, highlighting the absurdity of certain scenes involving Catwoman, implying that there were inconsistencies or illogicalities in how her character was portrayed."
patience,laurel,catwoman,character development,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The review from San Diego Metropolitan Magazine also criticized the film's script for failing to provide Berry with a 'strong character', implying that there was a lack of character development or depth for Catwoman in the film."
patience,laurel,catwoman,action sequences,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The review from San Diego Metropolitan Magazine praised Berry's appearance in the suit and the dynamic action sequences with Catwoman's whip, implying a connection between her character and these elements of the film."
patience,laurel,catwoman,roger ebert,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The description 'one of the worst of the year' in reference to the review from San Diego Metropolitan Magazine suggests that Roger Ebert, a prominent film critic, shared this negative opinion about Berry's portrayal as Catwoman."
patience,laurel,catwoman,solo existence,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"In 'Catwoman', the film ends with Catwoman choosing a solo existence as her sexualized body slinks into the full moon; even this otherwise agentic act is constructed for the consumption of the male gaze that follows her. This implies that while Catwoman's agency and freedom are presented in the movie, they are ultimately derivative of her hypersexualization."
patience,laurel,catwoman,batman,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The film 'Catwoman' didn't involve Batman, which was a problem for comic book fans back then. With a new generation, this is no longer an issue."
patience,laurel,catwoman,metacritic,"During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.,"The context mentions reviews of Catwoman on Metacritic, indicating that the movie and the website are related concepts."
laurel,catwoman,halle berry,academy award,Laurel frames Catwoman for murder of George.,The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.,Bill Muller of The Arizona Republic suggested that Halle Berry should possibly return her 2001 Academy Award as a penalty for the film 'Catwoman'.
selina kyle,catwoman,halle berry,academy award,"In the context, Michelle Pfeiffer is cast to reprise her role as Selina Kyle in the Catwoman spin-off film. This indicates that Selina Kyle and Catwoman are two different characters played by Michelle Pfeiffer in different films.",The description 'lone bright spot' in a list of critical consensus on Rotten Tomatoes highlights that Halle Berry's portrayal as Catwoman was the most appreciated aspect of the film.,Bill Muller of The Arizona Republic suggested that Halle Berry should possibly return her 2001 Academy Award as a penalty for the film 'Catwoman'.
catsuit,patience,laurel,catwoman,"The catsuit was designed to show the progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess.","During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel contacts Catwoman and frames her for murder of George.
catsuit,patience,laurel,catwoman,"The catsuit was designed to show the progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess.","During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel frames Catwoman for murder of George.
catsuit,patience,laurel,beau-line product,"The catsuit was designed to show the progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess.","During fight, Patience rescues Tom and confronts Laurel in her office. Patience clears herself of charges regarding deaths of Dr. Slavicky and Hedares.",Laurel plans to release Beau-line product the following day.
