node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
ghost rider,earth angel gressil,ghost rider,san venganza,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
ghost rider,earth angel gressil,ghost rider,earth angel gressil,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.
ghost rider,earth angel gressil,ghost rider,johnny blaze,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,"Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
earth angel gressil,ghost rider,san venganza,contract,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
earth angel gressil,ghost rider,earth angel gressil,ghost rider,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
caretaker,ghost rider,san venganza,contract,The Caretaker reveals to Ghost Rider that what happened to him is real and will continue to happen as he comes across evil souls at night.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
caretaker,ghost rider,earth angel gressil,ghost rider,The Caretaker reveals to Ghost Rider that what happened to him is real and will continue to happen as he comes across evil souls at night.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
roxanne,ghost rider,san venganza,contract,"Ghost Rider reveals his true identity as the Devil's bounty hunter to Roxanne, but she is initially unconvinced.","Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
roxanne,ghost rider,earth angel gressil,ghost rider,"Ghost Rider reveals his true identity as the Devil's bounty hunter to Roxanne, but she is initially unconvinced.",Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
mephistopheles,ghost rider,san venganza,contract,"Infuriated by an unknown event, Mephistopheles vows to make Ghost Rider pay and disappears with Blackheart's body.","Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
mephistopheles,ghost rider,earth angel gressil,ghost rider,"Infuriated by an unknown event, Mephistopheles vows to make Ghost Rider pay and disappears with Blackheart's body.",Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
innocent,ghost rider,san venganza,contract,Ghost Rider is determined to protect the innocent from harm.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
innocent,ghost rider,earth angel gressil,ghost rider,Ghost Rider is determined to protect the innocent from harm.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
