node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
gotti,john gotti,victoria,kelly preston,"Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","In the film, Victoria is played by Kelly Preston and portrays John Gotti's wife.","Gotti's wife Victoria, played by Kelly Preston."
dellacroce,gotti,john gotti,victoria,"senior member of the Gambino family, with Dellacroce informing Gotti of Castellano's plans and helping him secure approval to eliminate him","Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","In the film, Victoria is played by Kelly Preston and portrays John Gotti's wife."
dellacroce,gotti,john gotti,loving family man,"senior member of the Gambino family, with Dellacroce informing Gotti of Castellano's plans and helping him secure approval to eliminate him","Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","According to Jordan Mintzer's review in The Hollywood Reporter, the film mostly portrays John Gotti as a 'loving family man'."
dellacroce,gotti,gigante,casso,"senior member of the Gambino family, with Dellacroce informing Gotti of Castellano's plans and helping him secure approval to eliminate him",Gotti reconciles with Gigante before excommunicating Ruggiero from his crew to shield him from further retribution.,Rival boss Vincent 'The Chin' Gigante of the Genovese crime family plots with Casso to eliminate Gottí.
dellacroce,gotti,john gotti,victoria,Gotti fails to attend Dellacroce's funeral two days after his death on December 2.,"Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","In the film, Victoria is played by Kelly Preston and portrays John Gotti's wife."
dellacroce,gotti,john gotti,loving family man,Gotti fails to attend Dellacroce's funeral two days after his death on December 2.,"Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","According to Jordan Mintzer's review in The Hollywood Reporter, the film mostly portrays John Gotti as a 'loving family man'."
dellacroce,gotti,gigante,casso,Gotti fails to attend Dellacroce's funeral two days after his death on December 2.,Gotti reconciles with Gigante before excommunicating Ruggiero from his crew to shield him from further retribution.,Rival boss Vincent 'The Chin' Gigante of the Genovese crime family plots with Casso to eliminate Gottí.
decicco,gotti,john gotti,victoria,"DeCicco is killed by a car bomb that Ruggiero believes was meant for Gotti on April 13, 1986.","Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","In the film, Victoria is played by Kelly Preston and portrays John Gotti's wife."
decicco,gotti,john gotti,loving family man,"DeCicco is killed by a car bomb that Ruggiero believes was meant for Gotti on April 13, 1986.","Gotti is a biographical crime film about the life of John Gotti, portrayed by John Travolta in the movie.","According to Jordan Mintzer's review in The Hollywood Reporter, the film mostly portrays John Gotti as a 'loving family man'."
decicco,gotti,gigante,casso,"DeCicco is killed by a car bomb that Ruggiero believes was meant for Gotti on April 13, 1986.",Gotti reconciles with Gigante before excommunicating Ruggiero from his crew to shield him from further retribution.,Rival boss Vincent 'The Chin' Gigante of the Genovese crime family plots with Casso to eliminate Gottí.
