node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
remote cabin,sarah,jonas,sarah,Sarah stayed at a remote cabin with her son.,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.,Jonas struck and sexually assaulted Sarah at the remote cabin.
sarah,jonas,sarah,jonas,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.,Jonas struck and sexually assaulted Sarah at the remote cabin.,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.
oleg,harry,katrine,støp,Oleg was the son that Harry loved like a son.,Harry realizes Katrine has taken police files without permission.,Katrine flirted with Støp at a public event.
jonas,sarah,jonas,sarah,Jonas struck and sexually assaulted Sarah at the remote cabin.,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.,Jonas struck and sexually assaulted Sarah at the remote cabin.
sarah,jonas,sarah,jonas's wife,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.,Jonas struck and sexually assaulted Sarah at the remote cabin.,Sarah threatened to tell Jonas's wife about their illegitimate son.
boy,sarah,jonas,sarah,The boy and Sarah were visiting the remote cabin together.,Jonas visited Sarah and her son at the remote cabin. Jonas was also Sarah's abusive biological father.,Jonas struck and sexually assaulted Sarah at the remote cabin.
oleg,harry,katrine,harry,Oleg was the son that Harry loved like a son.,Harry realizes Katrine has taken police files without permission.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto."
katrine,harry,katrine,harry,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto.",Harry realizes Katrine has taken police files without permission.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto."
oleg,harry,katrine,harry,Harry forgets he had promised to take Oleg on a camping trip the same day.,Harry realizes Katrine has taken police files without permission.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto."
harry,katrine,harry,katrine,Harry realizes Katrine has taken police files without permission.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto.",Harry realizes Katrine has taken police files without permission.
katrine,harry,katrine,støp,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto.",Harry realizes Katrine has taken police files without permission.,Katrine flirted with Støp at a public event.
sylvia otterson,harry,katrine,harry,Harry and Katrine find Sylvia Otterson alive and well at her farm.,Harry realizes Katrine has taken police files without permission.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto."
oleg,harry,katrine,støp,Harry forgets he had promised to take Oleg on a camping trip the same day.,Harry realizes Katrine has taken police files without permission.,Katrine flirted with Støp at a public event.
arve støp,katrine,harry,katrine,Katrine believes corrupt businessman Arve Støp is responsible for the deaths.,"Harry learns that Katrine is looking for a link between several missing persons cases and another case, from nine years before, that was investigated by an alcoholic inspector named Gert Rafto.",Harry realizes Katrine has taken police files without permission.
sylvia otterson,harry,katrine,støp,Harry and Katrine find Sylvia Otterson alive and well at her farm.,Harry realizes Katrine has taken police files without permission.,Katrine flirted with Støp at a public event.
