node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
elle,lee,rachel,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.","Relationship between Rachel and Lee, which has led to disagreements and misunderstandings. However, Rachel hopes for a future reconciliation."
elle,lee,rachel,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.",Lee and Rachel got back together and became engaged after college.
elle,lee,elle,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah."
elle,lee,elle,harvard,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival."," Elle's choice to go to Harvard with Noah, signifying her academic aspirations and potential future academic and career opportunities."
elle,lee,elle,berkeley's deadline,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Elle's struggle with Berkeley's deadline, reflecting the time constraints and pressures of academic decisions."
elle,lee,elle,noah,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","History of relationship between Elle and Noah, including breaking up due to Elle's acceptance letter to Berkeley and Elle's heartbreak. Relationship has been a source of conflict for both characters."
elle,lee,elle,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Relationship between Elle and Lee, which Elle perceives as less important than her relationship with Noah. Arguments and disagreements have arisen due to this perception."
elle,lee,elle,linda,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Issue arising from Elle's father's relationship with Linda, which led to an argument between Elle and her father."
elle,lee,elle,linda,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Elle eventually understands and accepts Linda, reconciling with her father. Acknowledging how happy her brother is around her, Elle understands and accepts Linda."
lee,rachel,lee,rachel,"Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.","Relationship between Rachel and Lee, which has led to disagreements and misunderstandings. However, Rachel hopes for a future reconciliation.","Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship."
lee,rachel,lee,elle,"Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.","Relationship between Rachel and Lee, which has led to disagreements and misunderstandings. However, Rachel hopes for a future reconciliation.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival."
lee,rachel,lee,rachel,"Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.",Lee and Rachel got back together and became engaged after college.,"Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship."
lee,rachel,lee,elle,"Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.",Lee and Rachel got back together and became engaged after college.,"Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival."
noah,lee,rachel,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.","Relationship between Rachel and Lee, which has led to disagreements and misunderstandings. However, Rachel hopes for a future reconciliation."
noah,lee,rachel,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Lee's girlfriend Rachel, representing Elle's friend circle and the possible impact of Lee's reaction to Elle's decision on their relationship.",Lee and Rachel got back together and became engaged after college.
noah,lee,elle,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah."
noah,lee,elle,harvard,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival."," Elle's choice to go to Harvard with Noah, signifying her academic aspirations and potential future academic and career opportunities."
noah,lee,elle,berkeley's deadline,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Elle's struggle with Berkeley's deadline, reflecting the time constraints and pressures of academic decisions."
noah,lee,elle,noah,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","History of relationship between Elle and Noah, including breaking up due to Elle's acceptance letter to Berkeley and Elle's heartbreak. Relationship has been a source of conflict for both characters."
noah,lee,elle,lee,"close siblings sharing childhood memories at beach house, highlighting their sibling bond and the potential emotional fallout of Lee's reaction to Elle's decision to go to Harvard with Noah.","Elle applies to University of Southern California to study game design. Elle and Lee remain best friends, visiting the fated Kissing Booth at the Charity Fair and Carnival.","Relationship between Elle and Lee, which Elle perceives as less important than her relationship with Noah. Arguments and disagreements have arisen due to this perception."
