node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
sandra bullock,all about steve,kim barker,worst screenplay,Sandra Bullock played the lead role in the movie All About Steve.,The Kim Barker penned spec script All About Steve to be developed as a movie.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
sandra bullock,all about steve,kim barker,worst screenplay,Sandra Bullock played the lead role in the movie All About Steve.,The movie All About Steve was adapted from a script written by Kim Barker.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
bradley cooper,all about steve,kim barker,worst screenplay,Bradley Cooper co-starred in the movie All About Steve.,The Kim Barker penned spec script All About Steve to be developed as a movie.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
bradley cooper,all about steve,kim barker,worst screenplay,Bradley Cooper co-starred in the movie All About Steve.,The movie All About Steve was adapted from a script written by Kim Barker.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
fox 2000 pictures,all about steve,kim barker,worst screenplay,Fox 2000 Pictures acquired the rights to produce the movie All About Steve.,The Kim Barker penned spec script All About Steve to be developed as a movie.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
fox 2000 pictures,all about steve,kim barker,worst screenplay,Fox 2000 Pictures acquired the rights to produce the movie All About Steve.,The movie All About Steve was adapted from a script written by Kim Barker.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
"september 4, 2009",all about steve,kim barker,worst screenplay,"All About Steve was released on September 4, 2009.",The Kim Barker penned spec script All About Steve to be developed as a movie.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
"september 4, 2009",all about steve,kim barker,worst screenplay,"All About Steve was released on September 4, 2009.",The movie All About Steve was adapted from a script written by Kim Barker.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
$33.8 million,all about steve,kim barker,worst screenplay,All About Steve grossed $33.8 million at the North American box office.,The Kim Barker penned spec script All About Steve to be developed as a movie.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
$33.8 million,all about steve,kim barker,worst screenplay,All About Steve grossed $33.8 million at the North American box office.,The movie All About Steve was adapted from a script written by Kim Barker.,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
