node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
universal pictures,cats,visual effects,uncanny valley,"Universal Pictures, which had purchased the film rights to Cats many years earlier, was putting the project into active development in December 2013.",The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
grizabella,victoria,old deuteronomy,munkustrap,both cats appear in this song as Victoria comforts Grizabella before she sings 'Memory',both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition,both cats appear in this song as Munkustrap explains Old Deuteronomy's role in the Jellicle Ball tradition
grizabella,victoria,old deuteronomy,munkustrap,both cats appear in this song as Victoria encourages Grizabella to sing 'Memory',both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition,both cats appear in this song as Munkustrap explains Old Deuteronomy's role in the Jellicle Ball tradition
anuses,cats,visual effects,uncanny valley,"An early, half-finished iteration of Cats featured visible anuses.",The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
vfx,cats,visual effects,uncanny valley,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
mill film montreal,vfx,cats,visual effects,Substantial work on the VFX for Cats was performed at Mill Film Montreal.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
mill film montreal,vfx,cats,troubled production,Substantial work on the VFX for Cats was performed at Mill Film Montreal.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The Daily Beast reported a troubled production for Cats.
mill film montreal,vfx,cats,real-life references of cats,Substantial work on the VFX for Cats was performed at Mill Film Montreal.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
adelaide,vfx,cats,visual effects,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
adelaide,vfx,cats,troubled production,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The Daily Beast reported a troubled production for Cats.
adelaide,vfx,cats,real-life references of cats,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
