node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
optimus,galvatron,optimus,authorities,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades."
optimus,galvatron,optimus,stefan,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Tessa's secret boyfriend, Stefan (Shane Dyson), helps Optimus and Tessa during the pursuit against Attinger's field commanding operative."
optimus,galvatron,optimus,galvatron,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","During the battle, Galvatron battles Optimus and gets autonomously freed from control."
optimus,galvatron,optimus,lockdown,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown."
lockdown,optimus,authorities,alerts,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades.",James alerts the authorities...
lockdown,optimus,galvatron,stinger,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Joshua Joyce has created prototype Transformer soldiers, Galvatron and Stinger using the captured Brains and Megatron's head."
lockdown,optimus,galvatron,optimus,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown."
lockdown,optimus,lockdown,cybertronian assassin and bounty hunter,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","Lockdown, a Cybertronian assassin and bounty hunter working for the Creators..."
lockdown,optimus,lockdown,optimus,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats."
optimus,lockdown,optimus,authorities,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades."
optimus,lockdown,optimus,stefan,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Tessa's secret boyfriend, Stefan (Shane Dyson), helps Optimus and Tessa during the pursuit against Attinger's field commanding operative."
optimus,lockdown,optimus,galvatron,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","During the battle, Galvatron battles Optimus and gets autonomously freed from control."
optimus,lockdown,optimus,lockdown,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown."
galvatron,optimus,authorities,alerts,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades.",James alerts the authorities...
galvatron,optimus,galvatron,stinger,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Joshua Joyce has created prototype Transformer soldiers, Galvatron and Stinger using the captured Brains and Megatron's head."
galvatron,optimus,galvatron,optimus,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown."
galvatron,optimus,lockdown,cybertronian assassin and bounty hunter,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","Lockdown, a Cybertronian assassin and bounty hunter working for the Creators..."
galvatron,optimus,lockdown,optimus,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats."
