node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
becca,edward,becca,edward,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward
becca,edward,becca,paper cut,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room","While unwrapping a gift, Becca gets a paper cut"
becca,edward,becca,heartbroken,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room",Becca is heartbroken for months after Edward's departure
becca,edward,becca,nomadic vampires,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room",Becca is accosted by three nomadic vampires again
becca,edward,becca,edward,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room","Becca's survival is another vision for the character leaving, but she is unable to warn him. Later, Iris arrives and informs Becca that she needs to save Edward by showing him that she is still alive, as the Zolturi are currently partying at the prom due to the St. Salvatore theme. However, Jacob appears and demands that Becca choose between him and Edward before she announces her decision, but he is distracted by a cat and runs off to chase it."
becca,edward,becca,edward,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room","Upon arriving at the prom, Becca is caught between the warring factions of Edward fangirls and Jacob fangirls. She is unable to reach Edward before he exposes himself, figuratively and literally."
becca,edward,becca,edward,Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room","Edward is forced to turn Becca into a vampire, at risk of being killed horribly as a condition for their marriage."
edward,becca,edward,becca,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,"Later, Becca and Edward kiss passionately in her room"
edward,becca,edward,family,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,"To keep his family away from Becca, Edward distracts them and takes her out to the woods"
edward,becca,edward,lady gaga,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,Edward is now dating Lady Gaga to get over losing Becca
edward,becca,edward,zolturi,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,"Edward decides to provoke the 'Zolturi', a powerful and narcissistic vampire coven, into killing him by exposing himself in the sunlight in front of humans"
edward,becca,edward,twilight,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,"Twilight occurs as Becca gets Edward to safety during the mid-credits scene after Frank leaves, thinking that supernatural creatures are the prom theme."
edward,becca,edward,new moon,"Later, Becca and Edward kiss passionately in her room",Becca agrees to go to prom with Edward,A new moon and an eclipse conceal Edward's vampiric nature during Becca's mission to save him at the prom.
edward,becca,edward,becca,"Later, Becca and Edward kiss passionately in her room","Becca's survival is another vision for the character leaving, but she is unable to warn him. Later, Iris arrives and informs Becca that she needs to save Edward by showing him that she is still alive, as the Zolturi are currently partying at the prom due to the St. Salvatore theme. However, Jacob appears and demands that Becca choose between him and Edward before she announces her decision, but he is distracted by a cat and runs off to chase it.","Later, Becca and Edward kiss passionately in her room"
edward,becca,edward,family,"Later, Becca and Edward kiss passionately in her room","Becca's survival is another vision for the character leaving, but she is unable to warn him. Later, Iris arrives and informs Becca that she needs to save Edward by showing him that she is still alive, as the Zolturi are currently partying at the prom due to the St. Salvatore theme. However, Jacob appears and demands that Becca choose between him and Edward before she announces her decision, but he is distracted by a cat and runs off to chase it.","To keep his family away from Becca, Edward distracts them and takes her out to the woods"
