node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
tucker,eugene,cindi,everyone outside,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Cindi visits Eugene in secure holding area and clears the misunderstanding,Cindi reveals to everyone outside that Horsedick was born without genitals.
tucker,eugene,candace,tucker,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.
tucker,eugene,cindi,everyone outside,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.","After Cindi reveals to everyone outside that Horsedick was born without genitals, Eugene and Cindi make up and have sex, but during the credits, Eugene's doctor attempts to resuscitate a coma patient (who turns out to be Crystal) with a baseball bat, promising to kill Tucker.",Cindi reveals to everyone outside that Horsedick was born without genitals.
cindi whitehall,eugene,cindi,everyone outside,Cindi Whitehall is Eugene's girlfriend in the film Miss March.,Cindi visits Eugene in secure holding area and clears the misunderstanding,Cindi reveals to everyone outside that Horsedick was born without genitals.
cindi whitehall,eugene,candace,tucker,Cindi Whitehall is Eugene's girlfriend in the film Miss March.,Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.
cindi whitehall,eugene,cindi,everyone outside,Cindi Whitehall is Eugene's girlfriend in the film Miss March.,"After Cindi reveals to everyone outside that Horsedick was born without genitals, Eugene and Cindi make up and have sex, but during the credits, Eugene's doctor attempts to resuscitate a coma patient (who turns out to be Crystal) with a baseball bat, promising to kill Tucker.",Cindi reveals to everyone outside that Horsedick was born without genitals.
eugene,candace,tucker,playboy franchise,Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,The main character Tucker in the film Miss March is a huge fan of the Playboy franchise since finding his friend's older brother's magazines when he was eight years old.
eugene,candace,tucker,eugene,Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March."
eugene,candace,tucker,hugh hefner,Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,discussion between Tucker and Hugh Hefner about Tucker's issues with women
eugene,candace,tucker,firefighters,Eugene begs for a second chance from Candace after being thrown out of Mansion,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,Tucker is handed over to the firefighters for a beheading by Candace in response to his actions.
hefner,tucker,eugene,cindi,Hugh Hefner calls security upon learning about Tucker's actions towards his girlfriend,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Cindi visits Eugene in secure holding area and clears the misunderstanding
hefner,tucker,eugene,candace,Hugh Hefner calls security upon learning about Tucker's actions towards his girlfriend,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Eugene begs for a second chance from Candace after being thrown out of Mansion
hefner,tucker,eugene,cindi,Hugh Hefner calls security upon learning about Tucker's actions towards his girlfriend,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.","After Cindi reveals to everyone outside that Horsedick was born without genitals, Eugene and Cindi make up and have sex, but during the credits, Eugene's doctor attempts to resuscitate a coma patient (who turns out to be Crystal) with a baseball bat, promising to kill Tucker."
hefner,tucker,eugene,horsedick dot mpeg,Hugh Hefner calls security upon learning about Tucker's actions towards his girlfriend,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.","Eugene is handed over to Horsedick dot MPEG, who promised to 'rip Eugene's face off.'"
candace,tucker,eugene,cindi,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Cindi visits Eugene in secure holding area and clears the misunderstanding
candace,tucker,eugene,candace,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.",Eugene begs for a second chance from Candace after being thrown out of Mansion
candace,tucker,eugene,cindi,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.","After Cindi reveals to everyone outside that Horsedick was born without genitals, Eugene and Cindi make up and have sex, but during the credits, Eugene's doctor attempts to resuscitate a coma patient (who turns out to be Crystal) with a baseball bat, promising to kill Tucker."
candace,tucker,eugene,horsedick dot mpeg,Candace decides to give Tucker another shot after he apologizes to her and begs for a second chance following his beheading by the firefighters.,"The plot revolves around Eugene and Tucker, two characters in the movie Miss March.","Eugene is handed over to Horsedick dot MPEG, who promised to 'rip Eugene's face off.'"
