node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
wren,slender man,chloe,lizzie,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.","After meeting the Slender Man up close, Chloe's panic attack leads to Lizzie suffering a major one as well."
wren,slender man,chloe,blindfolds,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.",Wren instructs Chloe and Hallie to don blindfolds while contacting the Slender Man for fear of death or madness.
wren,slender man,chloe,picture,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.",Chloe offers a picture of her and her father taken prior to his passing a few months afterwards to retrieve Katie from the Slender Man's clutches.
wren,slender man,wren,slender man,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.
wren,slender man,wren,hallie,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren and Hallie are part of a trio trying to retrieve Katie from the Slender Man's clutches by 'unveiling themselves'.
wren,slender man,wren,handmade pottery,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren brings a piece of handmade pottery that she created when she was five years old to retrieve Katie from the Slender Man's clutches.
wren,slender man,hallie,wren,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Encountering information about Slender Man and his victims in Wren's bedroom, Hallie confronts Wren. After Hallie dissuades her from committing suicide, Wren confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear.",Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.
wren,slender man,hallie,wren,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Feeling guilty for causing the recent chain of events, Wren breaks down and confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear. Hallie realizes that Lizzie's sole available option for rescuing is to sacrifice herself to him.",Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.
hallie,wren,slender man,disturbing video,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,the girls discovered a link to a disturbing video on a website that demonstrated how to reach Slender Man in the context.
hallie,wren,slender man,character,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,slender man is identified as a character in the context.
