node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
amphitryon,hercules,amphitryon,hercules,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince."
amphitryon,hercules,amphitryon,hercules,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince."
hercules,amphitryon,hercules,nemean lion,Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.","Hercules strangles the Nemean lion to death, which is a significant event in the plot."
hercules,amphitryon,hercules,mercenaries,Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules fights with mercenaries using his lightning sword in the context provided.
hercules,amphitryon,hercules,amphitryon,Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.
hercules,amphitryon,hercules,amphitryon,Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.
iphicles,hebe,hercules,nemean lion,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.","Hercules strangles the Nemean lion to death, which is a significant event in the plot."
iphicles,hebe,hercules,mercenaries,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.",Hercules fights with mercenaries using his lightning sword in the context provided.
iphicles,hebe,hercules,amphitryon,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.",Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.
iphicles,hebe,hercules,amphitryon,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.",Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.
iphicles,hebe,hercules,nemean lion,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,Hercules watches over Hebe as she slowly drifts into unconsciousness in the given context.,"Hercules strangles the Nemean lion to death, which is a significant event in the plot."
iphicles,hebe,hercules,mercenaries,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,Hercules watches over Hebe as she slowly drifts into unconsciousness in the given context.,Hercules fights with mercenaries using his lightning sword in the context provided.
iphicles,hebe,hercules,amphitryon,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,Hercules watches over Hebe as she slowly drifts into unconsciousness in the given context.,Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.
iphicles,hebe,hercules,amphitryon,Iphicles holds Hebe hostage and threatens to kill her in the provided context.,Hercules watches over Hebe as she slowly drifts into unconsciousness in the given context.,Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.
hebe,hercules,amphitryon,hercules,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.",Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince."
hebe,hercules,amphitryon,hercules,"Hercules hesitates, but Hebe thrusts the dagger through her shoulder, killing Iphicles in the given context.",Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince."
hercules,amphitryon,hercules,nemean lion,Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.","Hercules strangles the Nemean lion to death, which is a significant event in the plot."
hercules,amphitryon,hercules,mercenaries,Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules fights with mercenaries using his lightning sword in the context provided.
hercules,amphitryon,hercules,amphitryon,Hercules finally avenges Alcmene's death and kills Amphitryon with the same blade that killed his mother in the context provided.,"Amphitryon attempts to eliminate Hercules by sending him on a military campaign in Egypt, but he survives and uses his gods-given name to conceal his identity as the prince.",Hercules nearly defeats Amphitryon but meets him in personal combat in the given context.
