node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
ariel,eric,ariel,tail,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"In order to become human, Ariel gives up her tail."
ariel,eric,ariel,siren voice,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ursula keeps Ariel's siren voice in a nautilus shell when she transforms into a human, as part of the deal."
ariel,eric,ariel,eric,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away."
ariel,eric,ariel,eric,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further."
ariel,eric,ariel,ursula,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam."
ariel,eric,ariel,ship,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel commandeers a wrecked ship and impales Ursula with its splintered bowsprit. Once Ursula dies, Triton comes back to life; he and Ariel recognize the other's sacrifice for them."
ariel,eric,ursula,ariel,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.",Drags Ariel back into the ocean after she confronts Ursula and breaks the shell.
ariel,eric,ursula,flotsam and jetsam,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.","Flotsam and Jetsam are servants of Ursula. Ariel attacks Ursula, causing her to unintentionally kill Flotsam and Jetsam."
ariel,eric,ursula,ocean,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.","Ursula gains full control of the ocean, creating a storm and bringing sunken ships to the surface before Ariel gets on one."
eric,ariel,eric,ariel,Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.
eric,ariel,eric,ursula,Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so."
eric,ariel,eric,beach,Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Eric and Ariel marry on the beach.
eric,ariel,eric,ariel,Ariel is the woman who saved Eric's life and he has been searching for her.,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.
eric,ariel,eric,ursula,Ariel is the woman who saved Eric's life and he has been searching for her.,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so."
eric,ariel,eric,beach,Ariel is the woman who saved Eric's life and he has been searching for her.,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Eric and Ariel marry on the beach.
eric,ariel,ursula,ariel,Ariel is the woman who saved Eric's life and he has been searching for her.,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam.",Drags Ariel back into the ocean after she confronts Ursula and breaks the shell.
eric,ariel,ursula,flotsam and jetsam,Ariel is the woman who saved Eric's life and he has been searching for her.,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam.","Flotsam and Jetsam are servants of Ursula. Ariel attacks Ursula, causing her to unintentionally kill Flotsam and Jetsam."
eric,ariel,ursula,ocean,Ariel is the woman who saved Eric's life and he has been searching for her.,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam.","Ursula gains full control of the ocean, creating a storm and bringing sunken ships to the surface before Ariel gets on one."
ariel,eric,ariel,tail,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"In order to become human, Ariel gives up her tail."
ariel,eric,ariel,siren voice,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ursula keeps Ariel's siren voice in a nautilus shell when she transforms into a human, as part of the deal."
ariel,eric,ariel,eric,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away."
ariel,eric,ariel,eric,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further."
ariel,eric,ariel,ursula,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Wanting to save Ariel, Triton confronts Ursula. However, the deal that she made with Ariel is unbreakable. Ursula declares herself the Queen of the Seven Seas and claims Triton's trident when Eric arrives with a harpoon. Ursula attempts to kill Eric, but Ariel intervenes and intentionally attacks Ursula who unintentionally kills Flotsam and Jetsam."
ariel,eric,ariel,ship,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.",Ariel is the woman who saved Eric's life and he has been searching for her.,"Ariel commandeers a wrecked ship and impales Ursula with its splintered bowsprit. Once Ursula dies, Triton comes back to life; he and Ariel recognize the other's sacrifice for them."
ariel,eric,ursula,ariel,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.",Drags Ariel back into the ocean after she confronts Ursula and breaks the shell.
ariel,eric,ursula,flotsam and jetsam,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.","Flotsam and Jetsam are servants of Ursula. Ariel attacks Ursula, causing her to unintentionally kill Flotsam and Jetsam."
ariel,eric,ursula,ocean,"On the next day, Eric takes Ariel sightseeing around the kingdom. Their relationship develops further.","Eric arrives with a harpoon, and Ursula claims Triton's trident when he does so.","Ursula gains full control of the ocean, creating a storm and bringing sunken ships to the surface before Ariel gets on one."
ursula,ariel,eric,ariel,Drags Ariel back into the ocean after she confronts Ursula and breaks the shell.,"Ariel meets Eric while exploring his castle. However, her lack of voice initially turns him away.",Ariel is the woman who saved Eric's life and he has been searching for her.
