node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
street fighter character,chun-li,gen,bison's past,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.,"Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.","During lunch, Gen reveals more of Bison's past; he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief."
street fighter character,chun-li,gen,balrog,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.,"Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.",Gen faces off against Balrog in a ship during the engagement of Shadaloo forces.
street fighter character,chun-li,gen,bison,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.,"Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.","After taking down Bison's daughter Rose, Chun-Li and the officers arrive at Bison's headquarters while Gen faces Bison in a separate battle."
street fighter character,chun-li,balrog,characters,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.,Chun-Li spies on Balrog and learns more about Bison's operations.,"Michael Clarke Duncan, Chris Klein, Taboo, Rick Yune and Neal McDonough were cast as characters Balrog, Charlie Nash, Vega, Gen and M. Bison"
street fighter character,chun-li,cantana,chun-li,The story follows the quest of Street Fighter character Chun-Li before the events of the original Street Fighter.,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub. She obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya.","Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'."
chun-li,gen,balrog,characters,"Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.",Gen faces off against Balrog in a ship during the engagement of Shadaloo forces.,"Michael Clarke Duncan, Chris Klein, Taboo, Rick Yune and Neal McDonough were cast as characters Balrog, Charlie Nash, Vega, Gen and M. Bison"
cantana,chun-li,gen,bison's past,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'.","Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.","During lunch, Gen reveals more of Bison's past; he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief."
cantana,chun-li,gen,balrog,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'.","Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.",Gen faces off against Balrog in a ship during the engagement of Shadaloo forces.
cantana,chun-li,gen,bison,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'.","Chun-Li meets an elderly woman who translates a mysterious scroll given to her by her mother. The woman tells Chun-Li to find a man named Gen, who teaches her martial arts and helps her locate her father.","After taking down Bison's daughter Rose, Chun-Li and the officers arrive at Bison's headquarters while Gen faces Bison in a separate battle."
cantana,chun-li,balrog,characters,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the shipment of the 'White Rose'.",Chun-Li spies on Balrog and learns more about Bison's operations.,"Michael Clarke Duncan, Chris Klein, Taboo, Rick Yune and Neal McDonough were cast as characters Balrog, Charlie Nash, Vega, Gen and M. Bison"
