Question & Options,Correct Answer
"Who invites Bob into the city to meet some local friends?
Options:
A. Charlotte
B. John
C. Bob
D. Tokyo",Charlotte
"Who is repelled by a vacuous Hollywood actress named Kelly?
Options:
A. Kelly
B. Charlotte
C. John
D. Scarlett Johansson",Charlotte
"Who is feeling disenchanted in Tokyo and passes the time loitering around the hotel?
Options:
A. Kelly
B. Charlotte
C. Tokyo
D. Hollywood Actress",Charlotte
"Who is accompanying her husband John while he works as a celebrity photographer?
Options:
A. Bob Harris
B. Charlotte
C. John
D. Scarlett Johansson",Charlotte
"Who frequently crosses paths with Charlotte in the hotel and eventually introduces themselves to each other in the hotel bar?
Options:
A. Bob Harris
B. Charlotte
C. Tokyo
D. Another American",Bob Harris
"Who is on assignment outside Tokyo and invites Bob into the city to meet some local friends?
Options:
A. John
B. Charlotte
C. Bob
D. Local Friends",John
"Who invites Bob into the city to meet some local friends when on assignment outside Tokyo?
Options:
A. John
B. Charlotte
C. Tokyo
D. Bob",John
"Where do Bob Harris and Charlotte end up singing together?
Options:
A. karaoke box
B. bob harris
C. tokyo
D. Suntory's Hibiki whisky",karaoke box
"Where do Bob Harris and Charlotte end up singing together?
Options:
A. Karaoke box
B. Bob Harris' house
C. Hibiki whisky bar
D. Airport lounge",Karaoke box
"Where do Bob Harris and Charlotte end up singing together?
Options:
A. Bob Harris
B. Karaoke box
C. Charlotte
D. Hotel bar",Karaoke box
"Who was up singing at a karaoke box?
Options:
A. Bob
B. Karaoke Box
C. Charlotte
D. Friendship",Bob
"Who is accompanying her husband John while he works as a celebrity photographer?
Options:
A. Bob
B. Charlotte
C. John
D. None of the above",Charlotte
"Who spends more time together and strengthens their friendship in *Lost in Translation*?
Options:
A. bob
B. charlotte
C. tokyo
D. another American",bob
"Where did Bob spend the night with a jazz singer?
Options:
A. Bob
B. hotel bar
C. Charlotte
D. wife",hotel bar
"Who did Bob see on a crowded street while on his taxi ride to the airport?
Options:
A. Airport
B. Bob
C. Charlotte
D. Taxi",Charlotte
"Who is accompanying her husband John while he works as a celebrity photographer?
Options:
A. street
B. charlotte
C. john
D. Bob",charlotte
"Where do Bob and Charlotte share sincere but unsatisfactory goodbyes?
Options:
A. street
B. charlotte
C. tokyo
D. hotel",street
