node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
costigan,costello,sullivan,queenan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"sullivan has queenan followed, lying to the other officers that queenan may be the spy."
costigan,costello,sullivan,costello,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew"
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,"
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,"
costigan,costello,sullivan,madden,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,"
costigan,costello,sullivan,madden,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.",costigan witnesses costello giving sullivan an envelope containing information of his crew.,"At Costigan's funeral, Sullivan and Madden stand by his grave. As Madden silently cries, Sullivan realizes that they were involved."
costigan,costello,sullivan,queenan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","sullivan has queenan followed, lying to the other officers that queenan may be the spy."
costigan,costello,sullivan,costello,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew"
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","Costigan realizes that Sullivan was Costello's mole,"
costigan,costello,sullivan,costigan,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","Sullivan returns to find Costigan gone,"
costigan,costello,sullivan,madden,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,"
costigan,costello,sullivan,madden,"one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew.","Sullivan confronts a wounded Costello, who admits to being an FBI informant","At Costigan's funeral, Sullivan and Madden stand by his grave. As Madden silently cries, Sullivan realizes that they were involved."
costello,sullivan,queenan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"sullivan has queenan followed, lying to the other officers that queenan may be the spy.",queenan advises sullivan to follow costello to find the msp mole.
costello,sullivan,costello,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew",costigan witnesses costello giving sullivan an envelope containing information of his crew.
costello,sullivan,costello,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew","Sullivan confronts a wounded Costello, who admits to being an FBI informant"
costello,sullivan,costigan,costello,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
costello,sullivan,costigan,queenan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","costigan calls queenan and sets up a meeting to end the undercover operation,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan realizes that Sullivan was Costello's mole,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Sullivan returns to find Costigan gone,"
costello,sullivan,costigan,madden,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan visits Madden,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan says that he has evidence tying Sullivan to Costello. Sullivan shoots Barrigan dead, allowing him to denounce Barrigan as the mole while removing suspicion from himself at Costigan's funeral."
costello,sullivan,costigan,costello,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
costello,sullivan,costigan,queenan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","costigan calls queenan and sets up a meeting to end the undercover operation,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Costigan realizes that Sullivan was Costello's mole,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Sullivan returns to find Costigan gone,"
costello,sullivan,costigan,madden,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Costigan visits Madden,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Costigan says that he has evidence tying Sullivan to Costello. Sullivan shoots Barrigan dead, allowing him to denounce Barrigan as the mole while removing suspicion from himself at Costigan's funeral."
costello,sullivan,costigan,costello,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
costello,sullivan,costigan,queenan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","costigan calls queenan and sets up a meeting to end the undercover operation,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","Costigan realizes that Sullivan was Costello's mole,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","Sullivan returns to find Costigan gone,"
costello,sullivan,costigan,madden,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","Costigan visits Madden,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Costigan realizes that Sullivan was Costello's mole,","Costigan says that he has evidence tying Sullivan to Costello. Sullivan shoots Barrigan dead, allowing him to denounce Barrigan as the mole while removing suspicion from himself at Costigan's funeral."
costello,sullivan,costigan,costello,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
costello,sullivan,costigan,queenan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","costigan calls queenan and sets up a meeting to end the undercover operation,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","Costigan realizes that Sullivan was Costello's mole,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","Sullivan returns to find Costigan gone,"
costello,sullivan,costigan,madden,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","Costigan visits Madden,"
costello,sullivan,costigan,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Sullivan returns to find Costigan gone,","Costigan says that he has evidence tying Sullivan to Costello. Sullivan shoots Barrigan dead, allowing him to denounce Barrigan as the mole while removing suspicion from himself at Costigan's funeral."
costello,sullivan,madden,costigan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,","Costigan visits Madden,"
costello,sullivan,madden,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,","Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,"
costello,sullivan,madden,costigan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"At Costigan's funeral, Sullivan and Madden stand by his grave. As Madden silently cries, Sullivan realizes that they were involved.","Costigan visits Madden,"
costello,sullivan,madden,sullivan,costigan witnesses costello giving sullivan an envelope containing information of his crew.,"At Costigan's funeral, Sullivan and Madden stand by his grave. As Madden silently cries, Sullivan realizes that they were involved.","Madden has revealed that she's pregnant to Sullivan but not to Costigan knowing that Sullivan may not be the father,"
queenan,sullivan,queenan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"sullivan has queenan followed, lying to the other officers that queenan may be the spy.",queenan advises sullivan to follow costello to find the msp mole.
queenan,sullivan,costello,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew",costigan witnesses costello giving sullivan an envelope containing information of his crew.
queenan,sullivan,costello,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"Deciding to turn on him, Sullivan directs the MSP to tail Costello, causing a gunfight that kills most of Costello's crew","Sullivan confronts a wounded Costello, who admits to being an FBI informant"
queenan,sullivan,costigan,costello,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
queenan,sullivan,costigan,queenan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","costigan calls queenan and sets up a meeting to end the undercover operation,"
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan realizes that Sullivan was Costello's mole,"
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Sullivan returns to find Costigan gone,"
queenan,sullivan,costigan,madden,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan visits Madden,"
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"His assignment finished, Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity.","Costigan says that he has evidence tying Sullivan to Costello. Sullivan shoots Barrigan dead, allowing him to denounce Barrigan as the mole while removing suspicion from himself at Costigan's funeral."
queenan,sullivan,costigan,costello,queenan advises sullivan to follow costello to find the msp mole.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","one night, costigan follows costello into an adult theater and witnesses him giving sullivan an envelope containing information of his crew."
queenan,sullivan,costigan,queenan,queenan advises sullivan to follow costello to find the msp mole.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","costigan calls queenan and sets up a meeting to end the undercover operation,"
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","Costigan goes to Sullivan to reveal his undercover status, still unaware of the other's true identity."
queenan,sullivan,costigan,sullivan,queenan advises sullivan to follow costello to find the msp mole.,"After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk.","After Sullivan goes to another room, Costigan notices the same envelope from the theater on his desk."
