node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
joker,batman,joker,mafia-owned bank,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
joker,batman,joker,crime families,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
joker,batman,joker,high-profile targets involved in the trial,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
joker,batman,joker,batman,"The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
batman,joker,batman,rachel dawes,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's true identity, Bruce Wayne, publicly supports Dent as Gotham's legitimate protector, as Wayne believes Dent's success will allow Batman to retire, allowing him to romantically pursue his childhood friend Rachel Dawes, despite her relationship with Dent."
batman,joker,batman,joker,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him."
dent,joker,batman,rachel dawes,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's true identity, Bruce Wayne, publicly supports Dent as Gotham's legitimate protector, as Wayne believes Dent's success will allow Batman to retire, allowing him to romantically pursue his childhood friend Rachel Dawes, despite her relationship with Dent."
dent,joker,batman,joker,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him."
rachel,joker,batman,rachel dawes,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's true identity, Bruce Wayne, publicly supports Dent as Gotham's legitimate protector, as Wayne believes Dent's success will allow Batman to retire, allowing him to romantically pursue his childhood friend Rachel Dawes, despite her relationship with Dent."
rachel,joker,batman,joker,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him."
dent,rachel,joker,mafia-owned bank,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
dent,rachel,joker,crime families,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
dent,rachel,joker,high-profile targets involved in the trial,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
dent,rachel,joker,batman,Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
dent,joker,batman,rachel dawes,"Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's true identity, Bruce Wayne, publicly supports Dent as Gotham's legitimate protector, as Wayne believes Dent's success will allow Batman to retire, allowing him to romantically pursue his childhood friend Rachel Dawes, despite her relationship with Dent."
dent,joker,batman,joker,"Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition.","Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him."
dent,rachel,joker,mafia-owned bank,Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
dent,rachel,joker,crime families,Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
dent,rachel,joker,high-profile targets involved in the trial,Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
dent,rachel,joker,batman,Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
gordon,dent,joker,mafia-owned bank,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
gordon,dent,joker,crime families,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
gordon,dent,joker,high-profile targets involved in the trial,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
gordon,dent,joker,batman,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Dent claims to be Batman in order to lure the Joker out, but the Joker attacks the police convoy transporting him instead.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
gordon,dent,rachel,joker,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.",Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker."
gordon,dent,rachel,wayne,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.",Dent claims to be Batman to lure out the Joker and rescue Rachel from his attack at a fundraising dinner. She is later killed in the explosion set by the Joker.,"Rachel chooses Dent over Wayne, as revealed in an undelivered letter burned by Pennyworth."
gordon,dent,joker,mafia-owned bank,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
gordon,dent,joker,crime families,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
gordon,dent,joker,high-profile targets involved in the trial,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
gordon,dent,joker,batman,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.","Dent defers his decision-making to his now half-scarred, two-headed coin and kills corrupt officers and mafia involved in Rachel's death. The Joker reveals two evacuation ferries, one carrying civilians and the other prisoners, are rigged to explode at midnight unless one group sacrifices the other. To the Joker's disbelief, the passengers refuse to kill each other.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
gordon,dent,rachel,joker,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.",Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"The Joker throws Rachel out of a window during his attack on Dent at a fundraising dinner. Batman rescues her, but she is later killed in the explosion set by the Joker."
gordon,dent,rachel,wayne,"Dent takes Gordon's family hostage, blaming his negligence for Rachel's death and deciding their fates with his now half-scarred, two-headed coin.",Rachel's death leads Dent to take the law into his own hands and seek vengeance against those responsible.,"Rachel chooses Dent over Wayne, as revealed in an undelivered letter burned by Pennyworth."
gordon,batman,joker,mafia-owned bank,Batman persuades Gordon to conceal the truth about Dent's corruption and takes the blame for his death and actions.,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Gang of masked criminals rob mafia-owned bank, betraying and killing each other until the sole survivor, Joker, reveals himself as the mastermind and escapes with the money."
gordon,batman,joker,crime families,Batman persuades Gordon to conceal the truth about Dent's corruption and takes the blame for his death and actions.,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition. Crime families accept Joker's offer and he kills high-profile targets involved in the trial, including the judge and police commissioner."
gordon,batman,joker,high-profile targets involved in the trial,Batman persuades Gordon to conceal the truth about Dent's corruption and takes the blame for his death and actions.,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","Joker targets high-profile targets involved in the trial, including the judge and police commissioner."
gordon,batman,joker,batman,Batman persuades Gordon to conceal the truth about Dent's corruption and takes the blame for his death and actions.,"Batman's attacks will continue until Batman reveals his identity. The Joker targets Batman and claims to find him entertaining, with no intention of killing him.","The Joker interrupts the meeting and offers to kill Batman for half of the fortune their accountant, Lau, concealed before fleeing to Hong Kong to avoid extradition."
