node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
elizabeth,hilly,skeeter,stuart,Hilly pressures Elizabeth to fire Aibleen by claiming that she has stolen silverware.,"Hilly threatens to sue Skeeter for libel over 'The Help', but backs down when she realizes the implications.",Skeeter's boyfriend Stuart realizes she wrote 'The Help' and breaks up with her.
viola davis,aibileen,viola davis,aibileen,Viola Davis played the role of Aibileen in the film adaptation of 'The Help'.,Viola Davis mentioned that she regretted playing the role of Aibileen.,Viola Davis played the role of Aibileen in the film adaptation of 'The Help'.
viola davis,aibileen,viola davis,the help,Viola Davis played the role of Aibileen in the film adaptation of 'The Help'.,Viola Davis mentioned that she regretted playing the role of Aibileen.,"Critics praised Viola Davis' performance in The Help, with David Edelstein commenting, 'The Help belongs to Viola Davis.'"
viola davis,aibileen,viola davis,academy award for best actress,Viola Davis played the role of Aibileen in the film adaptation of 'The Help'.,Viola Davis mentioned that she regretted playing the role of Aibileen.,"The film also received three other Academy Award nominations: Academy Award for Best Picture, Academy Award for Best Actress for Viola Davis,"
mississippi,the help,mary j. blige,deleted scene,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.",The digital download version of 'The Help' includes a deleted scene featuring Mary J. Blige.,'The digital download version of 'The Help' includes one additional deleted scene featuring Mary J. Blige.'
civil rights movement,mississippi,the help,help,The civil rights movement and Mississippi are connected as The Help's soundtrack album showcases songs from the peak of the fight for equality in the United States during this time period.,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.","The film and novel share the same title as they both focus on exposing the challenges faced by African American people during the Civil Rights Movement through the perspectives of black domestic workers, referred to as 'the help'."
civil rights movement,mississippi,the help,jackson,The civil rights movement and Mississippi are connected as The Help's soundtrack album showcases songs from the peak of the fight for equality in the United States during this time period.,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.",Skeeter writes a book titled 'The Help' about the experiences of African American maids in Jackson. This leads to controversy and backlash from some of the white women in the city.
civil rights movement,mississippi,the help,disney studios motion pictures,The civil rights movement and Mississippi are connected as The Help's soundtrack album showcases songs from the peak of the fight for equality in the United States during this time period.,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.",Distribution relationship between The Help and Disney Studios Motion Pictures through its Touchstone Pictures banner
civil rights movement,mississippi,the help,mary j. blige,The civil rights movement and Mississippi are connected as The Help's soundtrack album showcases songs from the peak of the fight for equality in the United States during this time period.,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.",The digital download version of 'The Help' includes a deleted scene featuring Mary J. Blige.
civil rights movement,mississippi,the help,old-fashioned grand yarn of a film,The civil rights movement and Mississippi are connected as The Help's soundtrack album showcases songs from the peak of the fight for equality in the United States during this time period.,"The Help was the most significant film production in Mississippi since O Brother, Where Art Thou? (2000). The state's tax incentive program for filmmakers was a key enticement in the decision.","The Help is an old-fashioned grand yarn of a film, the sort we rarely get these days."
