node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
ellie,paradise falls,house,clouds,Ellie dreams of moving her 'clubhouse' to Paradise Falls and have adventures of her own.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,",The house descends out of sight beneath the clouds.
carl,paradise falls,house,clouds,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,",The house descends out of sight beneath the clouds.
skeleton of the bird,bird,charles muntz,pack of dogs wearing collar translators,Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.,Charles Muntz has been on a quest to capture the bird mentioned in the context.,Charles Muntz is the owner of the pack of dogs wearing collar translators.
kevin,skeleton of the bird,bird,charles muntz,"The skeleton of the bird resembles Kevin, as mentioned in the context.",Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.,Charles Muntz has been on a quest to capture the bird mentioned in the context.
muntz's dogs,carl,paradise falls,tepui,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,The house lands on a tepui opposite Paradise Falls.
muntz's dogs,carl,paradise falls,house,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,"
muntz's dogs,carl,kevin,flightless bird,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl and Russell find Kevin and take her home as per the context.,"Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
muntz's dogs,carl,kevin,skeleton of the bird,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl and Russell find Kevin and take her home as per the context.,"The skeleton of the bird resembles Kevin, as mentioned in the context."
muntz's dogs,carl,kevin,muntz's dogs,Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl and Russell find Kevin and take her home as per the context.,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
kevin,muntz's dogs,carl,assisted living facility,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,"After unintentionally injuring a construction worker, Carl is ordered by a court to move into an assisted living facility."
kevin,muntz's dogs,carl,paradise falls,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.
kevin,muntz's dogs,carl,kevin,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,Carl and Russell find Kevin and take her home as per the context.
kevin,muntz's dogs,carl,carl's back porch,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.,"Carl and Dug, who had been hiding on Carl's back porch,"
carl,kevin,skeleton of the bird,bird,Carl and Russell find Kevin and take her home as per the context.,"The skeleton of the bird resembles Kevin, as mentioned in the context.",Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.
carl,kevin,muntz's dogs,carl,Carl and Russell find Kevin and take her home as per the context.,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.
muntz,kevin,skeleton of the bird,bird,"Muntz captures Kevin in his quest to capture the bird, as mentioned in the context.","The skeleton of the bird resembles Kevin, as mentioned in the context.",Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.
muntz,kevin,muntz's dogs,carl,"Muntz captures Kevin in his quest to capture the bird, as mentioned in the context.","Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.
reinvigorated,carl,paradise falls,tepui,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,The house lands on a tepui opposite Paradise Falls.
reinvigorated,carl,paradise falls,house,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl resolves to keep his promise to Ellie to move their house to Paradise Falls.,"Unbeknownst to Carl, the house lands on the cliff overlooking Paradise Falls,"
reinvigorated,carl,kevin,flightless bird,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl and Russell find Kevin and take her home as per the context.,"Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
reinvigorated,carl,kevin,skeleton of the bird,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl and Russell find Kevin and take her home as per the context.,"The skeleton of the bird resembles Kevin, as mentioned in the context."
reinvigorated,carl,kevin,muntz's dogs,Carl becomes reinvigorated after discovering the text 'Thanks for the adventure – now go have a new one!' written by his wife on blank pages of her scrapbook.,Carl and Russell find Kevin and take her home as per the context.,"Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
russell,kevin,skeleton of the bird,bird,"Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","The skeleton of the bird resembles Kevin, as mentioned in the context.",Charles Muntz has captured and displayed the skeleton of the bird he is trying to capture.
russell,kevin,muntz's dogs,carl,"Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context.",Muntz's dogs pursue Carl and Russell after they flee from Muntz's airship.
muntz,russell,kevin,flightless bird,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.","Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","Carl and Russell encounter a giant, flightless bird whom Russell names Kevin."
muntz,russell,kevin,skeleton of the bird,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.","Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","The skeleton of the bird resembles Kevin, as mentioned in the context."
muntz,russell,kevin,muntz's dogs,"Muntz pursues them and traps Russell, Kevin and Dug inside the house.","Russell flies after Kevin using balloons and a leaf blower, as mentioned in the context.","Muntz's dogs have previously murdered other travelers who were suspected of seeking the bird that Kevin is also looking for, as mentioned in the context."
