node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
storm,pi,richard parker,lifeboat,Pi experienced the storm.,Pi trains Richard Parker to accept him in the boat.,Richard Parker is in the lifeboat after Pi helps him in.
storm,pi,richard parker,lifeboat,Pi experienced the storm.,Pi and Richard Parker are in the lifeboat while Pi and the meerkats sleep in the trees.,Richard Parker is in the lifeboat after Pi helps him in.
storm,pi,meerkats,island,Pi experienced the storm.,Pi and the meerkats eat edible plants on the island.,There is a large population of meerkats on the island.
storm,pi,richard parker,lifeboat,Pi experienced the storm.,"relationship between Pi and Richard Parker is that they both leave the island, but after reaching Mexico, Pi recovers in a hospital while Richard Parker disappears into the jungle without acknowledging Pi.",Richard Parker is in the lifeboat after Pi helps him in.
lifeboat,pi,richard parker,lifeboat,Pi is in the lifeboat after the storm.,Pi trains Richard Parker to accept him in the boat.,Richard Parker is in the lifeboat after Pi helps him in.
lifeboat,pi,richard parker,lifeboat,Pi is in the lifeboat after the storm.,Pi and Richard Parker are in the lifeboat while Pi and the meerkats sleep in the trees.,Richard Parker is in the lifeboat after Pi helps him in.
lifeboat,pi,meerkats,island,Pi is in the lifeboat after the storm.,Pi and the meerkats eat edible plants on the island.,There is a large population of meerkats on the island.
lifeboat,pi,richard parker,lifeboat,Pi is in the lifeboat after the storm.,"relationship between Pi and Richard Parker is that they both leave the island, but after reaching Mexico, Pi recovers in a hospital while Richard Parker disappears into the jungle without acknowledging Pi.",Richard Parker is in the lifeboat after Pi helps him in.
zebra,lifeboat,pi,hyena,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,Pi retreats to the end of the boat because of the hyena.
zebra,lifeboat,pi,small raft,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,Pi fashions a small raft and tethers it to the lifeboat.
zebra,lifeboat,pi,richard parker,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,Pi trains Richard Parker to accept him in the boat.
zebra,lifeboat,pi,richard parker,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,Pi and Richard Parker are in the lifeboat while Pi and the meerkats sleep in the trees.
zebra,lifeboat,pi,meerkats,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,Pi and the meerkats eat edible plants on the island.
zebra,lifeboat,pi,richard parker,The zebra is in the lifeboat with Pi and the orangutan.,Pi is in the lifeboat after the storm.,"relationship between Pi and Richard Parker is that they both leave the island, but after reaching Mexico, Pi recovers in a hospital while Richard Parker disappears into the jungle without acknowledging Pi."
