node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
pixar,brad bird,the incredibles,brad bird,"Brad Bird, an American director, writer, and animator, joined Pixar in March 2000 and pitched his story idea for a computer-animated superhero movie to old friend John Lasseter at Pixar. This resulted in the production of The Incredibles at Pixar.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar."
pixar,brad bird,the incredibles,pixar,"Brad Bird, an American director, writer, and animator, joined Pixar in March 2000 and pitched his story idea for a computer-animated superhero movie to old friend John Lasseter at Pixar. This resulted in the production of The Incredibles at Pixar.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.",The Incredibles is a computer-animated superhero film produced by Pixar Animation Studios.
the incredibles,brad bird,the incredibles,brad bird,"Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar."
the incredibles,brad bird,the incredibles,pixar,"Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.",The Incredibles is a computer-animated superhero film produced by Pixar Animation Studios.
computer animation,the incredibles,brad bird,the incredibles,"After Brad Bird's pitch to John Lasseter at Pixar, The Incredibles was produced using computer animation instead of the originally planned 2D cel animation.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant."
computer animation,the incredibles,pixar,brad bird,"After Brad Bird's pitch to John Lasseter at Pixar, The Incredibles was produced using computer animation instead of the originally planned 2D cel animation.",The Incredibles is a computer-animated superhero film produced by Pixar Animation Studios.,"Brad Bird, an American director, writer, and animator, joined Pixar in March 2000 and pitched his story idea for a computer-animated superhero movie to old friend John Lasseter at Pixar. This resulted in the production of The Incredibles at Pixar."
the iron giant,brad bird,the incredibles,brad bird,"Brad Bird's first feature, The Iron Giant, was a box office bomb. This led to him gravitating toward his superhero story idea and reconnecting with old friend John Lasseter at Pixar in March 2000.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar."
the iron giant,brad bird,the incredibles,pixar,"Brad Bird's first feature, The Iron Giant, was a box office bomb. This led to him gravitating toward his superhero story idea and reconnecting with old friend John Lasseter at Pixar in March 2000.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.",The Incredibles is a computer-animated superhero film produced by Pixar Animation Studios.
superhero story,brad bird,the incredibles,brad bird,"Brad Bird's superhero story idea dates back to 1993 when he sketched the family during an uncertain point in his film career, as he pondered whether his career goals were attainable only at the price of his family life.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar."
superhero story,brad bird,the incredibles,pixar,"Brad Bird's superhero story idea dates back to 1993 when he sketched the family during an uncertain point in his film career, as he pondered whether his career goals were attainable only at the price of his family life.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.",The Incredibles is a computer-animated superhero film produced by Pixar Animation Studios.
warner bros.,brad bird,the incredibles,brad bird,"During his production deal with Warner Bros. Feature Animation, Brad Bird directed his first feature, The Iron Giant, which became a box office bomb.","Brad Bird directed and co-wrote the screenplay for The Incredibles, making it his second feature film after Iron Giant.","Brad Bird, an American director, writer, and animator, developed his superhero story idea for a computer-animated movie in the early 1990s, which later became The Incredibles at Pixar."
