node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
donkey,shrek,fiona,dragon,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.,"After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","Princess Fiona is imprisoned in a castle guarded by a Dragon, which Shrek and Donkey must defeat in order to rescue her."
donkey,shrek,fiona,shrek,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.,"After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love."
donkey,shrek,fiona,donkey,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.,"After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","When Donkey discovers that Fiona has transformed into an ogre at night but retains her human form during the day, he is surprised but helps keep her secret from Shrek. Fiona also reveals to Donkey that she needs 'true love's kiss' to break the spell and return to her true form."
donkey,shrek,fiona,robin hood,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.,"After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","During their journey, Fiona easily defeats Robin Hood and his band of Merry Men in physical combat, impressing Shrek."
donkey,shrek,farquaad,shrek,Donkey tags along with Shrek and helps guide him to Lord Farquaad's castle in order to complete his task.,"Shrek angrily left after Farquaad's marriage proposal to Fiona confused and hurt her. Shrek realized his mistake and reunited with Fiona, interrupting the wedding and exposing Farquaad's true intentions.","Shrek is initially hostile towards Farquaad due to his previous encounters with him, but after carrying Fiona against her will and realizing that she has transformed into an ogre at night, Shrek returns with Farquaad to help save her."
fiona,shrek,fiona,dragon,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love.","After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","Princess Fiona is imprisoned in a castle guarded by a Dragon, which Shrek and Donkey must defeat in order to rescue her."
fiona,shrek,fiona,shrek,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love.","After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love."
fiona,shrek,fiona,donkey,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love.","After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","When Donkey discovers that Fiona has transformed into an ogre at night but retains her human form during the day, he is surprised but helps keep her secret from Shrek. Fiona also reveals to Donkey that she needs 'true love's kiss' to break the spell and return to her true form."
fiona,shrek,fiona,robin hood,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love.","After learning that Fiona is cursed to transform into an ogre at night but retain her human form during the day, Shrek becomes confused and leaves due to her referring to herself as an 'ugly beast'. However, after returning with Farquaad, Shrek realizes that he has fallen in love with Fiona.","During their journey, Fiona easily defeats Robin Hood and his band of Merry Men in physical combat, impressing Shrek."
fiona,shrek,farquaad,shrek,"Initially, Fiona is appalled by Shrek's lack of romanticism due to his appearance as an ogre. However, after learning about Shrek's frustration with being judged for his appearance and carrying Fiona against her will, Fiona becomes more kind towards him. As they continue their journey together, Fiona and Shrek begin to fall in love.","Shrek angrily left after Farquaad's marriage proposal to Fiona confused and hurt her. Shrek realized his mistake and reunited with Fiona, interrupting the wedding and exposing Farquaad's true intentions.","Shrek is initially hostile towards Farquaad due to his previous encounters with him, but after carrying Fiona against her will and realizing that she has transformed into an ogre at night, Shrek returns with Farquaad to help save her."
