node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
alpha-gong gong,evelyn,jobu,multiverse,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
alpha-gong gong,evelyn,jobu,alphaverse,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
alpha-gong gong,evelyn,jobu,evelyn,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
alpha-gong gong,evelyn,joy,evelyn quan wang,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.",parent-child relationship between Joy and Evelyn Quan Wang
alpha-gong gong,evelyn,joy,evelyn,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.","In her home universe, Evelyn reconciles with Joy and accepts her relationship with Becky. Joy pleads with Evelyn to let her go in the final scene of the film."
alpha-gong gong,evelyn,jobu,multiverse,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
alpha-gong gong,evelyn,jobu,alphaverse,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
alpha-gong gong,evelyn,jobu,evelyn,"Alpha-Gong Gong is taken over by Alpha-Gong Gong, who instructs Evelyn to kill Joy to prevent Jobu from using her to access Evelyn's universe.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
evelyn,jobu,evelyn,different choices,"As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn uncovers other universes in which she made different choices and flourished, such as becoming a kung fu master and film star."
evelyn,jobu,evelyn,jobu,"As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse."
evelyn,jobu,evelyn,joy,"As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace."
evelyn,jobu,evelyn,jobu,"As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation."
jobu,evelyn,jobu,multiverse,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
jobu,evelyn,jobu,alphaverse,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
jobu,evelyn,jobu,evelyn,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
jobu,evelyn,joy,evelyn quan wang,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.",parent-child relationship between Joy and Evelyn Quan Wang
jobu,evelyn,joy,evelyn,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.","In her home universe, Evelyn reconciles with Joy and accepts her relationship with Becky. Joy pleads with Evelyn to let her go in the final scene of the film."
jobu,evelyn,jobu,multiverse,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
jobu,evelyn,jobu,alphaverse,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
jobu,evelyn,jobu,evelyn,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
everything bagel,jobu,evelyn,different choices,Jobu teleports Evelyn to the Everything Bagel and reveals her intention to use it to allow herself and Evelyn to truly die. This act indicates a desire for self-destruction and potentially a lack of value placed on life.,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn uncovers other universes in which she made different choices and flourished, such as becoming a kung fu master and film star."
everything bagel,jobu,evelyn,jobu,Jobu teleports Evelyn to the Everything Bagel and reveals her intention to use it to allow herself and Evelyn to truly die. This act indicates a desire for self-destruction and potentially a lack of value placed on life.,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse."
everything bagel,jobu,evelyn,joy,Jobu teleports Evelyn to the Everything Bagel and reveals her intention to use it to allow herself and Evelyn to truly die. This act indicates a desire for self-destruction and potentially a lack of value placed on life.,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace."
everything bagel,jobu,evelyn,jobu,Jobu teleports Evelyn to the Everything Bagel and reveals her intention to use it to allow herself and Evelyn to truly die. This act indicates a desire for self-destruction and potentially a lack of value placed on life.,"Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation."
waymond,evelyn,jobu,multiverse,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
waymond,evelyn,jobu,alphaverse,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
waymond,evelyn,jobu,evelyn,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","As Jobu confronts Evelyn in her universe, Evelyn's mind begins to splinter, causing her to collapse.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
waymond,evelyn,joy,evelyn quan wang,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.",parent-child relationship between Joy and Evelyn Quan Wang
waymond,evelyn,joy,evelyn,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","In the multiverse, Evelyn and Joy's relationship is so strong that they desire to be with each other even in alternate realities. When Evelyn and the others save Jobu from the Bagel, they eventually reunite and embrace.","In her home universe, Evelyn reconciles with Joy and accepts her relationship with Becky. Joy pleads with Evelyn to let her go in the final scene of the film."
waymond,evelyn,jobu,multiverse,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu creates a black hole-like 'Everything Bagel' that forms a toroid singularity, which could destroy the multiverse."
waymond,evelyn,jobu,alphaverse,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.",Jobu locates and kills Alpha-Waymond in the Alphaverse.
waymond,evelyn,jobu,evelyn,"Upon listening to Waymond's pleas for kindness in her universe, Evelyn undergoes an existentialist epiphany and decides to follow his absurdist and humanitarian advice.","Evelyn and her family save Jobu from a danger referred to as the 'Bagel', implying a humorous or lighthearted situation.","Jobu discloses she does not intend to fight, but that instead, she has been searching for an Evelyn who can see,"
