node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
nasa,cooper,endurance team,"scientists romilly, doyle, amelia brand, and robots tars and case",Cooper was a former NASA test pilot,Cooper joins the Endurance team to search for habitable planets,"Endurance team consists of scientists Romilly, Doyle, Amelia Brand, and robots TARS and CASE"
nasa,cooper,endurance team,planetary system,Cooper was a former NASA test pilot,Cooper joins the Endurance team to search for habitable planets,Endurance team arrives at a planetary system
nasa,cooper,endurance team,ocean world,Cooper was a former NASA test pilot,Cooper joins the Endurance team to search for habitable planets,Endurance team descends into the gravity well to survey an inhospitable ocean world
nasa,cooper,endurance team,time dilation,Cooper was a former NASA test pilot,Cooper joins the Endurance team to search for habitable planets,Endurance team loses 23 Earth-years due to severe time dilation caused by escaping the gravity well
nasa,cooper,murph,childhood home,Cooper was a former NASA test pilot,"In the context, Cooper reunites with Murph on her deathbed.",Murph visits her childhood home
nasa,cooper,murph,cooper's daughter,Cooper was a former NASA test pilot,"In the context, Cooper reunites with Murph on her deathbed.","Cooper's daughter, Murph, wonders if Cooper knowingly abandoned her, but later helps complete Brand's equation."
nasa,cooper,murph,cooper,Cooper was a former NASA test pilot,"In the context, Cooper reunites with Murph on her deathbed.","In the context, Cooper reunites with Murph."
cooper,endurance team,planetary system,gargantua,Cooper joins the Endurance team to search for habitable planets,Endurance team arrives at a planetary system,planetary system consists of a supermassive black hole named Gargantua
brand's father,murph,cooper,endurance team,Brand's father works with Murph,"In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets
brand's father,murph,cooper,endurance spaceship,Brand's father works with Murph,"In the context, Cooper reunites with Murph.","Cooper, the commander of the Endurance spaceship, leads the mission to search for a new home for humanity."
brand's father,murph,cooper,murph,Brand's father works with Murph,"In the context, Cooper reunites with Murph.","In the context, Cooper reunites with Murph on her deathbed."
o'neill cylinder colony,tars,o'neill cylinder colony,tars,"In the year 2156, TARS is rescued by an O'Neill cylinder colony.","In the year 2156, TARS is rescued by an O'Neill cylinder colony.","In the year 2156, TARS is rescued by an O'Neill cylinder colony."
cooper,murph,cooper,endurance team,"In the context, Cooper reunites with Murph on her deathbed.","In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets
cooper,murph,cooper,endurance spaceship,"In the context, Cooper reunites with Murph on her deathbed.","In the context, Cooper reunites with Murph.","Cooper, the commander of the Endurance spaceship, leads the mission to search for a new home for humanity."
cooper,murph,cooper,murph,"In the context, Cooper reunites with Murph on her deathbed.","In the context, Cooper reunites with Murph.","In the context, Cooper reunites with Murph on her deathbed."
murph,cooper,endurance team,"scientists romilly, doyle, amelia brand, and robots tars and case","In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets,"Endurance team consists of scientists Romilly, Doyle, Amelia Brand, and robots TARS and CASE"
murph,cooper,endurance team,planetary system,"In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets,Endurance team arrives at a planetary system
murph,cooper,endurance team,ocean world,"In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets,Endurance team descends into the gravity well to survey an inhospitable ocean world
murph,cooper,endurance team,time dilation,"In the context, Cooper reunites with Murph.",Cooper joins the Endurance team to search for habitable planets,Endurance team loses 23 Earth-years due to severe time dilation caused by escaping the gravity well
murph,cooper,murph,childhood home,"In the context, Cooper reunites with Murph.","In the context, Cooper reunites with Murph on her deathbed.",Murph visits her childhood home
murph,cooper,murph,cooper's daughter,"In the context, Cooper reunites with Murph.","In the context, Cooper reunites with Murph on her deathbed.","Cooper's daughter, Murph, wonders if Cooper knowingly abandoned her, but later helps complete Brand's equation."
murph,cooper,murph,cooper,"In the context, Cooper reunites with Murph.","In the context, Cooper reunites with Murph on her deathbed.","In the context, Cooper reunites with Murph."
tars,o'neill cylinder colony,tars,o'neill cylinder colony,"In the year 2156, TARS is rescued by an O'Neill cylinder colony.","In the year 2156, TARS is rescued by an O'Neill cylinder colony.","In the year 2156, TARS is rescued by an O'Neill cylinder colony."
