node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
t'chaka,n'jobu,t'chaka,n'jobu,"In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California.","Before T'Chaka could arrest N'Jobu,","In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California."
t'challa,zuri,n'jobu,t'chaka,T'Challa confronts Zuri about N'Jobu.,ordered Zuri to lie that N'Jobu had disappeared,"Before T'Chaka could arrest N'Jobu,"
n'jobu,t'chaka,n'jobu,t'chaka,"Before T'Chaka could arrest N'Jobu,","In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California.","Before T'Chaka could arrest N'Jobu,"
zuri,n'jobu,t'chaka,n'jobu,ordered Zuri to lie that N'Jobu had disappeared,"Before T'Chaka could arrest N'Jobu,","In 1992, Wakanda king T'Chaka visits his brother N'Jobu, who is working undercover in Oakland, California."
killmonger,t'challa,klaue,erik stevens,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive.","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum,"
killmonger,t'challa,zuri,n'jobu,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.",T'Challa confronts Zuri about N'Jobu.,ordered Zuri to lie that N'Jobu had disappeared
killmonger,t'challa,killmonger,n'jadaka,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
killmonger,t'challa,killmonger,t'challa,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
killmonger,t'challa,killmonger,n'jadaka,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
killmonger,t'challa,killmonger,t'challa,"Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
t'challa,killmonger,t'challa,klaue,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive."
t'challa,killmonger,t'challa,everett k. ross,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","When Klaue plans to sell the artifact to CIA agent Everett K. Ross, T'Challa, Okoye, and Nakia travel to Busan, South Korea."
t'challa,killmonger,t'challa,zuri,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.",T'Challa confronts Zuri about N'Jobu.
t'challa,killmonger,t'challa,killmonger,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him."
t'challa,killmonger,t'challa,nakia's herb,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
t'challa,killmonger,t'challa,killmonger,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully."
t'challa,killmonger,t'challa,united nations,"Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.",T'Challa appears before the United Nations to reveal Wakanda's true nature to the world in a mid-credits scene.
nakia,t'challa,klaue,erik stevens,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive.","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum,"
nakia,t'challa,zuri,n'jobu,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,",T'Challa confronts Zuri about N'Jobu.,ordered Zuri to lie that N'Jobu had disappeared
nakia,t'challa,killmonger,n'jadaka,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
nakia,t'challa,killmonger,t'challa,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
nakia,t'challa,killmonger,n'jadaka,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Meanwhile, Killmonger kills Klaue and takes his body to Wakanda. He is brought before the tribal elders, revealing his identity as N'Jadaka and stating his claim to the throne."
nakia,t'challa,killmonger,t'challa,"Rescued by the Jabari as repayment for sparing M'Baku's life. Healed by Nakia's herb, T'Challa returns to fight Killmonger,","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall."
t'challa,killmonger,t'challa,klaue,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","When Klaue and his accomplice Erik Stevens steal a Wakandan artifact from a London museum, T'Challa's friend and Okoye's husband W'Kabi urges him to bring Klaue back alive."
t'challa,killmonger,t'challa,everett k. ross,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","When Klaue plans to sell the artifact to CIA agent Everett K. Ross, T'Challa, Okoye, and Nakia travel to Busan, South Korea."
t'challa,killmonger,t'challa,zuri,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.",T'Challa confronts Zuri about N'Jobu.
t'challa,killmonger,t'challa,killmonger,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Fighting in Wakanda's vibranium mine, T'Challa disrupts Killmonger's suit and stabs him."
t'challa,killmonger,t'challa,nakia's herb,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","Healed by Nakia's herb, T'Challa returns to fight Killmonger,"
t'challa,killmonger,t'challa,killmonger,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.","T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully."
t'challa,killmonger,t'challa,united nations,"T'Challa shows him the Wakanda sunset, and Killmonger dies peacefully.","Challenges T'Challa to ritual combat, where he kills Zuri; without the powers of the heart-shaped herb, T'Challa is badly injured and thought dead after Killmonger hurls him over a waterfall.",T'Challa appears before the United Nations to reveal Wakanda's true nature to the world in a mid-credits scene.
