node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,Paul Haggis is the writer and Clint Eastwood is the director of the movie.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,Paul Haggis is the writer and Clint Eastwood is the director of the movie.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,Paul Haggis is the writer and Clint Eastwood is the director of the movie.,Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"Paul Haggis, Clint Eastwood, Albert S. Ruddy, and Tom Rosenberg were all nominated for the Best Film award.","The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"Paul Haggis, Clint Eastwood, Albert S. Ruddy, and Tom Rosenberg were all nominated for the Best Film award.","The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"Paul Haggis, Clint Eastwood, Albert S. Ruddy, and Tom Rosenberg were all nominated for the Best Film award.",Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"The movie directed by Clint Eastwood and written by Paul Haggis won several awards, including the Art Directors Guild Award for Best Contemporary Feature Film, the César Awards for Best Foreign Film, and the Directors Guild of America Award for Outstanding Directing.","The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"The movie directed by Clint Eastwood and written by Paul Haggis won several awards, including the Art Directors Guild Award for Best Contemporary Feature Film, the César Awards for Best Foreign Film, and the Directors Guild of America Award for Outstanding Directing.","The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,"The movie directed by Clint Eastwood and written by Paul Haggis won several awards, including the Art Directors Guild Award for Best Contemporary Feature Film, the César Awards for Best Foreign Film, and the Directors Guild of America Award for Outstanding Directing.",Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Best Motion Picture—Drama award.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Best Motion Picture—Drama award.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Best Motion Picture—Drama award.,Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
clint eastwood,albert s. ruddy,tom rosenberg,albert s. ruddy,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",Tom Rosenberg and Albert S. Ruddy were both producers of the movie.
clint eastwood,albert s. ruddy,tom rosenberg,albert s. ruddy,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",Tom Rosenberg and Albert S. Ruddy were both producers of the movie.
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Billie Award (Billie Holiday Spirit Award) from the National Board of Review.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg won the Black Reel Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Billie Award (Billie Holiday Spirit Award) from the National Board of Review.,"The movie directed by Clint Eastwood, produced by Albert S. Ruddy and Tom Rosenberg was nominated for the Chicago Film Critics Circle Award for Best Film.","The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
paul haggis,clint eastwood,albert s. ruddy,tom rosenberg,The movie directed by Clint Eastwood and written by Paul Haggis was nominated for the Billie Award (Billie Holiday Spirit Award) from the National Board of Review.,Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
clint eastwood,albert s. ruddy,tom rosenberg,albert s. ruddy,Clint Eastwood and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",Tom Rosenberg and Albert S. Ruddy were both producers of the movie.
tom rosenberg,albert s. ruddy,tom rosenberg,albert s. ruddy,Tom Rosenberg and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",Tom Rosenberg and Albert S. Ruddy were both producers of the movie.
albert s. ruddy,tom rosenberg,albert s. ruddy,tom rosenberg,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together.",Tom Rosenberg and Albert S. Ruddy were both producers of the movie.,"The three producers, Albert S. Ruddy, Tom Rosenberg, and Paul Haggis worked on the movie together."
