node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
cobb,saito,cobb,saito,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.",Cobb is hired by Saito for a new job.
cobb,saito,cobb,arthur,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.",Cobb and Arthur are extractors who perform corporate espionage together.
cobb,saito,cobb,mal,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.","Cobb's late wife, Mal, appears in his mind's projection and poses a risk during the new job."
cobb,saito,cobb,mal,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.","Mal still believed she was dreaming after waking up, as Cobb fled the U.S., leaving his children behind and framing him for her murder to force him to do the same."
cobb,saito,cobb,robert,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.","Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious."
cobb,saito,cobb,top,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.","In the given context, Cobb uses Mal's spinning top as a test to determine if he is in the real world. However, he chooses not to observe the result and instead joins his children."
cobb,saito,cobb,father-in-law,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement.","In the given context, Cobb's father-in-law accompanies him to his home after waking from the dream."
eames,cobb,saito,cobb,Eames is part of Cobb's team for the new job.,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement."
eames,cobb,saito,phone,Eames is part of Cobb's team for the new job.,Cobb is hired by Saito for a new job.,"In the given context, Saito makes a phone call after waking up from the dream."
eames,cobb,arthur,water,Eames is part of Cobb's team for the new job.,Cobb and Arthur are extractors who perform corporate espionage together.,"In the given context, Arthur hits the water while Eames synchronizes his kick with an elevator rigged with explosives to improvise a new set of kicks."
eames,cobb,mal,limbo,Eames is part of Cobb's team for the new job.,"Cobb's late wife, Mal, appears in his mind's projection and poses a risk during the new job.","Cobb tells Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night due to the time dilation with reality. Attempting to 'wake up', she committed suicide and framed Cobb for her murder to force him to do the same."
eames,cobb,mal,cobb,Eames is part of Cobb's team for the new job.,"Cobb's late wife, Mal, appears in his mind's projection and poses a risk during the new job.","Relationship between Mal and Cobb in the given context involves Mal refusing to return to reality in Limbo, which led to her death. Cobb makes peace with his part in Mal's death."
eames,cobb,mal,limbo,Eames is part of Cobb's team for the new job.,"Mal still believed she was dreaming after waking up, as Cobb fled the U.S., leaving his children behind and framing him for her murder to force him to do the same.","Cobb tells Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night due to the time dilation with reality. Attempting to 'wake up', she committed suicide and framed Cobb for her murder to force him to do the same."
eames,cobb,mal,cobb,Eames is part of Cobb's team for the new job.,"Mal still believed she was dreaming after waking up, as Cobb fled the U.S., leaving his children behind and framing him for her murder to force him to do the same.","Relationship between Mal and Cobb in the given context involves Mal refusing to return to reality in Limbo, which led to her death. Cobb makes peace with his part in Mal's death."
eames,cobb,robert,mal,Eames is part of Cobb's team for the new job.,"Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious.","In the given context, Robert is subjected to an inception by Mal, but she kills him before he can be fully incepted. This leads to Cobb and Ariadne rescuing them both in time for Robert's inception."
eames,cobb,robert,father,Eames is part of Cobb's team for the new job.,"Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious.","In the given context, Cobb's father-in-law reveals to Robert that his dying father told him to create something for himself in a dream. This planted idea is awakened in Robert upon waking from his inception."
yusuf,cobb,saito,cobb,Yusuf is part of Cobb's team for the new job.,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement."
yusuf,cobb,saito,phone,Yusuf is part of Cobb's team for the new job.,Cobb is hired by Saito for a new job.,"In the given context, Saito makes a phone call after waking up from the dream."
yusuf,cobb,arthur,water,Yusuf is part of Cobb's team for the new job.,Cobb and Arthur are extractors who perform corporate espionage together.,"In the given context, Arthur hits the water while Eames synchronizes his kick with an elevator rigged with explosives to improvise a new set of kicks."
yusuf,cobb,mal,limbo,Yusuf is part of Cobb's team for the new job.,"Cobb's late wife, Mal, appears in his mind's projection and poses a risk during the new job.","Cobb tells Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night due to the time dilation with reality. Attempting to 'wake up', she committed suicide and framed Cobb for her murder to force him to do the same."
yusuf,cobb,mal,cobb,Yusuf is part of Cobb's team for the new job.,"Cobb's late wife, Mal, appears in his mind's projection and poses a risk during the new job.","Relationship between Mal and Cobb in the given context involves Mal refusing to return to reality in Limbo, which led to her death. Cobb makes peace with his part in Mal's death."
yusuf,cobb,mal,limbo,Yusuf is part of Cobb's team for the new job.,"Mal still believed she was dreaming after waking up, as Cobb fled the U.S., leaving his children behind and framing him for her murder to force him to do the same.","Cobb tells Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night due to the time dilation with reality. Attempting to 'wake up', she committed suicide and framed Cobb for her murder to force him to do the same."
yusuf,cobb,mal,cobb,Yusuf is part of Cobb's team for the new job.,"Mal still believed she was dreaming after waking up, as Cobb fled the U.S., leaving his children behind and framing him for her murder to force him to do the same.","Relationship between Mal and Cobb in the given context involves Mal refusing to return to reality in Limbo, which led to her death. Cobb makes peace with his part in Mal's death."
yusuf,cobb,robert,mal,Yusuf is part of Cobb's team for the new job.,"Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious.","In the given context, Robert is subjected to an inception by Mal, but she kills him before he can be fully incepted. This leads to Cobb and Ariadne rescuing them both in time for Robert's inception."
yusuf,cobb,robert,father,Yusuf is part of Cobb's team for the new job.,"Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection, leading Robert to another third level deeper as part of a ruse to enter Robert's subconscious.","In the given context, Cobb's father-in-law reveals to Robert that his dying father told him to create something for himself in a dream. This planted idea is awakened in Robert upon waking from his inception."
ariadne,cobb,saito,cobb,Ariadne is assigned to design the dream's architecture because Cobb cannot do it himself due to his past with Mal.,Cobb is hired by Saito for a new job.,"In the given context, there is an agreement between Cobb and Saito that is fulfilled in Limbo. Cobb finds an aged Saito in Limbo and reminds him of their agreement."
ariadne,cobb,saito,phone,Ariadne is assigned to design the dream's architecture because Cobb cannot do it himself due to his past with Mal.,Cobb is hired by Saito for a new job.,"In the given context, Saito makes a phone call after waking up from the dream."
ariadne,cobb,arthur,water,Ariadne is assigned to design the dream's architecture because Cobb cannot do it himself due to his past with Mal.,Cobb and Arthur are extractors who perform corporate espionage together.,"In the given context, Arthur hits the water while Eames synchronizes his kick with an elevator rigged with explosives to improvise a new set of kicks."
