node_1,node_2,node_3,node_4,edge_1,edge_2,edge_3
riggan,birdman,riggan,birdman,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.
riggan,birdman,riggan,birdman voice,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.,Riggan hears and interacts with the Birdman voice throughout the context.
sam,riggan,birdman,riggan thomson,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Riggan Thomson, a faded actor famous for playing Birdman in a film trilogy from 1989 to 1992, is the same person as Birdman."
sam,riggan,birdman,riggan,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.
sam,riggan,birdman,twitter account,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Sam creates a Twitter account for Birdman, which gains a large following due to Riggan's fame as an actor."
sam,riggan,birdman voice,riggan,Relationship between Sam and Riggan as she rebukes and chastises him for smoking marijuana.,Riggan hears and interacts with the Birdman voice throughout the context.,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores."
jake,riggan,birdman,riggan thomson,Jake persuades Riggan to continue with the play.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Riggan Thomson, a faded actor famous for playing Birdman in a film trilogy from 1989 to 1992, is the same person as Birdman."
jake,riggan,birdman,riggan,Jake persuades Riggan to continue with the play.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.
jake,riggan,birdman,twitter account,Jake persuades Riggan to continue with the play.,Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Sam creates a Twitter account for Birdman, which gains a large following due to Riggan's fame as an actor."
jake,riggan,birdman voice,riggan,Jake persuades Riggan to continue with the play.,Riggan hears and interacts with the Birdman voice throughout the context.,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores."
birdman voice,riggan,birdman,riggan thomson,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Riggan Thomson, a faded actor famous for playing Birdman in a film trilogy from 1989 to 1992, is the same person as Birdman."
birdman voice,riggan,birdman,riggan,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,The context revolves around Riggan's character in the 'Birdman' play and his struggles with the Birdman persona.
birdman voice,riggan,birdman,twitter account,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan's delusion of Birdman trying to convince him to abandon the play and make a fourth Birdman film.,"Sam creates a Twitter account for Birdman, which gains a large following due to Riggan's fame as an actor."
birdman voice,riggan,birdman voice,riggan,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores.",Riggan hears and interacts with the Birdman voice throughout the context.,"Riggan confesses to his ex-wife, Sylvia, that several years ago, he attempted to drown himself in the ocean after she caught him having an affair. He also tells her about the Birdman voice, which she ignores."
