node_1,node_2,node_3,edge_1,edge_2
mephistopheles,san venganza,contract,"Mephistopheles sends his bounty hunter, the Ghost Rider, to retrieve the contract of San Venganza for control of a thousand dark souls.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
ghost rider,san venganza,contract,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power.",The Caretaker informs Ghost Rider that the contract of San Venganza holds significant value and is hidden inside a spade.
ghost rider,earth angel gressil,ghost rider,Ghost Rider kills earth angel Gressil while transformed into his fiery form.,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.
earth angel gressil,ghost rider,san venganza,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
earth angel gressil,ghost rider,earth angel gressil,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.
earth angel gressil,ghost rider,johnny blaze,Ghost Rider kills the earth angel Gressil as part of his supernatural abilities and duties as a vengeful spirit.,"Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
caretaker,ghost rider,san venganza,The Caretaker reveals to Ghost Rider that what happened to him is real and will continue to happen as he comes across evil souls at night.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
caretaker,ghost rider,earth angel gressil,The Caretaker reveals to Ghost Rider that what happened to him is real and will continue to happen as he comes across evil souls at night.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.
caretaker,ghost rider,johnny blaze,The Caretaker reveals to Ghost Rider that what happened to him is real and will continue to happen as he comes across evil souls at night.,"Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
roxanne,ghost rider,san venganza,"Ghost Rider reveals his true identity as the Devil's bounty hunter to Roxanne, but she is initially unconvinced.","Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
roxanne,ghost rider,earth angel gressil,"Ghost Rider reveals his true identity as the Devil's bounty hunter to Roxanne, but she is initially unconvinced.",Ghost Rider kills earth angel Gressil while transformed into his fiery form.
roxanne,ghost rider,johnny blaze,"Ghost Rider reveals his true identity as the Devil's bounty hunter to Roxanne, but she is initially unconvinced.","Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
penance stare,blackheart,hidden,"Ghost Rider tries to use the Penance Stare on Blackheart, but it proves ineffective as Blackheart has no soul.",Blackheart seeks aid from the Hidden to find the lost contract of San Venganza.
mephistopheles,ghost rider,san venganza,"Infuriated by an unknown event, Mephistopheles vows to make Ghost Rider pay and disappears with Blackheart's body.","Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
mephistopheles,ghost rider,earth angel gressil,"Infuriated by an unknown event, Mephistopheles vows to make Ghost Rider pay and disappears with Blackheart's body.",Ghost Rider kills earth angel Gressil while transformed into his fiery form.
mephistopheles,ghost rider,johnny blaze,"Infuriated by an unknown event, Mephistopheles vows to make Ghost Rider pay and disappears with Blackheart's body.","Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
innocent,ghost rider,san venganza,Ghost Rider is determined to protect the innocent from harm.,"Ghost Rider refuses to retrieve the contract of San Venganza, as he believes it would give Mephistopheles too much power."
innocent,ghost rider,earth angel gressil,Ghost Rider is determined to protect the innocent from harm.,Ghost Rider kills earth angel Gressil while transformed into his fiery form.
innocent,ghost rider,johnny blaze,Ghost Rider is determined to protect the innocent from harm.,"Johnny Blaze, also known as Ghost Rider, is preparing for his new life after being given a second chance."
