node_1,node_2,node_3,edge_1,edge_2
reed,sue,reed,Sue helps find Reed and later assists the United States military in capturing him.,Sue helps find Reed after he escapes from the government facility where he was placed for study.
reed,doom,ben,"Ben, Johnny, Reed, and Sue pursue Doom (Victor), who has returned to Planet Zero using the Quantum Gate.","Ben punches Doom into the portal's energy beam, disintegrating him while Johnny closes the portal."
dr. allen,reed,area 57,Dr. Allen conscripts Reed into rebuilding the Quantum Gate in exchange for giving him resources to find a cure.,Reed is brought to Area 57 by the United States military with Sue's help and later captured by Ben.
dr. allen,reed,ben,Dr. Allen conscripts Reed into rebuilding the Quantum Gate in exchange for giving him resources to find a cure.,Ben captures Reed when he is found by the United States military with Sue's help.
dr. allen,reed,sue,Dr. Allen conscripts Reed into rebuilding the Quantum Gate in exchange for giving him resources to find a cure.,Sue helps find Reed and later assists the United States military in capturing him.
dr. allen,reed,doom,Dr. Allen conscripts Reed into rebuilding the Quantum Gate in exchange for giving him resources to find a cure.,"Ben, Johnny, Reed, and Sue pursue Doom (Victor), who has returned to Planet Zero using the Quantum Gate."
sue,reed,area 57,Sue helps find Reed after he escapes from the government facility where he was placed for study.,Reed is brought to Area 57 by the United States military with Sue's help and later captured by Ben.
sue,reed,ben,Sue helps find Reed after he escapes from the government facility where he was placed for study.,Ben captures Reed when he is found by the United States military with Sue's help.
sue,reed,sue,Sue helps find Reed after he escapes from the government facility where he was placed for study.,Sue helps find Reed and later assists the United States military in capturing him.
sue,reed,doom,Sue helps find Reed after he escapes from the government facility where he was placed for study.,"Ben, Johnny, Reed, and Sue pursue Doom (Victor), who has returned to Planet Zero using the Quantum Gate."
quantum gate,planet zero,rock formations in planet zero,"Victor, also known as Doom, uses the Quantum Gate to activate a portal on Planet Zero.",Victor creates a structure from the rock formations in Planet Zero.
