node_1,node_2,node_3,edge_1,edge_2
charlie,rainbird,vicky,Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.,"Rainbird visits the McGee home and confronts Vicky, who attempts to counterattack with her repressed telekinetic powers. Rainbird kills her while holding Charlie at knifepoint as Andy and Charlie enter the home."
charlie,rainbird,policemen,Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.,Rainbird kills the policemen when they appear due to Irv's prior emergency call.
charlie,rainbird,charlie,Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie."
andy,rainbird,vicky,Andy uses his push to trick Rainbird so Charlie can escape to a forest.,"Rainbird visits the McGee home and confronts Vicky, who attempts to counterattack with her repressed telekinetic powers. Rainbird kills her while holding Charlie at knifepoint as Andy and Charlie enter the home."
andy,rainbird,policemen,Andy uses his push to trick Rainbird so Charlie can escape to a forest.,Rainbird kills the policemen when they appear due to Irv's prior emergency call.
andy,rainbird,charlie,Andy uses his push to trick Rainbird so Charlie can escape to a forest.,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie."
charlie,rainbird,vicky,"Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life.","Rainbird visits the McGee home and confronts Vicky, who attempts to counterattack with her repressed telekinetic powers. Rainbird kills her while holding Charlie at knifepoint as Andy and Charlie enter the home."
charlie,rainbird,policemen,"Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life.",Rainbird kills the policemen when they appear due to Irv's prior emergency call.
charlie,rainbird,charlie,"Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life.","Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie."
charlie,dsi,andy,"Charlie breaks into DSI and kills a DSI agent to reach her father's cell. Later, Charlie sets the entire facility on fire, mentally unlocking all the security doors and killing all of the DSI agents.",Andy is an agent at DSI. Charlie finds Andy's pass card and uses it to gain access to the restricted area where her father is being kept.
hollister,charlie,rainbird,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process.",Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.
hollister,charlie,rainbird,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process.","Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life."
hollister,charlie,dsi,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process.","Charlie breaks into DSI and kills a DSI agent to reach her father's cell. Later, Charlie sets the entire facility on fire, mentally unlocking all the security doors and killing all of the DSI agents."
hollister,charlie,hollister,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process.",Charlie sets both Hollister and himself on fire in a fit of rage.
hollister,charlie,charlie's father,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process.","Charlie's father is being kept at DSI. Charlie reaches his cell and, in a fit of rage, sets both her father and Hollister on fire."
charlie,hollister,charlie,Charlie sets both Hollister and himself on fire in a fit of rage.,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process."
dsi,andy,rainbird,Andy is an agent at DSI. Charlie finds Andy's pass card and uses it to gain access to the restricted area where her father is being kept.,Andy uses his push to trick Rainbird so Charlie can escape to a forest.
rainbird,charlie,rainbird,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie.",Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.
rainbird,charlie,rainbird,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie.","Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life."
rainbird,charlie,dsi,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie.","Charlie breaks into DSI and kills a DSI agent to reach her father's cell. Later, Charlie sets the entire facility on fire, mentally unlocking all the security doors and killing all of the DSI agents."
rainbird,charlie,hollister,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie.",Charlie sets both Hollister and himself on fire in a fit of rage.
rainbird,charlie,charlie's father,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie.","Charlie's father is being kept at DSI. Charlie reaches his cell and, in a fit of rage, sets both her father and Hollister on fire."
