node_1,node_2,node_3,edge_1,edge_2
barney ross,expendables,libya,Barney Ross leads the Expendables,The Expendables are sent to Libya
barney ross,expendables,ocelot,Barney Ross leads the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
barney ross,expendables,cia operative marsh,Barney Ross leads the Expendables,The Expendables are pursued by CIA operative Marsh
barney ross,expendables,ambushed and taken hostage,Barney Ross leads the Expendables,The Expendables are ambushed and taken hostage when they board the ship
lee christmas,expendables,libya,Lee Christmas is a member of the Expendables,The Expendables are sent to Libya
lee christmas,expendables,ocelot,Lee Christmas is a member of the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
lee christmas,expendables,cia operative marsh,Lee Christmas is a member of the Expendables,The Expendables are pursued by CIA operative Marsh
lee christmas,expendables,ambushed and taken hostage,Lee Christmas is a member of the Expendables,The Expendables are ambushed and taken hostage when they board the ship
toll road,expendables,libya,Toll Road is a member of the Expendables,The Expendables are sent to Libya
toll road,expendables,ocelot,Toll Road is a member of the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
toll road,expendables,cia operative marsh,Toll Road is a member of the Expendables,The Expendables are pursued by CIA operative Marsh
toll road,expendables,ambushed and taken hostage,Toll Road is a member of the Expendables,The Expendables are ambushed and taken hostage when they board the ship
gunner jensen,expendables,libya,Gunner Jensen is a member of the Expendables,The Expendables are sent to Libya
gunner jensen,expendables,ocelot,Gunner Jensen is a member of the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
gunner jensen,expendables,cia operative marsh,Gunner Jensen is a member of the Expendables,The Expendables are pursued by CIA operative Marsh
gunner jensen,expendables,ambushed and taken hostage,Gunner Jensen is a member of the Expendables,The Expendables are ambushed and taken hostage when they board the ship
easy day,expendables,libya,Easy Day joins the Expendables,The Expendables are sent to Libya
easy day,expendables,ocelot,Easy Day joins the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
easy day,expendables,cia operative marsh,Easy Day joins the Expendables,The Expendables are pursued by CIA operative Marsh
easy day,expendables,ambushed and taken hostage,Easy Day joins the Expendables,The Expendables are ambushed and taken hostage when they board the ship
galan,expendables,libya,Galan joins the Expendables,The Expendables are sent to Libya
galan,expendables,ocelot,Galan joins the Expendables,The Expendables are sent to prevent Ocelot from stealing nuclear warheads
galan,expendables,cia operative marsh,Galan joins the Expendables,The Expendables are pursued by CIA operative Marsh
galan,expendables,ambushed and taken hostage,Galan joins the Expendables,The Expendables are ambushed and taken hostage when they board the ship
gina,easy day,expendables,Gina replaces Easy Day in the team,Easy Day joins the Expendables
