node_1,node_2,node_3,edge_1,edge_2
shadaloo,bison,shadaloo,Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li,"Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage."
shadaloo,bison,xiang,Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li,Bison immediately murders Xiang after reuniting with her during Chun-Li's capture and kidnapping.
shadaloo,bison,rose,Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li,"Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Rose is taken away by Bison from the shipping yard, revealing herself to be his daughter."
shadaloo,bison,balrog,Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li,Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Balrog faces off Gen in a ship and ultimately kills him.
bison,shadaloo,chun-li's family,"Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage.","Thugs working for Shadaloo attacked Chun-Li's family, Xiang was abducted"
bison,shadaloo,bison,"Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage.",Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li
chun-li,bison,shadaloo,"Chun-Li learns more about Bison from spying on his henchman Balrog and overhearing a property owner being asked to hand over the rights to a docking harbor, allowing the shipment of the 'White Rose'.","Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage."
chun-li,bison,xiang,"Chun-Li learns more about Bison from spying on his henchman Balrog and overhearing a property owner being asked to hand over the rights to a docking harbor, allowing the shipment of the 'White Rose'.",Bison immediately murders Xiang after reuniting with her during Chun-Li's capture and kidnapping.
chun-li,bison,rose,"Chun-Li learns more about Bison from spying on his henchman Balrog and overhearing a property owner being asked to hand over the rights to a docking harbor, allowing the shipment of the 'White Rose'.","Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Rose is taken away by Bison from the shipping yard, revealing herself to be his daughter."
chun-li,bison,balrog,"Chun-Li learns more about Bison from spying on his henchman Balrog and overhearing a property owner being asked to hand over the rights to a docking harbor, allowing the shipment of the 'White Rose'.",Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Balrog faces off Gen in a ship and ultimately kills him.
cantana,bison,shadaloo,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya. Cantana is later murdered by Bison.","Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage."
cantana,bison,xiang,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya. Cantana is later murdered by Bison.",Bison immediately murders Xiang after reuniting with her during Chun-Li's capture and kidnapping.
cantana,bison,rose,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya. Cantana is later murdered by Bison.","Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Rose is taken away by Bison from the shipping yard, revealing herself to be his daughter."
cantana,bison,balrog,"Chun-Li confronts Cantana, one of Bison's secretaries, in a nightclub and obtains information on the location of the White Rose before escaping from Shadaloo's thugs and Nash and Maya. Cantana is later murdered by Bison.",Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Balrog faces off Gen in a ship and ultimately kills him.
gen,bison,shadaloo,"Gen reveals more of Bison's past during lunch, including how he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief. He killed his pregnant wife and transferred his conscience to their prematurely born daughter.","Bison is operating Shadaloo publicly, forcing property owners to sign their land over to him by holding their families hostage."
gen,bison,xiang,"Gen reveals more of Bison's past during lunch, including how he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief. He killed his pregnant wife and transferred his conscience to their prematurely born daughter.",Bison immediately murders Xiang after reuniting with her during Chun-Li's capture and kidnapping.
gen,bison,rose,"Gen reveals more of Bison's past during lunch, including how he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief. He killed his pregnant wife and transferred his conscience to their prematurely born daughter.","Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Rose is taken away by Bison from the shipping yard, revealing herself to be his daughter."
gen,bison,balrog,"Gen reveals more of Bison's past during lunch, including how he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief. He killed his pregnant wife and transferred his conscience to their prematurely born daughter.",Bison immediately murders Xiang and ties up Chun-Li after kidnapping her. Balrog faces off Gen in a ship and ultimately kills him.
balrog,shadaloo,chun-li's family,Balrog blows up Gen's house after he is attacked by Shadaloo troops.,"Thugs working for Shadaloo attacked Chun-Li's family, Xiang was abducted"
balrog,shadaloo,bison,Balrog blows up Gen's house after he is attacked by Shadaloo troops.,Crime boss M. Bison announced complete control of Shadaloo and executed other shareholders in front of Chun-Li
vega,chun-li,xiang,Chun-Li defeats Vega and leaves her hanging by the side of a building.,"Father and daughter relationship, Xiang was abducted by Shadaloo in front of Chun-Li"
vega,chun-li,bison,Chun-Li defeats Vega and leaves her hanging by the side of a building.,"Chun-Li learns more about Bison from spying on his henchman Balrog and overhearing a property owner being asked to hand over the rights to a docking harbor, allowing the shipment of the 'White Rose'."
vega,chun-li,gen,Chun-Li defeats Vega and leaves her hanging by the side of a building.,Chun-Li reunites with Gen after escaping from Bison's henchmen. Gen heals Chun-Li's wounds and continues with her training.
vega,chun-li,guards,Chun-Li defeats Vega and leaves her hanging by the side of a building.,Chun-Li beats up the guards while escaping from Bison's henchmen. Angered Thai locals then attack Bison's forces.
vega,chun-li,bison,Chun-Li defeats Vega and leaves her hanging by the side of a building.,"During the battle against Bison, Chun-Li charges up a Kikoken, shoots it at him, and knocks him off before she breaks his neck with her legs."
chun-li,gen,bison,Chun-Li reunites with Gen after escaping from Bison's henchmen. Gen heals Chun-Li's wounds and continues with her training.,"Gen reveals more of Bison's past during lunch, including how he was born in Bangkok to Irish missionaries but abandoned as an infant, grew up an orphan, and lived his life as a thief. He killed his pregnant wife and transferred his conscience to their prematurely born daughter."
chun-li,gen,balrog,Chun-Li reunites with Gen after escaping from Bison's henchmen. Gen heals Chun-Li's wounds and continues with her training.,"Gen enters a ship and faces off Balrog, ultimately killing him."
chun-li,gen,ryu,Chun-Li reunites with Gen after escaping from Bison's henchmen. Gen heals Chun-Li's wounds and continues with her training.,"Gen shows Chun-Li a newspaper advert for an upcoming Street Fighter tournament, telling her that a fighter named Ryu might be a recruit for their cause."
nash,chun-li,xiang,Chun-Li asks Nash to back her up in taking down Bison.,"Father and daughter relationship, Xiang was abducted by Shadaloo in front of Chun-Li"
