node_1,node_2,node_3,edge_1,edge_2
lily,dr. john dolittle,queen victoria,"Lily was Dr. John Dolittle's wife who passed away at sea, leading him to retreat from human society and only tend to animals.","Dr. John Dolittle was summoned by Queen Victoria to treat her illness caused by poisoning with nightshade. Dr. Blair Müdfly, who is Dolittle's lifelong rival, was also present during the examination."
queen victoria's palace,dr. john dolittle,queen victoria,Dr. John Dolittle was invited to Queen Victoria's palace to treat her illness caused by poisoning with nightshade.,"Dr. John Dolittle was summoned by Queen Victoria to treat her illness caused by poisoning with nightshade. Dr. Blair Müdfly, who is Dolittle's lifelong rival, was also present during the examination."
dolittle,rassouli,dolittle,"Dolittle tries to steal Lily's journal from Rassouli, who apprehends him and locks him in with a moody tiger named Barry.",Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.
barry,dolittle,lily's father king rassouli,Dolittle stalls Barry until Chee-Chee locates him and finds the courage to defeat him.,"Dolittle brings his expedition to Monteverde, ruled over by Lily's father King Rassouli."
barry,dolittle,rassouli,Dolittle stalls Barry until Chee-Chee locates him and finds the courage to defeat him.,"Dolittle tries to steal Lily's journal from Rassouli, who apprehends him and locks him in with a moody tiger named Barry."
barry,dolittle,victoria,Dolittle stalls Barry until Chee-Chee locates him and finds the courage to defeat him.,Dolittle returns in time to cure Victoria
barry,dolittle,tommy,Dolittle stalls Barry until Chee-Chee locates him and finds the courage to defeat him.,Dolittle takes on Tommy as his apprentice
rassouli,dolittle,lily's father king rassouli,Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.,"Dolittle brings his expedition to Monteverde, ruled over by Lily's father King Rassouli."
rassouli,dolittle,rassouli,Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.,"Dolittle tries to steal Lily's journal from Rassouli, who apprehends him and locks him in with a moody tiger named Barry."
rassouli,dolittle,victoria,Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.,Dolittle returns in time to cure Victoria
rassouli,dolittle,tommy,Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.,Dolittle takes on Tommy as his apprentice
