node_1,node_2,node_3,edge_1,edge_2
gordon mitchell,cole burris,gail stern,Gordon Mitchell and Cole Burris are both members of the team searching for the Blood Orchid.,Cole Burris and Gail Stern are both members of the team searching for the Blood Orchid.
dr. jack byron,captain bill johnson,tran wu,Dr. Jack Byron convinces Captain Bill Johnson to take an unsafe path during their search for the Blood Orchid.,Captain Bill Johnson and his partner Tran Wu take an unsafe path during their search for the Blood Orchid despite their misgivings.
cole burris,gail stern,crocodile,Cole Burris and Gail Stern are both members of the team searching for the Blood Orchid.,Gail Stern falls into the water and is attacked by a crocodile while searching for the Blood Orchid.
dr. ben douglas,anaconda,blood orchid,Dr. Ben Douglas is attacked by a giant anaconda while searching for the Blood Orchid.,"A giant anaconda emerges from the water and swallows Dr. Ben Douglas, who was searching for the Blood Orchid."
dr. ben douglas,anaconda,ben,Dr. Ben Douglas is attacked by a giant anaconda while searching for the Blood Orchid.,A giant anaconda emerges from the water and swallows Ben.
jack,orchids,food chain,"Jack realizes the orchids must be nearby,","Orchids are a part of the food chain,"
gail,orchids,food chain,Gail contends that the orchids may not work on humans.,"Orchids are a part of the food chain,"
sam,anacondas,blood orchid,"Sam falls into a pit filled with anacondas, but she manages to climb out of it while one of the snakes tries to get her.","The team of researchers is set for an expedition to search for the Blood Orchid, which they believe will bring humans to a longer and healthier life. Anacondas inhabit the island where they are searching."
bill,anaconda,blood orchid,"The anacondas try to get Bill, but he and the survivors manage to escape from them.","A giant anaconda emerges from the water and swallows Dr. Ben Douglas, who was searching for the Blood Orchid."
bill,anaconda,ben,"The anacondas try to get Bill, but he and the survivors manage to escape from them.",A giant anaconda emerges from the water and swallows Ben.
bill,sam,anacondas,"The survivors of the anaconda attack - Bill, Sam, Cole, and Gail - make it back to the raft and head to Kota Bharu.","Sam falls into a pit filled with anacondas, but she manages to climb out of it while one of the snakes tries to get her."
