node_1,node_2,node_3,edge_1,edge_2
darcy tirrel,transformium,earth,"Geologist Darcy Tirrel excavates the Transformium for K.S.I. Industries, using it to build Transformer drones.","65 million years ago, an alien race known as the 'Creators' used devices called Seeds to cover Earth with a metallic alloy called 'Transformium', supposedly wiping out the dinosaurs in the process."
optimus,authorities,alerts,"Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades.",James alerts the authorities...
optimus,galvatron,stinger,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Joshua Joyce has created prototype Transformer soldiers, Galvatron and Stinger using the captured Brains and Megatron's head."
optimus,galvatron,optimus,"During the battle, Galvatron battles Optimus and gets autonomously freed from control.","Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown."
james savoy,authorities,alerts,"Attinger's field commanding operative, James Savoy, attacks the Yeager farm to collect an advertised reward and alerts the authorities.",James alerts the authorities...
lockdown,optimus,authorities,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades."
lockdown,optimus,stefan,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Tessa's secret boyfriend, Stefan (Shane Dyson), helps Optimus and Tessa during the pursuit against Attinger's field commanding operative."
lockdown,optimus,galvatron,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","During the battle, Galvatron battles Optimus and gets autonomously freed from control."
lockdown,optimus,lockdown,"During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown."
optimus,lockdown,cybertronian assassin and bounty hunter,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","Lockdown, a Cybertronian assassin and bounty hunter working for the Creators..."
optimus,lockdown,optimus,"Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown.","During the battle, Lockdown abducts both Optimus and Tessa while Galvatron retreats."
galvatron,optimus,authorities,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Cade attempts to turn Optimus over to the authorities but instead fixes him, leading Lucas to alert the authorities which results in Attinger's field commanding operative attacking the Yeager farm. However, Optimus and Tessa's secret boyfriend, Irish rally car driver Shane Dyson, rescue the family during the pursuit, and Lucas is killed by one of Lockdown's grenades."
galvatron,optimus,stefan,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Tessa's secret boyfriend, Stefan (Shane Dyson), helps Optimus and Tessa during the pursuit against Attinger's field commanding operative."
galvatron,optimus,galvatron,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","During the battle, Galvatron battles Optimus and gets autonomously freed from control."
galvatron,optimus,lockdown,"Galvatron retreats, vowing to return after being defeated by Optimus in a one-on-one battle during the lockdown.","Optimus defeats Lockdown and uses his grenades to destroy the remaining drones, avenging Tessa and Shane who were held captive by him during the lockdown."
yeagers,autobots,granted sanctuary,"Optimus asks the Autobots to protect the Yeagers after they offer their help in building a new home for the Autobots, following the lockdown.",Though the public believes that the Autobots were granted sanctuary...
joshua,autobots,granted sanctuary,"Joshua offers to help the Autobots build a new home and flies away into space with the Seed, sending a message to the Creators that he is coming for them during the lockdown.",Though the public believes that the Autobots were granted sanctuary...
