node_1,node_2,node_3,edge_1,edge_2
victoria,jellicles,lion statue,"Abandoned by her owner in the streets of London, Victoria is rescued and introduced to a group of alley cats known as the Jellicles who prepare her for the annual Jellicle Ball.","The Jellicles, reunited with their kidnapped brethren, and perched on a lion statue, watch Grizabella ascend as the morning sun appears above the horizon."
victoria,old deuteronomy,mr. mistoffelees,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.,"Old Deuteronomy asks Mr. Mistoffelees to use his powers to conjure Old Deuteronomy back, and he eventually succeeds in doing so."
victoria,old deuteronomy,cats,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.,The cats rejoice and praise Old Deuteronomy when he reappears.
victoria,old deuteronomy,grizabella,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.,Old Deuteronomy names Grizabella the Jellicle Choice and sends her off to the Heaviside Layer in a chandelier.
victoria,old deuteronomy,victoria,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.
grizabella,victoria,jellicles,Victoria relates to Grizabella's feelings of abandonment.,"Abandoned by her owner in the streets of London, Victoria is rescued and introduced to a group of alley cats known as the Jellicles who prepare her for the annual Jellicle Ball."
grizabella,victoria,mistoffelees,Victoria relates to Grizabella's feelings of abandonment.,Mr. Mistoffelees takes Victoria under his wing and shows her the world of the Jellicles during their preparations for the Jellicle Ball.
grizabella,victoria,family dog,Victoria relates to Grizabella's feelings of abandonment.,"The family dog is alerted to the presence of Victoria, Mungojerrie, and Rumpleteazer during preparations for the Jellicle Ball."
grizabella,victoria,old deuteronomy,Victoria relates to Grizabella's feelings of abandonment.,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.
grizabella,victoria,grizabella,Victoria relates to Grizabella's feelings of abandonment.,Victoria vouches for Grizabella and urges her to sing her true feelings when she returns to the Egyptian Theatre.
cassandra,grizabella,victoria,Cassandra harasses Grizabella,Victoria relates to Grizabella's feelings of abandonment.
cassandra,grizabella,jellicles,Cassandra harasses Grizabella,"The Jellicles listen to Grizabella's passionate ballad about her mistakes, her former glory, and her beauty, sentiments that touch their hearts."
old deuteronomy,mr. mistoffelees,victoria,"Old Deuteronomy asks Mr. Mistoffelees to use his powers to conjure Old Deuteronomy back, and he eventually succeeds in doing so.",Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.
mr. mistoffelees,victoria,jellicles,Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.,"Abandoned by her owner in the streets of London, Victoria is rescued and introduced to a group of alley cats known as the Jellicles who prepare her for the annual Jellicle Ball."
mr. mistoffelees,victoria,mistoffelees,Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.,Mr. Mistoffelees takes Victoria under his wing and shows her the world of the Jellicles during their preparations for the Jellicle Ball.
mr. mistoffelees,victoria,family dog,Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.,"The family dog is alerted to the presence of Victoria, Mungojerrie, and Rumpleteazer during preparations for the Jellicle Ball."
mr. mistoffelees,victoria,old deuteronomy,Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.
mr. mistoffelees,victoria,grizabella,Mr. Mistoffelees and Victoria dance together after Mr. Mistoffelees makes Old Deuteronomy reappear.,Victoria vouches for Grizabella and urges her to sing her true feelings when she returns to the Egyptian Theatre.
victoria,grizabella,victoria,Victoria vouches for Grizabella and urges her to sing her true feelings when she returns to the Egyptian Theatre.,Victoria relates to Grizabella's feelings of abandonment.
victoria,grizabella,jellicles,Victoria vouches for Grizabella and urges her to sing her true feelings when she returns to the Egyptian Theatre.,"The Jellicles listen to Grizabella's passionate ballad about her mistakes, her former glory, and her beauty, sentiments that touch their hearts."
old deuteronomy,grizabella,victoria,Old Deuteronomy names Grizabella the Jellicle Choice and sends her off to the Heaviside Layer in a chandelier.,Victoria relates to Grizabella's feelings of abandonment.
old deuteronomy,grizabella,jellicles,Old Deuteronomy names Grizabella the Jellicle Choice and sends her off to the Heaviside Layer in a chandelier.,"The Jellicles listen to Grizabella's passionate ballad about her mistakes, her former glory, and her beauty, sentiments that touch their hearts."
grizabella,jellicles,lion statue,"The Jellicles listen to Grizabella's passionate ballad about her mistakes, her former glory, and her beauty, sentiments that touch their hearts.","The Jellicles, reunited with their kidnapped brethren, and perched on a lion statue, watch Grizabella ascend as the morning sun appears above the horizon."
old deuteronomy,victoria,jellicles,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.,"Abandoned by her owner in the streets of London, Victoria is rescued and introduced to a group of alley cats known as the Jellicles who prepare her for the annual Jellicle Ball."
old deuteronomy,victoria,mistoffelees,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.,Mr. Mistoffelees takes Victoria under his wing and shows her the world of the Jellicles during their preparations for the Jellicle Ball.
old deuteronomy,victoria,family dog,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.,"The family dog is alerted to the presence of Victoria, Mungojerrie, and Rumpleteazer during preparations for the Jellicle Ball."
old deuteronomy,victoria,old deuteronomy,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.,Old Deuteronomy witnesses their quiet camaraderie and assures Victoria that she can become a Jellicle herself in time.
old deuteronomy,victoria,grizabella,Old Deuteronomy welcomes Victoria to the tribe at the end of the story.,Victoria vouches for Grizabella and urges her to sing her true feelings when she returns to the Egyptian Theatre.
