node_1,node_2,node_3,edge_1,edge_2
traitoro,leonidas,oracle ugly betty,"Accompanied by Spartan politician Traitoro, Persian messenger presents Persian King Xerxes' demands for Sparta's submission; Despite Traitoro's advice that the messenger's guards are now needed to convey the actual message, Leonidas kicks them in as well",Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
traitoro,leonidas,xerxes,"Accompanied by Spartan politician Traitoro, Persian messenger presents Persian King Xerxes' demands for Sparta's submission; Despite Traitoro's advice that the messenger's guards are now needed to convey the actual message, Leonidas kicks them in as well",Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
paris hilton,leonidas,oracle ugly betty,Paris Hilton encounters Leonidas while facing off against Xerxes' messenger and his Immortals.,Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
paris hilton,leonidas,xerxes,Paris Hilton encounters Leonidas while facing off against Xerxes' messenger and his Immortals.,Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
dilio,leonidas,oracle ugly betty,Dilio is a slightly unfit Spartan soldier who serves under Leonidas at the Hot Gates.,Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
dilio,leonidas,xerxes,Dilio is a slightly unfit Spartan soldier who serves under Leonidas at the Hot Gates.,Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
xerxes' messenger and his immortals,leonidas,oracle ugly betty,Leonidas faces off against Xerxes' messenger and his Immortals at the Hot Gates.,Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
xerxes' messenger and his immortals,leonidas,xerxes,Leonidas faces off against Xerxes' messenger and his Immortals at the Hot Gates.,Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
xerxes,leonidas,oracle ugly betty,Xerxes personally approaches Leonidas to bribe him during their faceoff.,Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
xerxes,leonidas,xerxes,Xerxes personally approaches Leonidas to bribe him during their faceoff.,Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
xerxestron,leonidas,oracle ugly betty,"Xerxestron accidentally trips on his extension cord and falls on Leonidas and the surviving Spartans, killing them.",Leonidas consults the Oracle Ugly Betty for advice before going to war against Persians.
xerxestron,leonidas,xerxes,"Xerxestron accidentally trips on his extension cord and falls on Leonidas and the surviving Spartans, killing them.",Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.
captain,xerxes,leonidas,Captain avenges Sonio with Botox poisoning before being struck down by Xerxes.,Xerxes personally approaches Leonidas to bribe him during their faceoff.
leonidas,xerxes,leonidas,Leonidas pursues Xerxes and plays Grand Theft Auto: San Andreas.,Xerxes personally approaches Leonidas to bribe him during their faceoff.
hilton,xerxes,leonidas,"Deciding to betray the Spartans, Hilton tells Xerxes where the goat path is in return for various gifts and for having her deformed hump removed.",Xerxes personally approaches Leonidas to bribe him during their faceoff.
