node_1,node_2,node_3,edge_1,edge_2
kevin james,hubie halloween,adam sandler,Kevin James is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
julie bowen,hubie halloween,adam sandler,Julie Bowen is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
maya rudolph,hubie halloween,adam sandler,Maya Rudolph is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
steve buscemi,hubie halloween,adam sandler,Steve Buscemi is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
rob schneider,hubie halloween,adam sandler,Rob Schneider is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
tim meadows,hubie halloween,adam sandler,Tim Meadows is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
colin quinn,hubie halloween,adam sandler,Colin Quinn is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
blake clark,hubie halloween,adam sandler,Blake Clark is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
shaquille o'neal,hubie halloween,adam sandler,Shaquille O'Neal is a part of the cast for Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
ray liotta,hubie halloween,adam sandler,Ray Liotta is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
michael chiklis,hubie halloween,adam sandler,Michael Chiklis is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
kenan thompson,hubie halloween,adam sandler,Kenan Thompson is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
peyton list,hubie halloween,adam sandler,Peyton List is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
china anne mcclain,hubie halloween,adam sandler,China Anne McClain is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
paris berelc,hubie halloween,adam sandler,Paris Berelc is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
june squibb,hubie halloween,adam sandler,June Squibb is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
noah schnapp,hubie halloween,adam sandler,Noah Schnapp is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
mikey day,hubie halloween,adam sandler,Mikey Day is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
melissa villaseñor,hubie halloween,adam sandler,Melissa Villaseñor is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
kym whitley,hubie halloween,adam sandler,Kym Whitley is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
lavell crawford,hubie halloween,adam sandler,Lavell Crawford is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
betsy sodaro,hubie halloween,adam sandler,Betsy Sodaro is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
george wallace,hubie halloween,adam sandler,George Wallace is attached to Hubie Halloween.,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
