node_1,node_2,node_3,edge_1,edge_2
universal pictures,cats,visual effects,"Universal Pictures, which had purchased the film rights to Cats many years earlier, was putting the project into active development in December 2013.",The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
universal pictures,cats,troubled production,"Universal Pictures, which had purchased the film rights to Cats many years earlier, was putting the project into active development in December 2013.",The Daily Beast reported a troubled production for Cats.
universal pictures,cats,real-life references of cats,"Universal Pictures, which had purchased the film rights to Cats many years earlier, was putting the project into active development in December 2013.","Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
rum tum tugger,jennyanydots,munkustrap,Jennyanydots mentions Rum Tum Tugger as one of the cats she takes care of in this song,both cats appear in this song as Munkustrap explains Jennyanydots' role in taking care of the other Jellicle Cats
grizabella,victoria,old deuteronomy,both cats appear in this song as Victoria comforts Grizabella before she sings 'Memory',both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition
grizabella,victoria,old deuteronomy,both cats appear in this song as Victoria encourages Grizabella to sing 'Memory',both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition
victoria,old deuteronomy,munkustrap,both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition,both cats appear in this song as Munkustrap explains Old Deuteronomy's role in the Jellicle Ball tradition
cats,visual effects,uncanny valley,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
anuses,cats,visual effects,"An early, half-finished iteration of Cats featured visible anuses.",The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
anuses,cats,troubled production,"An early, half-finished iteration of Cats featured visible anuses.",The Daily Beast reported a troubled production for Cats.
anuses,cats,real-life references of cats,"An early, half-finished iteration of Cats featured visible anuses.","Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
vfx,cats,visual effects,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
vfx,cats,troubled production,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,The Daily Beast reported a troubled production for Cats.
vfx,cats,real-life references of cats,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
mill film montreal,vfx,cats,Substantial work on the VFX for Cats was performed at Mill Film Montreal.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.
adelaide,vfx,cats,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.
bustopher jones,visual effects,uncanny valley,"At the 92nd Academy Awards, Corden and Wilson presented Best Visual Effects in character as Bustopher Jones and Jennyanydots from the film. However, their portrayal of the characters mocked the film's CGI, leading to criticism from the production's VFX animators who were laid off following the film's production when Mill Film Montreal and MPC Vancouver closed. This also condemnation by the Visual Effects Society, an organization representing the VFX industry.","The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
