node_1,node_2,node_3,edge_1,edge_2
alien technology,esd,earth space defense,"The ESD reverse-engineers alien technology, implying that the aliens' technology is within its scope of study and utilization.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
extraterrestrial threats,esd,earth space defense,"The ESD serves as Earth's alert system against extraterrestrial threats, indicating that it is equipped to handle and respond to potential invasions from outer space.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
area 51,esd,earth space defense,"The ESD has established Area 51 as its headquarters, further elaborating on the extent of its operations and infrastructure.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
moon,esd,earth space defense,"The ESD has set up bases on the Moon, indicating its presence and activities in our solar system's neighboring body.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
mars,esd,earth space defense,"The ESD has also set up bases on Mars, underscoring its ambitiousness and scope of operations in our solar system.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
rhea,esd,earth space defense,"The ESD has fortified against future invasions by setting up bases on Rhea, highlighting the importance of this moon of Saturn in its defense strategy.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
orbital defense satellites,esd,earth space defense,"The ESD has orbital defense satellites above Earth, reflecting its sophisticated technological capabilities and proactive approach to space-based security.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
war of 1996,esd,earth space defense,"The ESD was founded twenty years after the War of 1996, hinting at a possible connection between the two events.",The Earth Space Defense (ESD) is a global defense advanced research program founded by the United Nations after the War of 1996 to reverse-engineer alien technology and serve as Earth's alert system against extraterrestrial threats.
rain lao,harvesters,virtual intelligence,"The Harvesters are targeting refugees from other worlds, including Rain Lao's planet.","The virtual intelligence reveals that its mission is to evacuate survivors, including those targeted by the Harvesters."
rain lao,harvesters,alien fighters,"The Harvesters are targeting refugees from other worlds, including Rain Lao's planet.","The Queen, leader of the Harvesters, has ordered to kill the sphere before it falls into human hands as it contains crucial information for their resistance. Without the Queen's guidance, all remaining alien fighters become inactive."
harvesters,virtual intelligence,container,"The virtual intelligence reveals that its mission is to evacuate survivors, including those targeted by the Harvesters.","Okun opens the rescued container and releases a giant white sphere of virtual intelligence,"
harvesters,virtual intelligence,harvester queen,"The virtual intelligence reveals that its mission is to evacuate survivors, including those targeted by the Harvesters.",The Harvester Queen becomes aware of the location of the virtual intelligence.
virtual intelligence,harvester queen,rain lao,The Harvester Queen becomes aware of the location of the virtual intelligence.,The Harvester Queen tries to extract information about the refugee planet from Rain Lao.
virtual intelligence,harvester queen,whitmore,The Harvester Queen becomes aware of the location of the virtual intelligence.,Whitmore volunteers to lead a suicide mission to lure the Harvester Queen's ship into a trap.
harvester queen,rain lao,harvesters,The Harvester Queen tries to extract information about the refugee planet from Rain Lao.,"The Harvesters are targeting refugees from other worlds, including Rain Lao's planet."
patricia,harvester queen,rain lao,"During the engagement, Patricia deactivates the Harvester Queen's shield with a critical hit.",The Harvester Queen tries to extract information about the refugee planet from Rain Lao.
patricia,harvester queen,whitmore,"During the engagement, Patricia deactivates the Harvester Queen's shield with a critical hit.",Whitmore volunteers to lead a suicide mission to lure the Harvester Queen's ship into a trap.
mothership,harvesters,virtual intelligence,"The Mothership stops drilling and retreats to space as the Harvesters' leader, the Queen, is gone.","The virtual intelligence reveals that its mission is to evacuate survivors, including those targeted by the Harvesters."
mothership,harvesters,alien fighters,"The Mothership stops drilling and retreats to space as the Harvesters' leader, the Queen, is gone.","The Queen, leader of the Harvesters, has ordered to kill the sphere before it falls into human hands as it contains crucial information for their resistance. Without the Queen's guidance, all remaining alien fighters become inactive."
