node_1,node_2,node_3,edge_1,edge_2
glen/glenda,chucky,living doll,"Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky","Chucky accepts his life as a living doll and no longer wishes to become human, disgusted by this realization."
glen/glenda,chucky,tiffany,"Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky",but Chucky breaks in and kills Tiffany with an axe.
glen/glenda,chucky,glen,"Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky","Chucky assumes it's Glenda,"
glen/glenda,chucky,glen,"Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky","Glen dismembers Chucky,"
tiffany,glen/glenda,chucky,"Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'","Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky"
tiffany,glen/glenda,chucky,"Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'",Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters
pete peters,glen/glenda,chucky,"Chucky takes Glen/Glenda on a secret joyride to kill Pete Peters, a paparazzo who had been following Jennifer around","Parent-child relationship between Glen/Glenda, who is gender-confused, and Chucky"
pete peters,glen/glenda,chucky,"Chucky takes Glen/Glenda on a secret joyride to kill Pete Peters, a paparazzo who had been following Jennifer around",Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters
glen/glenda,chucky,living doll,Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters,"Chucky accepts his life as a living doll and no longer wishes to become human, disgusted by this realization."
glen/glenda,chucky,tiffany,Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters,but Chucky breaks in and kills Tiffany with an axe.
glen/glenda,chucky,glen,Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters,"Chucky assumes it's Glenda,"
glen/glenda,chucky,glen,Glen/Glenda is horrified while Chucky is delighted by the accidental killing of Peters,"Glen dismembers Chucky,"
jennifer,tiffany,glen/glenda,"Jennifer wakes up believing she is pregnant, but Tiffany guts Redman in anger over his misogyny, which Jennifer witnesses.","Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'"
jennifer,tiffany,glen/glenda,"Tiffany drugs Jennifer and begins to possess her,","Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'"
chucky,tiffany,glen/glenda,but Chucky breaks in and kills Tiffany with an axe.,"Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'"
glen,chucky,living doll,"Devastated, Glen snaps and attacks Chucky,","Chucky accepts his life as a living doll and no longer wishes to become human, disgusted by this realization."
glen,chucky,tiffany,"Devastated, Glen snaps and attacks Chucky,",but Chucky breaks in and kills Tiffany with an axe.
glen,chucky,glen,"Devastated, Glen snaps and attacks Chucky,","Chucky assumes it's Glenda,"
glen,chucky,glen,"Devastated, Glen snaps and attacks Chucky,","Glen dismembers Chucky,"
chucky,glen,chucky,"Chucky assumes it's Glenda,","Devastated, Glen snaps and attacks Chucky,"
chucky,glen,chucky,"Chucky assumes it's Glenda,","Meanwhile, Glen opens a birthday present to find Chucky's severed arm,"
chucky,glen,chucky,"Glen dismembers Chucky,","Devastated, Glen snaps and attacks Chucky,"
chucky,glen,chucky,"Glen dismembers Chucky,","Meanwhile, Glen opens a birthday present to find Chucky's severed arm,"
jennifer,tiffany,glen/glenda,Tiffany had successfully transferred her soul into Jennifer's body.,"Parent-child relationship between Tiffany and Glen/Glenda, whom she calls 'Glenda'"
glen,chucky,living doll,"Meanwhile, Glen opens a birthday present to find Chucky's severed arm,","Chucky accepts his life as a living doll and no longer wishes to become human, disgusted by this realization."
glen,chucky,tiffany,"Meanwhile, Glen opens a birthday present to find Chucky's severed arm,",but Chucky breaks in and kills Tiffany with an axe.
glen,chucky,glen,"Meanwhile, Glen opens a birthday present to find Chucky's severed arm,","Chucky assumes it's Glenda,"
glen,chucky,glen,"Meanwhile, Glen opens a birthday present to find Chucky's severed arm,","Glen dismembers Chucky,"
