node_1,node_2,node_3,edge_1,edge_2
disaster movie,matt lanter,goodie two shoes,"Lead actor Matt Lanter, whose real name is Matthew Mackendrick Lanter, starred in the comedy disaster movie Disaster Movie.",Matt Lanter was cast as the lead in Goodie Two Shoes.
disaster movie,vanessa minnillo,goodie two shoes,Actress Vanessa Minnillo played the character Amy in the movie Disaster Movie.,Vanessa Minnillo signed up to be a main cast member in Goodie Two Shoes.
disaster movie,gary 'g thang' johnson,goodie two shoes,Actor Gary 'G Thang' Johnson portrayed the character Calvin in the comedy disaster movie Disaster Movie.,Gary 'G Thang' Johnson signed up to be a main cast member in Goodie Two Shoes.
disaster movie,carmen electra,goodie two shoes,Actress Carmen Electra appeared as the Beautiful Assassin in the movie Disaster Movie.,Carmen Electra signed up to be a main cast member in Goodie Two Shoes.
april 28,disaster movie,matt lanter,Filming for the comedy disaster movie Disaster Movie commenced on April 28 and concluded on June 6 in Louisiana.,"Lead actor Matt Lanter, whose real name is Matthew Mackendrick Lanter, starred in the comedy disaster movie Disaster Movie."
april 28,disaster movie,vanessa minnillo,Filming for the comedy disaster movie Disaster Movie commenced on April 28 and concluded on June 6 in Louisiana.,Actress Vanessa Minnillo played the character Amy in the movie Disaster Movie.
april 28,disaster movie,gary 'g thang' johnson,Filming for the comedy disaster movie Disaster Movie commenced on April 28 and concluded on June 6 in Louisiana.,Actor Gary 'G Thang' Johnson portrayed the character Calvin in the comedy disaster movie Disaster Movie.
april 28,disaster movie,carmen electra,Filming for the comedy disaster movie Disaster Movie commenced on April 28 and concluded on June 6 in Louisiana.,Actress Carmen Electra appeared as the Beautiful Assassin in the movie Disaster Movie.
william elliott,disaster movie,matt lanter,"Oscar-nominated production designer William Elliott worked on the sets for Disaster Movie, having done so for other films in the Date series.","Lead actor Matt Lanter, whose real name is Matthew Mackendrick Lanter, starred in the comedy disaster movie Disaster Movie."
william elliott,disaster movie,vanessa minnillo,"Oscar-nominated production designer William Elliott worked on the sets for Disaster Movie, having done so for other films in the Date series.",Actress Vanessa Minnillo played the character Amy in the movie Disaster Movie.
william elliott,disaster movie,gary 'g thang' johnson,"Oscar-nominated production designer William Elliott worked on the sets for Disaster Movie, having done so for other films in the Date series.",Actor Gary 'G Thang' Johnson portrayed the character Calvin in the comedy disaster movie Disaster Movie.
william elliott,disaster movie,carmen electra,"Oscar-nominated production designer William Elliott worked on the sets for Disaster Movie, having done so for other films in the Date series.",Actress Carmen Electra appeared as the Beautiful Assassin in the movie Disaster Movie.
