node_1,node_2,node_3,edge_1,edge_2
tiffany & co.,julia,wedding dress,Grant takes Julia to Tiffany & Co. After their engagement,"Helps Julia shop for wedding dress at bridal shop, indicating a significant role of Andy in Julia's wedding preparations."
tiffany & co.,julia,power box,Grant takes Julia to Tiffany & Co. After their engagement,"Hits head on power box and gains ability to read people's thoughts, revealing a causal relationship between Julia's action and her newfound skill."
tiffany & co.,julia,andy,Grant takes Julia to Tiffany & Co. After their engagement,"Reads Andy's mind and realises his desire to get back together with Grant, indicating a potential threat to Julia's marriage with Grant."
tiffany & co.,julia,grant,Grant takes Julia to Tiffany & Co. After their engagement,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia."
tiffany & co.,julia,nicky,Grant takes Julia to Tiffany & Co. After their engagement,"Agrees to marry Nicky due to regret over marriage with Grant, indicating a shift in Julia's preference."
tiffany & co.,julia,flashbacks,Grant takes Julia to Tiffany & Co. After their engagement,"Has flashbacks about her and Grant while standing at altar, indicating an ongoing emotional attachment between Julia and Grant."
julia,grant,julia,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her."
julia,grant,king kong,"Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia.","Grant and Julia go to Skull Island and film a woman tied between two poles. King Kong rips off her dress and gropes her, Anne says 'I like hairy boys', so King Kong flattens her."
grant,julia,wedding dress,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Helps Julia shop for wedding dress at bridal shop, indicating a significant role of Andy in Julia's wedding preparations."
grant,julia,power box,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Hits head on power box and gains ability to read people's thoughts, revealing a causal relationship between Julia's action and her newfound skill."
grant,julia,andy,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Reads Andy's mind and realises his desire to get back together with Grant, indicating a potential threat to Julia's marriage with Grant."
grant,julia,grant,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Arrives late at wedding and witnesses Grant's kiss with Andy, causing emotional distress for Julia."
grant,julia,nicky,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Agrees to marry Nicky due to regret over marriage with Grant, indicating a shift in Julia's preference."
grant,julia,flashbacks,"Get back together and get married with Hitch officiating and now dating Jell-O. Julia arrives too late and sees Grant on the streets before she falls off the roof, though Grant conveniently catches her.","Has flashbacks about her and Grant while standing at altar, indicating an ongoing emotional attachment between Julia and Grant."
