node_1,node_2,node_3,edge_1,edge_2
barry,kara,barry,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,The Barrys repeatedly time travel to save Batman and Kara but keep failing.
kara,barry,2013-barry,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"Barry is struggling to train his future self, 2013-Barry."
kara,barry,general zod,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,Barry is trying to fight against General Zod's invasion of Earth.
kara,barry,justice league,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"Barry, along with his future self, tries to assemble the Justice League but fails due to the unavailability of certain members."
kara,barry,diana,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,Barry and his future self are unable to locate Diana while trying to assemble the Justice League.
kara,barry,victor stone,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"In this timeline, Victor Stone has not gained his abilities yet, making it difficult for Barry and his future self to assemble the Justice League."
kara,barry,arthur curry,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"In this timeline, Arthur Curry never existed, which presents a challenge for Barry and his future self when trying to assemble the Justice League."
kara,barry,elder 2013-barry,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"is angry with younger self for revealing his intention to reverse the changes he made to the timeline by letting Nora die. The elder 2013-Barry attempts to kill Barry, but instead impales young 2013-Barry, who sacrifices himself to save Barry and wipe his future self from the timeline."
kara,barry,future version of 2013-barry,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"initially knocked Barry out of the Speed Force and is revealed to be an older, future version of 2013-Barry who still believes he can defeat Zod and save his Earth."
kara,barry,kara,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,The Barrys repeatedly time travel to save Batman and Kara but keep failing.
kara,barry,multiverse,The Barrys repeatedly time travel to save Batman and Kara but keep failing.,"As 2013-Barry travels, the multiverse starts to implode."
