node_1,node_2,node_3,edge_1,edge_2
slender man,chloe,lizzie,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.","After meeting the Slender Man up close, Chloe's panic attack leads to Lizzie suffering a major one as well."
slender man,chloe,blindfolds,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.",Wren instructs Chloe and Hallie to don blindfolds while contacting the Slender Man for fear of death or madness.
slender man,chloe,picture,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her.",Chloe offers a picture of her and her father taken prior to his passing a few months afterwards to retrieve Katie from the Slender Man's clutches.
wren,slender man,disturbing video,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,the girls discovered a link to a disturbing video on a website that demonstrated how to reach Slender Man in the context.
wren,slender man,character,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,slender man is identified as a character in the context.
wren,slender man,chloe,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"The Slender Man infects Chloe's mind similar to a virus, eventually driving her completely insane or kidnapping her."
wren,slender man,lizzie,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Lizzie approached Wren with interest in Slender Man and asked that she accompany her to the woods, where she offered him her teddy bear. The sacrifices they gave him earlier were insufficient, as he will only rest once he has seized all of them physically."
wren,slender man,wren,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims."
wren,slender man,allison riley,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"One of Slender Man's victims was Allison Riley, a psychiatric patient who claimed that the malevolent entity absconded with nine of her peers."
wren,slender man,hallie,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Encountering information about Slender Man and his victims in Wren's bedroom, Hallie confronts Wren. After Hallie dissuades her from committing suicide, Wren confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear."
wren,slender man,hallie,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.,"Feeling guilty for causing the recent chain of events, Wren breaks down and confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear. Hallie realizes that Lizzie's sole available option for rescuing is to sacrifice herself to him."
hallie,wren,slender man,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.,Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.
hallie,wren,hallie,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.,Wren and Hallie are part of a trio trying to retrieve Katie from the Slender Man's clutches by 'unveiling themselves'.
hallie,wren,handmade pottery,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.,Wren brings a piece of handmade pottery that she created when she was five years old to retrieve Katie from the Slender Man's clutches.
wren,hallie,wren,Wren and Hallie are part of a trio trying to retrieve Katie from the Slender Man's clutches by 'unveiling themselves'.,Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.
slender man,wren,slender man,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren researches Slender Man mythology at the local library and suffers from frightening visions when he enters the library and attacks her.
slender man,wren,hallie,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren and Hallie are part of a trio trying to retrieve Katie from the Slender Man's clutches by 'unveiling themselves'.
slender man,wren,handmade pottery,"Aided by Lizzie, Wren attempted to contact Slender Man. Scouring her computer, Hallie discovers this information in her bedroom concerning Slender Man and his victims.",Wren brings a piece of handmade pottery that she created when she was five years old to retrieve Katie from the Slender Man's clutches.
slender man,hallie,wren,"Encountering information about Slender Man and his victims in Wren's bedroom, Hallie confronts Wren. After Hallie dissuades her from committing suicide, Wren confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear.",Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.
slender man,hallie,wren,"Feeling guilty for causing the recent chain of events, Wren breaks down and confesses that Lizzie approached her with interest in the Slender Man and asked that she accompany her to the woods, where she offered him teddy bear. Hallie realizes that Lizzie's sole available option for rescuing is to sacrifice herself to him.",Wren chastises Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom.
