node_1,node_2,node_3,edge_1,edge_2
t.j.,heinz hummer,german gigolo heinz hummer,"Deuce found German gigolo Heinz Hummer asleep in an alley behind a coffee shop; believing he is high, Deuce takes him to T.J.'s boat","Deuce found German gigolo Heinz Hummer asleep in an alley behind a coffee shop; believing he is high, Deuce takes him to T.J.'s boat"
deuce,eva,items used by the man-whore killer,"Deuce meets Gaspar's niece, Eva, who suffers from extreme obsessive–compulsive disorder.",Deuce visits Eva's apartment and discovers items used by the Man-whore Killer.
deuce,eva,deuce,"Deuce meets Gaspar's niece, Eva, who suffers from extreme obsessive–compulsive disorder.",Eva tries to warn Deuce.
gaspar,eva,items used by the man-whore killer,Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.,Deuce visits Eva's apartment and discovers items used by the Man-whore Killer.
gaspar,eva,deuce,Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.,Eva tries to warn Deuce.
deuce,gaspar,eva,Deuce confides his suspicions to Gaspar but is again dismissed.,Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.
deuce,gaspar,european gigolos,Deuce confides his suspicions to Gaspar but is again dismissed.,Gaspar reveals that he plans to kill all the European gigolos with a bomb.
deuce,eva,items used by the man-whore killer,"Deuce accidentally sets off the bomb while kissing Eva, but no one is injured.",Deuce visits Eva's apartment and discovers items used by the Man-whore Killer.
deuce,gaspar,eva,"Deuce engages in a sword fight with Gaspar and mentions non-sexual romantic ways of pleasing a woman. His words move the crowd. Gaspar defeats Deuce but before he can detonate the bomb, Lily and Svetlana distract Gaspar; Deuce gains control of the detonator and is awarded the 'Golden Boner' for his bravery.",Gaspar reveals to Eva that he is the Man-whore Killer; he locks her up and prepares to frame her.
eva,deuce,eva,Eva tries to warn Deuce.,"Deuce meets Gaspar's niece, Eva, who suffers from extreme obsessive–compulsive disorder."
eva,deuce,lily,Eva tries to warn Deuce.,"Deuce continues to investigate different women from Antoine's list including Lily, who speaks through an electrolarynx after a laryngectomy,"
eva,deuce,gaspar,Eva tries to warn Deuce.,Deuce confides his suspicions to Gaspar but is again dismissed.
deuce,gaspar,european gigolos,"Deuce engages in a sword fight with Gaspar and mentions non-sexual romantic ways of pleasing a woman. His words move the crowd. Gaspar defeats Deuce but before he can detonate the bomb, Lily and Svetlana distract Gaspar; Deuce gains control of the detonator and is awarded the 'Golden Boner' for his bravery.",Gaspar reveals that he plans to kill all the European gigolos with a bomb.
deuce,eva,deuce,"Deuce accidentally sets off the bomb while kissing Eva, but no one is injured.",Eva tries to warn Deuce.
eva,deuce,gaspar,Eva tries to warn Deuce.,"Deuce engages in a sword fight with Gaspar and mentions non-sexual romantic ways of pleasing a woman. His words move the crowd. Gaspar defeats Deuce but before he can detonate the bomb, Lily and Svetlana distract Gaspar; Deuce gains control of the detonator and is awarded the 'Golden Boner' for his bravery."
eva,deuce,eva,Eva tries to warn Deuce.,"Deuce accidentally sets off the bomb while kissing Eva, but no one is injured."
mc extra nipple,t.j.,heinz hummer,"MC Extra Nipple is the new name of T.J., who stops gay man-whoring and becomes a rapper called MC Extra Nipple where he didn't make any records and was shot several times.","Deuce found German gigolo Heinz Hummer asleep in an alley behind a coffee shop; believing he is high, Deuce takes him to T.J.'s boat"
mc extra nipple,t.j.,european gigolo office,"MC Extra Nipple is the new name of T.J., who stops gay man-whoring and becomes a rapper called MC Extra Nipple where he didn't make any records and was shot several times.","Deuce and T.J. infiltrate the European gigolo office, where the Man-whore Killer murders another gigolo; T.J. is arrested when he is caught at the scene again."
mc extra nipple,t.j.,homosexual prostitution,"MC Extra Nipple is the new name of T.J., who stops gay man-whoring and becomes a rapper called MC Extra Nipple where he didn't make any records and was shot several times.",T.J. enters a brand-new market: homosexual prostitution.
