node_1,node_2,node_3,edge_1,edge_2
josh brolin,jonah hex,aidan quinn,"Josh Brolin plays the role of Jonah Hex, a disfigured bounty-hunter who is the film's anti-heroic protagonist.","Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts."
josh brolin,jonah hex,dc showcase: jonah hex,"Josh Brolin plays the role of Jonah Hex, a disfigured bounty-hunter who is the film's anti-heroic protagonist.",Thomas Jane voiced Jonah Hex in the 2010 animated short DC Showcase: Jonah Hex.
jonah hex,aidan quinn,ulysses s. grant,"Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts.","Aidan Quinn features in this production for only 3 days, portraying Ulysses S. Grant, the 18th President of the United States."
lieutenant evan,jonah hex,aidan quinn,Jonah Hex interacts with Lieutenant Evan in the movie.,"Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts."
lieutenant evan,jonah hex,dc showcase: jonah hex,Jonah Hex interacts with Lieutenant Evan in the movie.,Thomas Jane voiced Jonah Hex in the 2010 animated short DC Showcase: Jonah Hex.
colonel slocum,jonah hex,aidan quinn,Jonah Hex interacts with Colonel Slocum in the movie.,"Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts."
colonel slocum,jonah hex,dc showcase: jonah hex,Jonah Hex interacts with Colonel Slocum in the movie.,Thomas Jane voiced Jonah Hex in the 2010 animated short DC Showcase: Jonah Hex.
cassie,jonah hex,aidan quinn,Jonah Hex interacts with Cassie in the movie.,"Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts."
cassie,jonah hex,dc showcase: jonah hex,Jonah Hex interacts with Cassie in the movie.,Thomas Jane voiced Jonah Hex in the 2010 animated short DC Showcase: Jonah Hex.
thomas jane,jonah hex,aidan quinn,"Before Josh Brolin was cast as Jonah Hex, Thomas Jane attempted to secure the role by undergoing a makeup transformation.","Aidan Quinn portrayed Ulysses S. Grant in a previous role, but appeared as Jonah Hex in this movie for only three days due to scheduling conflicts."
thomas jane,jonah hex,dc showcase: jonah hex,"Before Josh Brolin was cast as Jonah Hex, Thomas Jane attempted to secure the role by undergoing a makeup transformation.",Thomas Jane voiced Jonah Hex in the 2010 animated short DC Showcase: Jonah Hex.
