node_1,node_2,node_3,edge_1,edge_2
"stanton, connecticut",grown ups 2,columbia pictures,"The fictional town of Stanton, Connecticut, was portrayed during the filming of Grown Ups 2 in Swampscott, Massachusetts.",Columbia Pictures distributed the film Grown Ups 2.
"stanton, connecticut",grown ups 2,happy madison productions,"The fictional town of Stanton, Connecticut, was portrayed during the filming of Grown Ups 2 in Swampscott, Massachusetts.",Happy Madison Productions produced the film Grown Ups 2 along with Adam Sandler and Jack Giarraputo.
"stanton, connecticut",grown ups 2,"swampscott, massachusetts","The fictional town of Stanton, Connecticut, was portrayed during the filming of Grown Ups 2 in Swampscott, Massachusetts.","The movie Grown Ups 2 was filmed in Swampscott, Massachusetts."
steve austin,grown ups 2,columbia pictures,WWE Hall of Famer Steve Austin appeared in Grown Ups 2.,Columbia Pictures distributed the film Grown Ups 2.
steve austin,grown ups 2,happy madison productions,WWE Hall of Famer Steve Austin appeared in Grown Ups 2.,Happy Madison Productions produced the film Grown Ups 2 along with Adam Sandler and Jack Giarraputo.
steve austin,grown ups 2,"swampscott, massachusetts",WWE Hall of Famer Steve Austin appeared in Grown Ups 2.,"The movie Grown Ups 2 was filmed in Swampscott, Massachusetts."
michael kay,grown ups 2,columbia pictures,Sportscaster Michael Kay appeared in Grown Ups 2.,Columbia Pictures distributed the film Grown Ups 2.
michael kay,grown ups 2,happy madison productions,Sportscaster Michael Kay appeared in Grown Ups 2.,Happy Madison Productions produced the film Grown Ups 2 along with Adam Sandler and Jack Giarraputo.
michael kay,grown ups 2,"swampscott, massachusetts",Sportscaster Michael Kay appeared in Grown Ups 2.,"The movie Grown Ups 2 was filmed in Swampscott, Massachusetts."
shaquille o'neal,grown ups 2,columbia pictures,Basketball player Shaquille O'Neal appeared as a cop in Grown Ups 2.,Columbia Pictures distributed the film Grown Ups 2.
shaquille o'neal,grown ups 2,happy madison productions,Basketball player Shaquille O'Neal appeared as a cop in Grown Ups 2.,Happy Madison Productions produced the film Grown Ups 2 along with Adam Sandler and Jack Giarraputo.
shaquille o'neal,grown ups 2,"swampscott, massachusetts",Basketball player Shaquille O'Neal appeared as a cop in Grown Ups 2.,"The movie Grown Ups 2 was filmed in Swampscott, Massachusetts."
