node_1,node_2,node_3,edge_1,edge_2
kal penn,epic movie,tapeworm,Kal Penn is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
kal penn,epic movie,epic catastrophe,Kal Penn is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
kal penn,epic movie,artistic failure of epic proportions,Kal Penn is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
kal penn,epic movie,worst remake or rip-off,Kal Penn is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
adam campbell,epic movie,tapeworm,Adam Campbell is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
adam campbell,epic movie,epic catastrophe,Adam Campbell is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
adam campbell,epic movie,artistic failure of epic proportions,Adam Campbell is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
adam campbell,epic movie,worst remake or rip-off,Adam Campbell is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
jayma mays,epic movie,tapeworm,Jayma Mays is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
jayma mays,epic movie,epic catastrophe,Jayma Mays is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
jayma mays,epic movie,artistic failure of epic proportions,Jayma Mays is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
jayma mays,epic movie,worst remake or rip-off,Jayma Mays is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
jennifer coolidge,epic movie,tapeworm,Jennifer Coolidge is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
jennifer coolidge,epic movie,epic catastrophe,Jennifer Coolidge is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
jennifer coolidge,epic movie,artistic failure of epic proportions,Jennifer Coolidge is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
jennifer coolidge,epic movie,worst remake or rip-off,Jennifer Coolidge is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
faune a. chambers,epic movie,tapeworm,Faune A. Chambers is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
faune a. chambers,epic movie,epic catastrophe,Faune A. Chambers is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
faune a. chambers,epic movie,artistic failure of epic proportions,Faune A. Chambers is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
faune a. chambers,epic movie,worst remake or rip-off,Faune A. Chambers is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
crispin glover,epic movie,tapeworm,Crispin Glover is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
crispin glover,epic movie,epic catastrophe,Crispin Glover is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
crispin glover,epic movie,artistic failure of epic proportions,Crispin Glover is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
crispin glover,epic movie,worst remake or rip-off,Crispin Glover is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
tony cox,epic movie,tapeworm,Tony Cox is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
tony cox,epic movie,epic catastrophe,Tony Cox is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
tony cox,epic movie,artistic failure of epic proportions,Tony Cox is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
tony cox,epic movie,worst remake or rip-off,Tony Cox is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
fred willard,epic movie,tapeworm,Fred Willard is a cast member in Epic Movie.,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
fred willard,epic movie,epic catastrophe,Fred Willard is a cast member in Epic Movie.,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
fred willard,epic movie,artistic failure of epic proportions,Fred Willard is a cast member in Epic Movie.,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
fred willard,epic movie,worst remake or rip-off,Fred Willard is a cast member in Epic Movie.,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
golden ticket,lucy,adoptive father,A Golden Ticket is found by Lucy in a vending machine candy bar.,Lucy's adoptive father is a museum curator who gives her clues leading to a Golden Ticket before dying from being attacked by Silas.
susan,epic movie,tapeworm,"In Epic Movie, Susan is a displaced adopted girl who finds a Golden Ticket.",The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
susan,epic movie,epic catastrophe,"In Epic Movie, Susan is a displaced adopted girl who finds a Golden Ticket.",John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
susan,epic movie,artistic failure of epic proportions,"In Epic Movie, Susan is a displaced adopted girl who finds a Golden Ticket.",John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
susan,epic movie,worst remake or rip-off,"In Epic Movie, Susan is a displaced adopted girl who finds a Golden Ticket.","At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
gnarnia,lucy,adoptive father,"Lucy finds a wardrobe in the middle of a wintry forest, leading her to Gnarnia.",Lucy's adoptive father is a museum curator who gives her clues leading to a Golden Ticket before dying from being attacked by Silas.
mr. tumnus,gnarnia,lucy,"In Gnarnia, Lucy meets Mr. Tumnus, who welcomes her and warns her of danger.","Lucy finds a wardrobe in the middle of a wintry forest, leading her to Gnarnia."
white bitch,silas,lucy's adoptive father,"Silas, while breaking Edward out, is slain by the White Bitch during their encounter.","Lucy's adoptive father is attacked by Silas, causing him to give Lucy clues leading to a Golden Ticket before dying."
four siblings,white bitch,silas,"The four siblings engage the White Bitch in battle and all, except for Peter, are killed.","Silas, while breaking Edward out, is slain by the White Bitch during their encounter."
peter,white bitch,silas,Peter declares that the White Bitch will receive a fair and just trial in the new Gnarnia.,"Silas, while breaking Edward out, is slain by the White Bitch during their encounter."
