node_1,node_2,node_3,edge_1,edge_2
griffin,bernie,shane,"Griffin meets Bernie, a Western lowland gorilla who has been wrongly accused of attacking a zookeeper named Shane. Griffin learns that Bernie hates being in his enclosure and mistrusts humans because he was moved into a cement pit after the alleged attack. Griffin empathizes with Bernie and decides to take him out on the town, leading to their friendship.",Shane hurts Bernie again.
griffin,stephanie,franklin park zoo,"Griffin is in love with Stephanie, but she has moved on. Griffin tries to win her back by following the mating rituals of other animals at a party, which leads to humiliation.","Stephanie was invited to Griffin's brother Dave's engagement party at the Franklin Park Zoo, which causes Griffin to freak out."
griffin,stephanie,gale,"Griffin is in love with Stephanie, but she has moved on. Griffin tries to win her back by following the mating rituals of other animals at a party, which leads to humiliation.","Stephanie is currently dating Gale, an ex-boyfriend whom Griffin perceives as a bully."
janet,griffin,bernie,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","Griffin meets Bernie, a Western lowland gorilla who has been wrongly accused of attacking a zookeeper named Shane. Griffin learns that Bernie hates being in his enclosure and mistrusts humans because he was moved into a cement pit after the alleged attack. Griffin empathizes with Bernie and decides to take him out on the town, leading to their friendship."
janet,griffin,stephanie,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","Griffin is in love with Stephanie, but she has moved on. Griffin tries to win her back by following the mating rituals of other animals at a party, which leads to humiliation."
janet,griffin,kate,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","Griffin successfully grabs Stephanie's attention by first showing off with Kate, then standing up to Gale. Kate decides to leave the zoo and accepts a job in Nairobi. Six months later, Griffin and Kate have started a loving relationship and are back at the zoo."
janet,griffin,stephanie,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","Griffin successfully grabs Stephanie's attention by first showing off with Kate, then standing up to Gale. Stephanie asks him out to dinner and after they go to a fashion show."
janet,griffin,dave's job offer,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.",Griffin accepts Dave's job offer.
janet,griffin,bernie,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","As he leaves, Griffin warns Shane not to hurt Bernie."
janet,griffin,zoo,"Janet advises Griffin that the best way to attract a female is to be seen with another female. Griffin follows this advice by asking Kate, the zoo veterinarian, to accompany him to Dave and Robin's wedding.","Griffin goes to the zoo, apologizing to Bernie who he sees has been beaten by Shane. The animals tell him that Kate is heading to the airport, so Griffin heads out to stop her; stopping at Shane's house first."
griffin,stephanie,franklin park zoo,"Griffin successfully grabs Stephanie's attention by first showing off with Kate, then standing up to Gale. Stephanie asks him out to dinner and after they go to a fashion show.","Stephanie was invited to Griffin's brother Dave's engagement party at the Franklin Park Zoo, which causes Griffin to freak out."
griffin,stephanie,gale,"Griffin successfully grabs Stephanie's attention by first showing off with Kate, then standing up to Gale. Stephanie asks him out to dinner and after they go to a fashion show.","Stephanie is currently dating Gale, an ex-boyfriend whom Griffin perceives as a bully."
griffin,bernie,shane,"As he leaves, Griffin warns Shane not to hurt Bernie.",Shane hurts Bernie again.
