Question & Options,Correct Answer
"Which song from the soundtrack album of the movie 'Humshakals' (2013) is composed by Himesh Reshammiya?
Options:
A. Caller Tune
B. Tumse Milke
C. Chura Liya
D. Tera Hone Laga Hoon",Caller Tune
"Which song from the soundtrack of the movie 'Humshakals' released in 2013 is performed by Himesh Reshammiya?
Options:
A. Piya Ke Bazaar Mein
B. Humshakal
C. Dil Ka Dhadka
D. Baarish",Piya Ke Bazaar Mein
"Which song is included in the soundtrack album of the movie 'Humshakals', released in 2013?
Options:
A. Tera Mera
B. Barbaad Raat
C. Jab Tak Hai Jaan
D. Badtameez Dil",Barbaad Raat
"Which song from the soundtrack album of the 2013 movie 'Humshakals' features the lyrics 'look into my eyes'?
Options:
A. Look into My Eyes
B. Humshakal
C. Dance of Humshakals
D. Love is Blind",Look into My Eyes
"Which song from the 2013 movie 'Humshakals' features in the soundtrack album composed by Himesh Reshammiya?
Options:
A. Khol De Dil Ki Khidki
B. Tum Hi Ho
C. Channa Mereya
D. Tera Ban Jaunga",Khol De Dil Ki Khidki
"In the 2013 movie 'Humshakals', who wrote the lyrics for the song 'Caller Tune' composed by Himesh Reshammiya?
Options:
A. Amitabh Bhattacharya
B. Sameer
C. Irshad Kamil
D. Kausar Munir",Sameer
"In the movie 'Humshakals' released in 2013, who wrote the lyrics for the song 'Piya Ke Bazaar Mein'?
Options:
A. Himesh Reshammiya
B. Shabbir Ahmed
C. Amitabh Bhattacharya
D. Irshad Kamil",Shabbir Ahmed
"In the 2013 movie 'Humshakals', who wrote the lyrics for the song 'Barbaad Raat' composed by Himesh Reshammiya?
Options:
A. Amitabh Bhattacharya
B. Mayur Puri
C. Irshad Kamil
D. Kausar Munir",Mayur Puri
"In the 2013 movie 'Humshakals', who wrote the lyrics for the song 'Look into My Eyes' from the soundtrack?
Options:
A. Himesh Reshammiya
B. Sameer
C. Amitabh Bhattacharya
D. Irshad Kamil",Sameer
"In the movie 'Humshakals' released in 2013, who wrote the lyrics for the song 'Khol De Dil Ki Khidki'?
Options:
A. Himesh Reshammiya
B. Shabbir Ahmed
C. Amitabh Bhattacharya
D. Irshad Kamil",Shabbir Ahmed
"In the 2013 movie 'Humshakals', which artist performed the song 'Caller Tune' from the soundtrack?
Options:
A. Himesh Reshammiya
B. Neeraj Shridhar
C. Sonu Nigam
D. Arijit Singh",Neeraj Shridhar
"In the 2013 movie 'Humshakals', which artist performed the song 'Piya Ke Bazaar Mein'?
Options:
A. A. Arijit Singh
B. B. Himesh Reshammiya
C. C. Sonu Nigam
D. D. Atif Aslam",B. Himesh Reshammiya
"In the 2013 movie 'Humshakals', which singer performed the song 'Barbaad Raat' from the soundtrack?
Options:
A. Shalmali Kholgade
B. Neeti Mohan
C. Shreya Ghoshal
D. Sunidhi Chauhan",Shalmali Kholgade
"In the movie 'Humshakals' (2013), which singer performed the song 'Look into My Eyes'?
Options:
A. Himesh Reshammiya
B. Arijit Singh
C. Ash King
D. Sonu Nigam",Ash King
"In the 2013 movie 'Humshakals', which singer performed the song 'Khol De Dil Ki Khidki'?
Options:
A. Arijit Singh
B. Sonu Nigam
C. Mika Singh
D. Kumar Sanu",Mika Singh
