Question & Options,Correct Answer
"In the 2001 movie 'One 2 Ka 4', which character is portrayed by Shah Rukh Khan?
Options:
A. Inspector Ramesh
B. Assistant Commissioner of Police Arun Verma
C. Detective Raj
D. Police Chief Sharma",Assistant Commissioner of Police Arun Verma
"In the movie 'One 2 Ka 4', released in 2001, which character is portrayed by Juhi Chawla?
Options:
A. Geeta Chaudhury
B. Nisha
C. Rani
D. Sita",Geeta Chaudhury
"In the 2001 movie 'One 2 Ka 4', what role did Jackie Shroff portray?
Options:
A. A criminal mastermind
B. A Senior Superintendent of Police Officer
C. A detective
D. A politician",A Senior Superintendent of Police Officer
"In the 2001 movie 'One 2 Ka 4', which actor played the role of Krishan Kant Virmani (KKV)?
Options:
A. Nirmal Pandey
B. Shahrukh Khan
C. Amitabh Bachchan
D. Salman Khan",Nirmal Pandey
"In the 2001 movie 'One 2 Ka 4', which character was played by Dilip Joshi?
Options:
A. Champak
B. Raju
C. Inspector
D. Vikram",Champak
"In the 2001 movie 'One 2 Ka 4', which actor played the role of Sawant?
Options:
A. Rajendranath Zutshi
B. Shah Rukh Khan
C. Sanjay Dutt
D. Amitabh Bachchan",Rajendranath Zutshi
"In the 2001 movie 'One 2 Ka 4', what role did Akash Khurana play?
Options:
A. Police Commissioner
B. Detective
C. Criminal
D. Judge",Police Commissioner
"In the 2001 movie 'One 2 Ka 4', which character is portrayed by Keith Stevenson?
Options:
A. A police officer
B. A CBI Chief
C. A criminal mastermind
D. A journalist",A CBI Chief
"In the 2001 movie 'One 2 Ka 4', which character is portrayed by Sahila Chadha?
Options:
A. Bipasha
B. Nisha
C. Pooja
D. Rita",Bipasha
"In the 2001 movie 'One 2 Ka 4', what role did Suresh Chatwal play?
Options:
A. Inspector Rajendra
B. Police Officer Sharma
C. Detective Kumar
D. Gangster Raju",Inspector Rajendra
"In the 2001 movie 'One 2 Ka 4', which character is portrayed by Madhur Mittal?
Options:
A. Madhur
B. Michael
C. Arjun
D. Raj",Michael
"In the 2001 movie 'One 2 Ka 4', what role did M. Rehman Naushad Ali portray?
Options:
A. Broker
B. Detective
C. Teacher
D. Police Officer",Broker
"In the 2001 movie 'One 2 Ka 4', which character is played by Jack Gaud?
Options:
A. Shetty
B. Arjun
C. Ravi
D. Inspector Khan",Shetty
"In the 2001 movie 'One 2 Ka 4', which character is portrayed by Bharat Dabholkar?
Options:
A. Amit
B. J.D.
C. Inspector
D. Ravi",J.D.
