Question & Options,Correct Answer
"In the movie 'Great Grand Masti', released in 2016, who composed the music?
Options:
A. A. Vishal-Shekhar
B. B. Sanjeev-Darshan, Shaarib-Toshi and Superbia
C. C. A.R. Rahman
D. D. Pritam","B. Sanjeev-Darshan, Shaarib-Toshi and Superbia"
"Who composed the music for the movie 'Great Grand Masti', released in 2016?
Options:
A. Sanjeev-Darshan
B. A.R. Rahman
C. Pritam
D. Vishal-Shekhar",Sanjeev-Darshan
"Who composed the music for the movie 'Great Grand Masti', released in 2016?
Options:
A. A. Vishal-Shekhar
B. B. Shaarib-Toshi
C. C. Pritam
D. D. A.R. Rahman",B. Shaarib-Toshi
"Who composed the music for the movie 'Great Grand Masti', released in 2016?
Options:
A. Pritam
B. Superbia (Shaan, Gourov & Roshin)
C. A.R. Rahman
D. Vishal-Shekhar","Superbia (Shaan, Gourov & Roshin)"
"In the movie 'Great Grand Masti' (2016), who is credited with writing the lyrics for the song 'Teri Kamar Ko'?
Options:
A. Kumaar
B. Irshad Kamil
C. Amitabh Bhattacharya
D. Sameer Anjaan",Kumaar
"Who composed the song 'Teri Kamar Ko' in the movie 'Great Grand Masti', released in 2016?
Options:
A. A. Vishal-Shekhar
B. B. Sanjeev-Darshan
C. C. Pritam
D. D. A.R. Rahman",B. Sanjeev-Darshan
"In the movie 'Great Grand Masti' (2016), who sang the song 'Teri Kamar Ko'?
Options:
A. Neha Kakkar
B. Kanika Kapoor
C. Shreya Ghoshal
D. Sunidhi Chauhan",Kanika Kapoor
"In the movie 'Great Grand Masti' (2016), who penned the lyrics for the song 'Resham Ka Rumaal'?
Options:
A. Amitabh Bhattacharya
B. Manoj Yadav
C. Irshad Kamil
D. Kausar Munir",Manoj Yadav
"In the 2016 movie 'Great Grand Masti', which music duo composed the song 'Resham Ka Rumaal'?
Options:
A. Vishal-Shekhar
B. Pritam
C. Shaarib-Toshi
D. A.R. Rahman",Shaarib-Toshi
"In the 2016 movie 'Great Grand Masti', who sang the song 'Resham Ka Rumaal'?
Options:
A. Soniya Sharma
B. Neha Dhupia
C. Aditi Rao Hydari
D. Shruti Haasan",Soniya Sharma
"In the 2016 movie 'Great Grand Masti', who penned the lyrics for the song 'I Wanna Tera Ishq'?
Options:
A. Kumaar
B. Amitabh Bhattacharya
C. Irshad Kamil
D. Sameer Anjaan",Kumaar
"In the movie 'Great Grand Masti', released in 2016, who composed the song 'I Wanna Tera Ishq'?
Options:
A. Amit Trivedi
B. Sanjeev-Darshan
C. Pritam
D. Vishal-Shekhar",Sanjeev-Darshan
"In the 2016 movie 'Great Grand Masti', which character sang the song 'I Wanna Tera Ishq'?
Options:
A. A. Aditi Singh
B. B. Shivranjani Singh
C. C. Meera Kapoor
D. D. Riya Sharma",B. Shivranjani Singh
"In the 2016 movie 'Great Grand Masti', who sang the song 'I Wanna Tera Ishq'?
Options:
A. Shivangi Bhayana
B. Neha Kakkar
C. Shreya Ghoshal
D. Aditi Singh Sharma",Shivangi Bhayana
"In the 2016 movie 'Great Grand Masti', who penned the lyrics for the song 'Lipstick Laga Ke'?
Options:
A. Sameer Anjaan
B. Amitabh Bhattacharya
C. Irshad Kamil
D. Kausar Munir",Sameer Anjaan
"In the 2016 movie 'Great Grand Masti', which music group composed the song 'Lipstick Laga Ke'?
Options:
A. Vishal-Shekhar
B. Pritam
C. Superbia (Shaan, Gourov & Roshin)
D. A.R. Rahman","Superbia (Shaan, Gourov & Roshin)"
"In the 2016 movie 'Great Grand Masti', which character performed the song 'Lipstick Laga Ke'?
Options:
A. Shaan
B. Masti
C. Ritesh
D. Aftab",Shaan
"In the movie 'Great Grand Masti' released in 2016, which singer performed the song 'Lipstick Laga Ke'?
Options:
A. Neha Kakkar
B. Payal Dev
C. Shreya Ghoshal
D. Sunidhi Chauhan",Payal Dev
"In the movie 'Great Grand Masti', released in 2016, which company acquired the music rights?
Options:
A. T-Series
B. Zee Music Company
C. Sony Music
D. Universal Music",Zee Music Company
