Question & Options,Correct Answer
"In the 2014 movie 'Kick', which character is portrayed by Salman Khan?
Options:
A. Devil
B. Devi Lal Singh
C. Raju
D. Inspector",Devi Lal Singh
"In the 2014 movie 'Kick', which character is portrayed by Jacqueline Fernandez?
Options:
A. Dr. Shaina Mehra
B. Savitri
C. Naina
D. Pooja",Dr. Shaina Mehra
"In the 2014 movie 'Kick', which actor portrays the character of ACP Himanshu Tyagi?
Options:
A. Randeep Hooda
B. Salman Khan
C. Jacqueline Fernandez
D. Nawazuddin Siddiqui",Randeep Hooda
"In the 2014 movie 'Kick', which character is portrayed by Nawazuddin Siddiqui?
Options:
A. Shiv Gajra
B. Devil
C. Karan
D. Shalini",Shiv Gajra
"In the 2014 movie 'Kick', which character is portrayed by Mithun Chakraborty?
Options:
A. Ratan Lal Singh
B. Devil
C. Shaina
D. Inspector",Ratan Lal Singh
"In the 2014 movie 'Kick', which character is portrayed by Archana Puran Singh?
Options:
A. Rati Lal Singh
B. Devil
C. Shaina
D. Inspector",Rati Lal Singh
"In the 2014 movie 'Kick', which character is portrayed by Karan Aanand?
Options:
A. Anil Sharma
B. Devil
C. Shaina
D. Inspector",Anil Sharma
"In the 2014 movie 'Kick', which actor portrays the character of Home Minister Pradeep Gajra?
Options:
A. Salman Khan
B. Vipin Sharma
C. Randeep Hooda
D. Nawazuddin Siddiqui",Vipin Sharma
"In the 2014 movie 'Kick', which character is portrayed by Saurabh Shukla?
Options:
A. Brijesh Mehra
B. Devil
C. Shaina
D. Inspector Rawat",Brijesh Mehra
"In the 2014 movie 'Kick', which actor portrays the character Sulekha Mehra?
Options:
A. Salman Khan
B. Kamlesh Gill
C. Randeep Hooda
D. Jacqueline Fernandez",Kamlesh Gill
"In the 2014 movie 'Kick', which character is portrayed by Sanjay Mishra?
Options:
A. Senior Inspector Ramavtaar Rathi
B. Devil
C. Shaina Mehra
D. Inspector Karan",Senior Inspector Ramavtaar Rathi
"In the 2014 movie 'Kick', which actor portrays the character of Dr. Jayant Verma?
Options:
A. Rajit Kapur
B. Salman Khan
C. Jacqueline Fernandez
D. Nawazuddin Siddiqui",Rajit Kapur
"In the 2014 movie 'Kick', which character is portrayed by Rocky Verma?
Options:
A. Khalid Asgar
B. Devil
C. Shiv
D. Karan",Khalid Asgar
"In the 2014 movie 'Kick', which character is portrayed by Diya Chalwad?
Options:
A. Jhumki Chauhan
B. Shaina Mehra
C. Karan
D. Inspector",Jhumki Chauhan
"In the 2014 movie 'Kick', which character is portrayed by Sadiq Abbas Rizvi?
Options:
A. Raju
B. Dev
C. Shaina
D. Inspector",Raju
"In the 2014 movie 'Kick', which actor portrays the character Amandeep Singh?
Options:
A. Shivansh Kotia
B. Salman Khan
C. Jacqueline Fernandez
D. Randeep Hooda",Shivansh Kotia
"In the 2014 movie 'Kick', which actor portrays the character Rohan Bhasin?
Options:
A. Salman Khan
B. Aniket Sharma
C. Randeep Hooda
D. Arjun Kapoor",Aniket Sharma
"In the 2014 movie 'Kick', which character is portrayed by Rushikesh Patil?
Options:
A. Shantosh Kumar
B. Devil
C. Savitri
D. Inspector",Shantosh Kumar
"In the 2014 movie 'Kick', which character is portrayed by Riya Vij?
Options:
A. Bubbles
B. Devil
C. Shaina
D. Sadiq",Bubbles
"In the movie 'Kick' released in 2014, which actress appears as herself in the song 'Yaar Na Miley'?
Options:
A. Nargis Fakhri
B. Katrina Kaif
C. Deepika Padukone
D. Priyanka Chopra",Nargis Fakhri
"In the movie 'Kick' released in 2014, which character is portrayed by Rajshri Deshpande?
Options:
A. Mrs. Sharma
B. Dr. Shalini
C. Inspector Vikram
D. Karan",Mrs. Sharma
