Question & Options,Correct Answer
"What is the original motion picture soundtrack for the movie 'Kambakkht Ishq', released in 2009?
Options:
A. Kambakkht Ishq
B. Dilwale Dulhania Le Jayenge
C. Kabhi Khushi Kabhie Gham
D. 3 Idiots",Kambakkht Ishq
"In the 2009 movie 'Kambakkht Ishq', which composer created the music for the album 'Teree Sang'?
Options:
A. A. A.R. Rahman
B. B. Anu Malik
C. C. Pritam
D. D. Vishal-Shekhar",B. Anu Malik
"In the movie 'Kambakkht Ishq' released in 2009, which singers performed the song 'Om Mangalam'?
Options:
A. RDB
B. A.R. Rahman
C. Shreya Ghoshal
D. Sonu Nigam",RDB
"Who composed and produced the song 'Lakh Lakh' for the movie 'Kambakkht Ishq', released in 2009?
Options:
A. Anu Malik
B. A.R. Rahman
C. Pritam
D. Vishal-Shekhar",Anu Malik
"In the 2009 movie 'Kambakkht Ishq', which singers performed the song 'Bebo'?
Options:
A. Alisha Chinai, Suzanne D'Mello, and Anushka Manchanda
B. Shreya Ghoshal, Sunidhi Chauhan, and Neha Kakkar
C. Arijit Singh, Atif Aslam, and Mohit Chauhan
D. Lata Mangeshkar, Asha Bhosle, and Kavita Krishnamurthy","Alisha Chinai, Suzanne D'Mello, and Anushka Manchanda"
"In the 2009 movie 'Kambakkht Ishq', who composed and produced both versions of the song 'Kyun'?
Options:
A. A. A.R. Rahman
B. B. Anu Malik
C. C. Pritam
D. D. Vishal-Shekhar",B. Anu Malik
"In the 2009 movie 'Kambakkht Ishq', who is the remixer for the song 'Lakh Lakh'?
Options:
A. A. Vishal-Shekhar
B. B. Eric Pillai
C. C. A.R. Rahman
D. D. Pritam",B. Eric Pillai
"In the 2009 movie 'Kambakkht Ishq', who are the remixers for the song 'Kambakkht Ishq'?
Options:
A. A. A.R. Rahman
B. B. Kilogram K & G
C. C. Vishal-Shekhar
D. D. Pritam",B. Kilogram K & G
"In the 2009 movie 'Kambakkht Ishq', who is the singer of the female version of the song 'Kyun'?
Options:
A. Sunidhi Chauhan
B. Shreya Ghoshal
C. Alisha Chinai
D. Neeti Mohan",Shreya Ghoshal
"In the movie 'Kambakkht Ishq' released in 2009, who are the composers of the song 'Welcome To Hollywood'?
Options:
A. A. A.R. Rahman
B. B. Vishal-Shekhar
C. C. Salim–Sulaiman
D. D. Pritam",C. Salim–Sulaiman
"In the 2009 movie 'Kambakkht Ishq', who is one of the singers for the song 'Welcome To Hollywood'?
Options:
A. A. A.R. Rahman
B. B. Karsh Kale
C. C. Sonu Nigam
D. D. Arijit Singh",B. Karsh Kale
"In the 2009 movie 'Kambakkht Ishq', who is one of the singers for the song 'Welcome To Hollywood'?
Options:
A. Anushka Manchanda
B. Shreya Ghoshal
C. Sunidhi Chauhan
D. Neeti Mohan",Anushka Manchanda
