Question & Options,Correct Answer
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Emraan Hashmi?
Options:
A. Rajveer 'Raju' Malhotra
B. Vikram
C. Sanjay
D. Rohit",Rajveer 'Raju' Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Tusshar Kapoor?
Options:
A. Rajan Malhotra
B. Rohan Mehra
C. Vikram Singh
D. Arjun Khanna",Rajan Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is played by Tanushree Dutta?
Options:
A. Dinky Kapur
B. Ravi
C. Priya
D. Inspector Sharma",Dinky Kapur
"In the 2007 movie 'Good Boy Bad Boy', which actress portrays the character of Rashmi Awasthi?
Options:
A. Isha Sharvani
B. Kangana Ranaut
C. Priyanka Chopra
D. Deepika Padukone",Isha Sharvani
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Paresh Rawal?
Options:
A. Diwan 'Diwanchand' Awasthi
B. Rohit
C. Sanjay
D. Inspector Sharma",Diwan 'Diwanchand' Awasthi
"In the 2007 movie 'Good Boy Bad Boy', which character is played by Manu Malik?
Options:
A. Raj Basra
B. Ravi Kumar
C. Sanjay Malhotra
D. Vikram Singh",Raj Basra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Rakesh Bedi?
Options:
A. Mr. Prem Malhotra
B. Mr. Raj Malhotra
C. Mr. Vikram Singh
D. Mr. Ravi Kumar",Mr. Prem Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Navni Parihar?
Options:
A. Mrs. Prem Malhotra
B. Mrs. Malhotra
C. Navni Malhotra
D. Prem Malhotra",Mrs. Prem Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Anang Desai?
Options:
A. Mr. P.K. Malhotra
B. Mr. Sharma
C. Mr. Verma
D. Mr. Kapoor",Mr. P.K. Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Prabha Sinha?
Options:
A. Mrs. P.K. Malhotra
B. Mr. P.K. Malhotra
C. Dr. Ramesh
D. Sita",Mrs. P.K. Malhotra
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Kabir Sadanand?
Options:
A. Willyboy
B. Kabir
C. Sadanand
D. Ravi",Willyboy
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Sushmita Mukherjee?
Options:
A. Prof. Bebo Chatterjee
B. Ravi
C. Anjali
D. Mr. Sharma",Prof. Bebo Chatterjee
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Jennifer Mayani?
Options:
A. Jenny
B. Sarah
C. Lisa
D. Emily",Jenny
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Ambika Chaudhary?
Options:
A. Deepti Talpade
B. Rohit Talpade
C. Sanjay
D. Nisha",Deepti Talpade
"In the 2007 movie 'Good Boy Bad Boy', what role does Rajesh Balwani portray?
Options:
A. A detective
B. A philosophy teacher
C. A student
D. A principal",A philosophy teacher
"In the 2007 movie 'Good Boy Bad Boy', what role does Naseer Abdullah portray?
Options:
A. A student
B. A principal
C. A psychology teacher
D. A detective",A psychology teacher
"In the 2007 movie 'Good Boy Bad Boy', which character is portrayed by Amita Chandekar?
Options:
A. Prof. Julie
B. Mr. Sharma
C. Dr. Mehta
D. Sister Maria",Prof. Julie
"In the 2007 movie 'Good Boy Bad Boy', which character is played by Ghanshyam Garg?
Options:
A. Fakira
B. Raju
C. Sita
D. Inspector",Fakira
