Question & Options,Correct Answer
"In which genre did Rai plan to shift after the movie 'Pyaar Ishq Aur Mohabbat' in the context of the 2004 film 'Asambhav'?
Options:
A. Romantic comedy
B. Drama
C. Action genre
D. Horror",Action genre
"In the 2004 movie 'Asambhav', which actor was signed on as the hero following his previous collaboration with director Rai in 'Pyaar Ishq Aur Mohabbat'?
Options:
A. John Abraham
B. Arjun Rampal
C. Hrithik Roshan
D. Salman Khan",Arjun Rampal
"In the 2004 movie 'Asambhav', which actress was signed as the heroine?
Options:
A. Kareena Kapoor
B. Aishwarya Rai
C. Priyanka Chopra
D. Deepika Padukone",Aishwarya Rai
"In the 2004 movie 'Asambhav', who was cast as the female lead after Aishwarya Rai backed out?
Options:
A. Kareena Kapoor
B. Priyanka Chopra
C. Deepika Padukone
D. Rani Mukerji",Priyanka Chopra
"In the 2004 movie 'Asambhav', which actor was recruited to play the role of the villain due to his previous collaborations with the director in 'Tridev' and 'Mohra'?
Options:
A. Amitabh Bachchan
B. Naseeruddin Shah
C. Anupam Kher
D. Shah Rukh Khan",Naseeruddin Shah
"In the 2004 movie 'Asambhav', what was the reason for casting Shah in a negative role that contributed to the film's critical acclaim?
Options:
A. He had a successful career as a hero.
B. He was known for his comedic roles.
C. Noticing on Shah's previous success in a negative role, Rai cast him as the villain.
D. He was a popular choice for romantic leads.","Noticing on Shah's previous success in a negative role, Rai cast him as the villain."
"In which country was the movie 'Asambhav', released in 2004, filmed?
Options:
A. India
B. Switzerland
C. United States
D. France",Switzerland
"In the 2004 movie 'Asambhav', which director flew to Switzerland for filming?
Options:
A. Rajiv Rai
B. Rakesh Roshan
C. Karan Johar
D. Sanjay Leela Bhansali",Rajiv Rai
"In the 2004 movie 'Asambhav', which actor was chosen for the cast alongside Arjun Rampal due to their western looks and confidence in front of the camera?
Options:
A. Amitabh Bachchan
B. Tom Alter
C. Akshay Kumar
D. Salman Khan",Tom Alter
"In the 2004 movie 'Asambhav', who was responsible for the filming technique that involved a multi-camera setup?
Options:
A. Rajiv Rai
B. Karan Johar
C. Sanjay Leela Bhansali
D. Rakesh Roshan",Rajiv Rai
"What unique feature distinguishes the action sequences in the movie 'Asambhav', released in 2004?
Options:
A. It was the first Indian action film to feature no stunts.
B. It included live stunts performed by the lead actors.
C. It was shot entirely in black and white.
D. It featured stunts performed by international stunt coordinators.",It was the first Indian action film to feature no stunts.
"What is significant about the movie 'Asambhav', released in 2004, in relation to digital grading?
Options:
A. It was the first Indian movie to be graded digitally on Luster.
B. It was the first Indian movie to feature a superhero.
C. It was the first Indian movie to win an Oscar.
D. It was the first Indian movie to be shot entirely in 3D.",It was the first Indian movie to be graded digitally on Luster.
"In which month and year was the movie 'Asambhav' released?
Options:
A. January 2004
B. September 2003
C. March 2004
D. December 2003",September 2003
"What significant milestone does the movie 'Asambhav', released in 2004, hold in Indian cinema?
Options:
A. It was the first Indian movie to be shot in a specific location.
B. It was the first Indian movie to win an Oscar.
C. It was the first Indian movie to feature a superhero.
D. It was the first Indian movie to be released in 3D.",It was the first Indian movie to be shot in a specific location.
"In which year was 'Asambhav', the first Indian movie to be shot in Switzerland, released?
Options:
A. 2002
B. 2003
C. 2004
D. 2005",2004
"In the 2004 movie 'Asambhav', how was the film produced in relation to digitalisation?
Options:
A. The film was entirely hand-drawn.
B. It was digitised, and no duplicates were used in its development.
C. The movie used traditional film reels for production.
D. It was produced using a mix of live-action and animation.","It was digitised, and no duplicates were used in its development."
"In which month and year was the movie 'Asambhav' launched?
Options:
A. January 2004
B. March 2004
C. June 2004
D. December 2004",March 2004
"Who composed the soundtrack for the movie 'Asambhav', released in 2004?
Options:
A. A. A.R. Rahman
B. B. Viju Shah
C. C. Pritam
D. D. Vishal-Shekhar",B. Viju Shah
"In which city was the soundtrack of the movie 'Asambhav' launched on 26 May 2004?
Options:
A. Delhi
B. Mumbai
C. Kolkata
D. Chennai",Mumbai
