Question & Options,Correct Answer
"What does the summary of the movie 'Out of Control', released in 2003, provide?
Options:
A. A detailed analysis of the characters
B. A brief overview of the plot and major events
C. A list of the cast and crew
D. An in-depth review of the film's themes",A brief overview of the plot and major events
"In the 2003 movie 'Out of Control', what significant decision does Jaswinder make regarding his relationship with Sally?
Options:
A. He decides to stay in the United States permanently.
B. He marries her for a visa while neglecting his promise to his sister.
C. He returns to India to fulfill his family obligations.
D. He chooses to date her without any commitment.",He marries her for a visa while neglecting his promise to his sister.
"In the 2003 movie 'Out of Control', what is the relationship between Richa and Jaswinder?
Options:
A. Richa is Jaswinder's childhood friend.
B. Richa is found as a bride for Jaswinder by his parents.
C. Richa is Jaswinder's colleague in the United States.
D. Richa is Jaswinder's cousin who he is forced to marry.",Richa is found as a bride for Jaswinder by his parents.
"In the 2003 movie 'Out of Control', what causes tension between Jaswinder and Richa?
Options:
A. Jaswinder's desire to be with Sally
B. Richa's surprise at her husband's sudden departure after marriage
C. A misunderstanding about their finances
D. Jaswinder's jealousy over Richa's past relationships",Richa's surprise at her husband's sudden departure after marriage
"In the movie 'Out of Control' (2003), how does the character Flower influence Richa in New York?
Options:
A. Flower teaches Richa traditional values.
B. Flower inspires Richa to become a modern girl in her appearance.
C. Flower discourages Richa from pursuing her dreams.
D. Flower helps Richa to embrace her cultural heritage.",Flower inspires Richa to become a modern girl in her appearance.
"In the 2003 movie 'Out of Control', what happens when Richa follows Jaswinder to New York?
Options:
A. Jaswinder and Richa become a couple.
B. Jaswinder chucks Richa out.
C. Richa helps Jaswinder with a project.
D. Richa decides to return home.",Jaswinder chucks Richa out.
"In the 2003 movie 'Out of Control', what realization does Jaswinder come to regarding his relationship with Richa?
Options:
A. He wants to pursue a career abroad.
B. He wants to lead a happy life with her.
C. He believes they should take a break.
D. He thinks they should move in together.",He wants to lead a happy life with her.
"In the 2003 movie 'Out of Control', what is uncertain regarding the character Sally's knowledge about Jaswinder's actions with Richa?
Options:
A. Sally is fully aware of Jaswinder's actions.
B. Sally suspects Jaswinder but has no proof.
C. It is unclear whether Sally finds out about Jaswinder's actions with Richa.
D. Sally actively confronts Jaswinder about his actions.",It is unclear whether Sally finds out about Jaswinder's actions with Richa.
"How did Taran Adarsh of Bollywood Hungama describe the movie 'Out of Control' released in 2003?
Options:
A. A thrilling action film
B. A decent entertainer
C. A romantic drama
D. A horror movie",A decent entertainer
"In the movie 'Out of Control' released in 2003, what did the critic from Rediff.com suggest about its initial audience appeal?
Options:
A. It will struggle to find an audience.
B. It will attract cinegoers in good numbers initially.
C. It will only appeal to a niche market.
D. It will be a box office failure.",It will attract cinegoers in good numbers initially.
"In the 2003 movie 'Out of Control', what feeling did a critic from Rediff.com associate with the film?
Options:
A. A sense of originality
B. A thrilling experience
C. An 'out of control' scenario
D. A 'been there, done that' feeling","A 'been there, done that' feeling"
"In the movie 'Out of Control' released in 2003, which critic is associated with Bollywood Hungama?
Options:
A. Rajeev Masand
B. Taran Adarsh
C. Anupama Chopra
D. Karan Johar",Taran Adarsh
