node_1,node_2,edge,chunk_id,node_3,count
inglourious basterds,quentin tarantino,Written and directed by Quentin Tarantino,b678319890b2410b9b2a46b621f0d446,,4
brad pitt,first lieutenant aldo raine,Played by Brad Pitt in the film,b678319890b2410b9b2a46b621f0d446,,4
christoph waltz,hans landa,"Fearsome reputation for hunting Jews, played by Christoph Waltz in the film",b678319890b2410b9b2a46b621f0d446,,4
michael fassbender,archie hicox,A character played by Michael Fassbender in the film,b678319890b2410b9b2a46b621f0d446,,4
eli roth,sgt. donny donowitz,A character played by Eli Roth in the film,b678319890b2410b9b2a46b621f0d446,,4
diane kruger,brice sardou,Character played by Diane Kruger in the film,b678319890b2410b9b2a46b621f0d446,,4
daniel brühl,fredrick zoller,A character played by Daniel Brühl in the film,b678319890b2410b9b2a46b621f0d446,,4
til schweiger,hugo stiglitz,Character played by Til Schweiger in the film,b678319890b2410b9b2a46b621f0d446,,4
mélanie laurent,shosanna dreyfus,"French Jewish cinema proprietor seeking to avenge murdered family, played by Mélanie Laurent in the film",b678319890b2410b9b2a46b621f0d446,,4
enzo g. castellari's 1978 euro war film the inglorious bastards,inglourious basterds (but not the story),Inspiration for the title of Quentin Tarantino's film,b678319890b2410b9b2a46b621f0d446,,4
august 2009,inglourious basterds,Wide release in theaters in the United States and Europe in August 2009,b678319890b2410b9b2a46b621f0d446,,4
the weinstein company,universal pictures,"['Distributed Inglourious Basterds by', 'The Weinstein Company and Universal Pictures']",b678319890b2410b9b2a46b621f0d446,Inglourious Basterds,4
inglourious basterds,$321.5 million,grossed over in theaters worldwide,48ac3a4f4f4c4f328fe2b4fdf754e444,,4
tarantino,highest-grossing film,Inglourious Basterds until it was surpassed by Django Unchained and pushed to third-highest-grossing by Once Upon a Time in Hollywood,48ac3a4f4f4c4f328fe2b4fdf754e444,,4
hans landa,positive reviews,Inglourious Basterds,48ac3a4f4f4c4f328fe2b4fdf754e444,,4
waltz,best supporting actor award,For his role as Landa in Inglourious Basterds,48ac3a4f4f4c4f328fe2b4fdf754e444,,4
landa,historical liberties taken,Inglourious Basterds,48ac3a4f4f4c4f328fe2b4fdf754e444,,4
