node_1,node_2,edge,chunk_id,node_3,count
mad max: fury road,george miller,"Director George Miller co-wrote, co-produced, and directed Mad Max: Fury Road.",360f6ab5fdbf4ef982eed10fe53ac61f,,4
mad max: fury road,tom hardy,Tom Hardy stars as Max Rockatansky in Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
mad max: fury road,charlize theron,Charlize Theron plays Imperator Furiosa in Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
imperator furiosa,mad max: fury road,The character of Imperator Furiosa is featured in Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
immortan joe,mad max: fury road,Warlord Immortan Joe and his army appear in Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
village roadshow pictures,mad max: fury road,Village Roadshow Pictures produced Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
ratpac-dune entertainment,mad max: fury road,RatPac-Dune Entertainment co-produced Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
kennedy miller mitchell,mad max: fury road,Kennedy Miller Mitchell was involved in producing Mad Max: Fury Road.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
roadshow entertainment,mad max: fury road,Roadshow Entertainment distributed Mad Max: Fury Road in Australia.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
warner bros. pictures,mad max: fury road,Warner Bros. Pictures distributed Mad Max: Fury Road internationally.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
post-apocalyptic desert wasteland,mad max: fury road,Mad Max: Fury Road is set in a post-apocalyptic desert wasteland.,360f6ab5fdbf4ef982eed10fe53ac61f,,4
petrol,water,"In Mad Max: Fury Road, petrol and water are both scarce commodities.",360f6ab5fdbf4ef982eed10fe53ac61f,Mad Max: Fury Road,4
tom hardy,charlize theron,"In Mad Max: Fury Road, Tom Hardy's character Max Rockatansky joins forces with Charlize Theron's character Imperator Furiosa.",360f6ab5fdbf4ef982eed10fe53ac61f,Mad Max: Fury Road,4
max rockatansky,immortan joe,"Max was captured by Immortan Joe's War Boys and taken to his fortress, the Citadel.",4c170e24d5fb4c429d2851543453d16e,,4
max rockatansky,nux,"Max was forced to transfuse his blood to Nux, a sick War Boy.",4c170e24d5fb4c429d2851543453d16e,,4
immortan joe,furiosa,"Joe sends his lieutenant Imperator Furiosa in the armoured 'War Rig' to trade produce and water for petrol and ammunition with two of his allies, the Bullet Farmer and the People Eater.",4c170e24d5fb4c429d2851543453d16e,,4
furiosa,bullet farmer,"Joe sends his lieutenant Imperator Furiosa in the armoured 'War Rig' to trade produce and water for petrol and ammunition with two of his allies, the Bullet Farmer and the People Eater.",4c170e24d5fb4c429d2851543453d16e,,4
furiosa,people eater,"Joe sends his lieutenant Imperator Furiosa in the armoured 'War Rig' to trade produce and water for petrol and ammunition with two of his allies, the Bullet Farmer and the People Eater.",4c170e24d5fb4c429d2851543453d16e,,4
furiosa,war rig,Joe sends his lieutenant Imperator Furiosa in the armoured 'War Rig' to trade produce and water for petrol and ammunition.,4c170e24d5fb4c429d2851543453d16e,,4
furiosa,sandstorm,"Furiosa drives into a sandstorm and loses all of her pursuers except Nux, who attempts to sacrifice himself to blow up the Rig.",4c170e24d5fb4c429d2851543453d16e,,4
nux,max,"Max was captured by Immortan Joe's War Boys and taken to his fortress, the Citadel. Max, a universal donor, is forced to transfuse his blood to Nux, a sick War Boy.",4c170e24d5fb4c429d2851543453d16e,,4
nux,self-sacrifice,Nux attempts to sacrifice himself to blow up the Rig.,4c170e24d5fb4c429d2851543453d16e,,4
max,furiosa,Max fights and subdues Furiosa,a6f171ca894941f68a458e23cce17b29,,4
joe's wives,furiosa,Furiosa is accompanied by Joe's wives when Max catches her repairing the Rig,a6f171ca894941f68a458e23cce17b29,,4
nux,furiosa,"Nux sneaks onto the Rig and attempts to kill Furiosa, but the wives overpower him and throw him out",a6f171ca894941f68a458e23cce17b29,,4
biker gang,furiosa,"Biker gang turns on Furiosa when they spot Joe's army approaching, forcing her to flee",a6f171ca894941f68a458e23cce17b29,,4
joe's army,furiosa,Furiosa's group escapes Joe's wrath with Max's reluctant help,a6f171ca894941f68a458e23cce17b29,,4
nux,joe,Nux joins Joe's army when it catches up after failing to kill Furiosa,a6f171ca894941f68a458e23cce17b29,,4
angharad,rig,Angharad falls off the Rig and Joe fatally runs her over,a6f171ca894941f68a458e23cce17b29,,4
capable,nux,Capable consoles Nux after he laments his failure to carjack the Rig,a6f171ca894941f68a458e23cce17b29,,4
max,rig,Max and Furiosa fend off bikers and landmines while driving through a swamp,a6f171ca894941f68a458e23cce17b29,,4
bullet farmer,max,Bullet Farmer continues the pursuit of Max and Furiosa in his ATV,a6f171ca894941f68a458e23cce17b29,,4
