node_1,node_2,edge,chunk_id,node_3,count
avatar: the way of water,epic science fiction film,"Avatar: The Way of Water is a type of film, specifically an epic science fiction film.",18aa9cc8f018448c9a92d86d410d41ed,,4
james cameron,director,James Cameron is a person who holds the position of director for Avatar: The Way of Water.,18aa9cc8f018448c9a92d86d410d41ed,,4
avatar: the way of water,"co-produced, co-edited, and directed by james cameron","James Cameron is involved in multiple roles for Avatar: The Way of Water, including producing, editing, and directing.",18aa9cc8f018448c9a92d86d410d41ed,,4
avatar: the way of water,sequel to avatar (2009),"Avatar: The Way of Water is a follow-up film to the 2009 release, Avatar.",18aa9cc8f018448c9a92d86d410d41ed,,4
josh friedman,co-wrote the screenplay with rick jaffa and amanda silver,Josh Friedman contributed to the scriptwriting process for Avatar: The Way of Water alongside Rick Jaffa and Amanda Silver.,18aa9cc8f018448c9a92d86d410d41ed,,4
avatar: the way of water,"co-produced by james cameron, jon landau, and richard b. zanuck (executive producer)","James Cameron, Jon Landau, and Richard B. Zanuck serve as producers for Avatar: The Way of Water, with the latter holding an executive position.",18aa9cc8f018448c9a92d86d410d41ed,,4
sam worthington,played the character jake sully in avatar (2009) and avatar: the way of water,"Sam Worthington portrayed Jake Sully in both the 2009 film, Avatar, as well as its sequel, Avatar: The Way of Water.",18aa9cc8f018448c9a92d86d410d41ed,,4
zoe saldaña,played the character neytiri in avatar (2009) and avatar: the way of water,"Zoe Saldaña depicted Neytiri in both the 2009 movie, Avatar, and its upcoming release, Avatar: The Way of Water.",18aa9cc8f018448c9a92d86d410d41ed,,4
sigourney weaver,returned to her role as grace augustine in avatar: the way of water (previously played by joan chen),"Sigourney Weaver reprised her character, Grace Augustine, in Avatar: The Way of Water after having portrayed her differently in a previous movie.",18aa9cc8f018448c9a92d86d410d41ed,,4
kate winslet,joined the cast of avatar: the way of water,Kate Winslet became part of the cast for Avatar: The Way of Water.,18aa9cc8f018448c9a92d86d410d41ed,,4
avatar: the way of water,distributed by 20th century studios,The distribution rights for Avatar: The Way of Water are held by 20th Century Studios.,18aa9cc8f018448c9a92d86d410d41ed,,4
avatar,cameron,"In 2006, Cameron expressed his desire to create sequels for Avatar if the first film was successful. ",cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar,successful,Cameron announced the first two sequels in 2010 following the widespread success of the original Avatar.,cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar: fire and ash,filming process,The filming process for Avatar: Fire and Ash began simultaneously with Avatar 3 in August 2017.,cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar: fire and ash,wellington,"In September 2017, the filming location for Avatar: Fire and Ash moved to Wellington, New Zealand.",cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar: fire and ash,end of filming,The filming process for Avatar: Fire and Ash ended in late September 2020 after three years of shooting.,cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar: fire and ash,most expensive,"With an estimated budget of $350–460 million, Avatar: Fire and Ash is one of the most expensive films ever made.",cfc7e7baeaf04d448c0041e97f4d5083,,4
avatar: the way of water,box office success,"The film grossed $2.320 billion worldwide, making it the highest-grossing film of 2022 and the third-highest-grossing film of all time.",ec817c122bed4b8d9ab4536ac70376ee,,4
avatar: the way of water,critical reviews,"The film received generally positive reviews from critics, who praised the visual effects and technical achievements but criticized the plot and runtime.",ec817c122bed4b8d9ab4536ac70376ee,,4
avatar: the way of water,sequels,"Three further sequels are in production, with the next film, Avatar: Fire and Ash set to be released in December 2025.",ec817c122bed4b8d9ab4536ac70376ee,,4
avatar: the way of water,premiere location,"The film premiered at the Odeon Luxe Leicester Square in London on December 6, 2022.",ec817c122bed4b8d9ab4536ac70376ee,,4
avatar: the way of water,release date,The film was released in the United States on December 16.,ec817c122bed4b8d9ab4536ac70376ee,,4
national board of review,avatar: the way of water,The National Board of Review named The Way of Water one of the top-ten films of 2022.,ec817c122bed4b8d9ab4536ac70376ee,,4
american film institute,avatar: the way of water,The American Film Institute named The Way of Water one of the top-ten films of 2022.,ec817c122bed4b8d9ab4536ac70376ee,,4
jake sully,neytiri,"Jake Sully lives as chief of the Omatikaya clan and raises his family with Neytiri, consisting of two sons Neteyam and Lo'ak, his daughter Tuktirey 'Tuk', and adopted daughter Kiri (born from Dr. Grace Augustine's inert avatar).",ec817c122bed4b8d9ab4536ac70376ee,,4
miles socorro,human scientists,Frequently visits their children while being raised by human scientists who stayed on Pandora.,ec817c122bed4b8d9ab4536ac70376ee,,4
colonel miles quaritch,miles socorro,Son of the late Colonel Miles Quaritch,ec817c122bed4b8d9ab4536ac70376ee,,4
rda,pandora,The RDA returns to colonize Pandora.,2b135fbe9d494e819e2ff684fc27f6c4,,4
recombinants,human soldiers,Recombinants are Na'vi avatars implanted with the memories of deceased human soldiers.,2b135fbe9d494e819e2ff684fc27f6c4,,4
jake,guerilla campaign,Jake leads a guerilla campaign against the RDA occupation.,2b135fbe9d494e819e2ff684fc27f6c4,,4
quaritch,recombinants,Quaritch is a recombinant.,2b135fbe9d494e819e2ff684fc27f6c4,,4
children,jake,Jake's children are mentioned in the context.,2b135fbe9d494e819e2ff684fc27f6c4,,4
quaritch,children,Quaritch and his subordinates capture Jake's children.,2b135fbe9d494e819e2ff684fc27f6c4,,4
jake,neytiri,Jake arrives with Neytiri to free their children.,2b135fbe9d494e819e2ff684fc27f6c4,,4
spider,rda,Spider is captured by the RDA during a counterinsurgency mission.,2b135fbe9d494e819e2ff684fc27f6c4,,4
