node_1,node_2,edge,chunk_id,node_3,count
son of sardaar,son of sardaarsoundtrack,The song album 'Son of SardaarSoundtrack' is a part of the movie 'Son of Sardaar',f313df3e4b444e788ab4b9368ef07d1a,,4
himesh reshammiya,son of sardaarsoundtrack,Composer Himesh Reshammiya created the song album 'Son of SardaarSoundtrack',f313df3e4b444e788ab4b9368ef07d1a,,4
son of sardaar,omg,Both 'Son of Sardaar' and 'OMG' are movies released in the same year (2012),f313df3e4b444e788ab4b9368ef07d1a,,4
hindi,language,The movie 'Son of Sardaar' is a Hindi-language movie,f313df3e4b444e788ab4b9368ef07d1a,,4
punjabi,language,The movie 'Son of Sardaar' also has scenes in Punjabi language,f313df3e4b444e788ab4b9368ef07d1a,,4
khiladi 786,soundtrack,"The album, titled 'Khiladi 786', features a total of 13 songs.",3d1818020307437ea47dcd3a14ceb683,,4
aman trikha,himesh reshammiya,Both Aman Trikha and Himesh Reshammiya have sung the song 'Son of Sardaar'.,3d1818020307437ea47dcd3a14ceb683,,4
mika singh,bhavya pandit,"The song 'Rani Tu Mein Raja' is sung by Mika Singh, Bhavya Pandit, and Yo Yo Honey Singh.",3d1818020307437ea47dcd3a14ceb683,Yo Yo Honey Singh,4
vikas bhalla,aman trikha,"The song 'Po Po Po' is sung by Vikas Bhalla, Aman Trikha, and Himesh Reshammiya.",3d1818020307437ea47dcd3a14ceb683,Himesh Reshammiya,4
vinit singh,mamta sharma,The song 'Tu Kamaal Di Kudi' is sung by Vinit Singh and Mamta Sharma.,3d1818020307437ea47dcd3a14ceb683,Tu Kamaal Di Kudi,4
rahat fateh ali khan,kabhi kabhi mere dil mein ye sawaal aata hai,The song 'Kabhi Kabhi Mere Dil Mein Ye Sawaal' has two versions sung by Rahat Fateh Ali Khan.,3d1818020307437ea47dcd3a14ceb683,,4
rahat fateh ali khan,bichdann,The song 'Bichdann' is sung by Rahat Fateh Ali Khan.,3d1818020307437ea47dcd3a14ceb683,,4
ajay devgn,kabhi kabhi mere dil mein ye sawaal,The song 'Kabhi Kabhi Mere Dil Mein Ye Sawaal' (Funk) is sung by Ajay Devgn.,3d1818020307437ea47dcd3a14ceb683,,4
aman trikha,himesh reshammiya,The song 'Son of Sardaar' (Remix) is sung by Aman Trikha and Himesh Reshammiya.,3d1818020307437ea47dcd3a14ceb683,Son of Sardaar,4
aman trikha,himesh reshammiya,The song 'Rani Tu Mein Raja' (Remix) is sung by Aman Trikha and Himesh Reshammiya.,3d1818020307437ea47dcd3a14ceb683,Rani Tu Mein Raja,4
rahat fateh ali khan,bichdann,The song 'Bichdann' (Reprise) is sung by Rahat Fateh Ali Khan.,3d1818020307437ea47dcd3a14ceb683,,4
kabhi kabhi mere dil mein ye sawaal,trance,The song 'Kabhi Kabhi Mere Dil Mein Ye Sawaal' (Trance) is sung by Ajay Devgn.,3d1818020307437ea47dcd3a14ceb683,,4
ibnlive (ians),review,Professional ratings and reviews for the soundtrack were published by IBNLive (IANS).,3d1818020307437ea47dcd3a14ceb683,,4
abid (glamsham),review,Professional ratings and reviews for the soundtrack were published by Abid from Glamsham.,3d1818020307437ea47dcd3a14ceb683,,4
mohit kapur (koimoi),review,Professional ratings and reviews for the soundtrack were published by Mohit Kapur from Koimoi.,3d1818020307437ea47dcd3a14ceb683,,4
himesh reshammiya,singer,Himesh Reshammiya is a singer who has sung several songs in the soundtrack.,3d1818020307437ea47dcd3a14ceb683,,4
album,decent affair,The album is more than a decent affair.,35dd8e83a1d54dea877a63e19fbe2659,,4
punjabi 'tadka',reasonably happening,The Punjabi 'tadka' makes the album reasonably happening.,35dd8e83a1d54dea877a63e19fbe2659,,4
album,theme of the film,The album is woven around the theme of the film.,35dd8e83a1d54dea877a63e19fbe2659,,4
sound,monotonous,"At times, the sound gets a bit monotonous.",35dd8e83a1d54dea877a63e19fbe2659,,4
tracks son of sardaar and bichdann,will certainly do well,The tracks Son of Sardaar and Bichdann will certainly do well.,35dd8e83a1d54dea877a63e19fbe2659,,4
album,potential to make their presence felt,Kabhi Kabhi Mere Dil Mein and Rani Tu Mein Raja also carry potential to make their presence felt.,35dd8e83a1d54dea877a63e19fbe2659,,4
